Primary Type,Block,Location Description,Domestic,month,Period_1,Period_2
1,7239,90,0,10,0,0
1,10709,91,0,10,0,0
1,7346,87,0,10,0,0
1,5962,17,1,10,0,0
1,6457,77,1,10,0,0
1,19441,90,0,10,0,0
1,3234,61,0,10,0,0
1,22814,90,0,10,0,0
1,20448,90,0,10,0,0
1,19751,15,1,10,0,0
1,20045,77,1,10,0,0
1,19290,77,1,10,0,0
1,9480,17,1,10,0,0
1,21221,96,0,10,0,0
1,19069,17,1,10,0,0
1,20074,90,1,10,0,0
2,20397,17,0,10,0,0
1,2989,78,0,10,0,0
1,387,90,0,10,0,0
1,21310,90,0,10,0,0
2,12606,80,0,10,0,0
1,4268,87,0,10,0,0
1,12317,77,1,10,0,0
2,11543,90,0,10,0,0
1,170,17,1,10,0,0
1,10351,57,0,10,0,0
1,19411,77,1,10,0,0
1,6854,61,0,10,0,0
1,6216,22,1,10,0,0
2,3602,90,0,10,0,0
2,6816,90,0,10,0,0
1,9846,87,0,10,0,0
1,21084,77,1,10,0,0
1,16639,77,1,10,0,0
2,12180,90,0,10,0,0
1,19576,77,0,10,0,0
2,18374,42,0,10,1,0
2,13895,90,0,10,0,0
2,1597,90,0,10,0,0
1,19590,77,1,10,0,0
2,5910,47,0,10,1,0
2,5191,39,0,10,1,0
1,18183,17,1,10,1,0
1,14748,17,1,10,0,0
1,21298,77,1,10,1,0
1,19590,77,1,10,0,0
1,20115,17,0,10,1,0
1,19970,17,1,10,1,0
0,16404,87,0,10,1,0
0,2240,81,0,10,1,0
1,3597,17,1,10,1,0
1,15837,50,0,10,0,0
2,1261,77,0,10,1,0
0,19058,77,0,9,1,0
2,4123,79,0,9,0,1
2,21881,69,0,10,0,1
2,9331,90,0,10,1,0
1,14115,17,1,10,1,0
2,19089,52,0,10,1,0
1,11150,17,1,10,1,0
2,12693,73,0,10,1,0
1,1226,17,1,10,1,0
0,10917,17,0,10,1,0
1,13285,38,0,10,1,0
1,14393,77,1,10,1,0
1,3337,78,0,10,0,0
2,18108,69,0,10,1,0
1,17103,61,0,10,1,0
1,564,17,0,10,1,0
1,8310,17,1,10,1,0
1,15046,87,0,10,1,0
1,14174,73,1,10,1,0
0,19918,90,1,10,1,0
1,10435,17,1,10,0,0
0,20011,78,0,10,1,0
1,11587,87,1,10,1,0
1,19948,90,0,10,1,0
1,19830,77,1,10,1,0
2,17,90,0,10,1,0
2,2350,90,0,10,1,0
2,19334,17,0,10,1,0
2,18851,87,0,10,1,0
1,11696,17,1,10,1,0
2,12755,87,0,10,1,0
0,22935,78,0,10,0,1
0,12090,17,1,10,1,0
1,1736,44,0,10,1,0
2,1032,88,0,10,1,0
2,158,42,0,10,1,0
2,2671,88,0,10,1,0
1,1294,15,0,10,1,0
2,629,50,0,10,1,0
1,22921,77,1,10,1,0
2,1794,77,0,10,1,0
2,970,52,0,10,1,0
1,18602,17,1,10,1,0
1,19312,17,1,10,1,0
1,2587,87,1,10,1,0
2,2532,73,0,10,1,0
0,14324,66,0,10,0,1
2,18771,41,0,10,1,0
2,11371,80,0,10,0,1
2,11154,90,0,10,0,1
1,8294,90,0,10,0,1
1,11307,77,1,10,0,1
2,22079,77,0,10,0,1
2,16768,59,0,10,0,1
2,20053,78,0,10,0,1
2,14635,73,0,10,1,0
2,9025,90,0,10,0,1
2,7620,73,0,10,0,1
2,2677,88,0,10,1,0
1,22581,78,0,10,1,0
2,11286,87,0,10,0,0
2,86,90,0,10,1,0
2,107,90,0,10,0,0
2,14093,88,0,10,0,1
1,22930,90,0,10,0,1
1,21777,90,0,10,0,1
2,19170,85,0,10,0,1
2,899,72,0,10,0,1
2,209,50,0,10,0,1
0,15737,69,0,10,0,1
2,9141,90,0,10,1,0
1,18054,17,0,10,0,1
1,7901,90,0,10,0,0
1,16314,77,1,10,0,1
2,15461,90,0,10,0,1
2,11447,69,0,10,1,0
2,1575,73,0,10,0,1
2,16201,87,1,10,0,1
1,11958,77,1,10,0,1
0,1653,73,0,10,0,1
2,21877,81,0,10,0,1
2,9524,50,0,10,0,1
1,16768,90,0,10,0,1
2,6545,90,0,10,1,0
2,13951,73,0,10,1,0
1,10105,87,0,10,0,1
2,16593,90,0,10,0,1
2,269,81,0,10,0,1
1,20056,87,0,10,0,1
2,7927,69,0,10,1,0
1,7168,84,0,10,0,1
2,169,59,0,10,0,1
1,17298,52,0,10,0,1
2,23059,80,0,10,0,1
2,222,87,0,10,0,1
2,19396,90,0,10,0,1
1,2049,87,0,10,0,1
2,3016,88,0,10,0,1
0,17267,90,0,10,0,1
2,6545,87,0,10,0,1
2,20049,96,0,10,0,1
2,8721,88,0,10,1,0
0,9369,17,1,10,0,1
0,16359,78,0,10,0,1
2,7307,88,0,10,0,1
1,20382,90,1,10,0,1
2,20071,42,1,10,0,1
2,524,50,0,10,0,1
1,5454,17,0,10,1,0
1,20034,87,0,10,0,1
2,1114,18,0,10,0,1
1,836,87,0,10,0,1
1,12912,39,0,10,0,1
0,16327,90,0,10,0,1
2,15104,90,0,10,0,1
2,3685,19,0,10,0,1
2,5937,17,0,10,1,0
1,9549,90,0,10,0,1
1,16433,73,0,10,0,1
1,9678,77,1,10,0,1
2,5318,90,0,10,0,1
0,16359,78,0,10,0,1
1,2983,90,1,10,0,1
2,19162,88,0,10,0,1
2,16562,77,0,10,0,1
2,76,52,0,10,0,1
0,2264,68,0,10,0,1
0,1026,90,0,10,0,1
2,2671,50,0,10,0,1
2,14849,90,0,10,1,0
2,5011,96,0,10,1,0
1,8420,78,0,10,0,1
0,15359,77,0,10,1,0
0,20579,87,1,10,0,1
2,10921,39,0,10,0,0
2,20011,90,1,10,0,1
1,6163,17,0,10,0,1
1,1000,87,0,10,0,1
1,17894,77,1,10,0,1
2,5008,90,0,10,0,1
1,2964,87,0,10,0,1
2,3347,50,0,10,0,0
2,198,72,0,10,0,1
0,17313,80,0,10,0,0
0,5191,73,0,10,0,1
1,19357,15,0,10,0,1
1,21490,87,0,10,0,1
1,16925,77,1,10,0,1
0,16936,83,0,10,1,0
0,18147,80,0,10,0,1
0,2423,15,0,10,0,1
1,7384,15,0,10,0,1
2,621,90,0,10,0,1
1,17751,15,0,10,0,0
2,1762,57,0,10,0,0
0,19110,17,0,10,0,0
0,1294,17,1,10,0,0
1,9780,90,0,10,0,1
0,7431,87,0,10,0,1
0,4466,17,0,10,0,1
0,6823,57,0,10,0,0
1,6840,77,1,10,0,1
2,11494,59,0,10,0,1
0,22264,90,0,10,0,0
2,938,17,1,10,1,0
1,21064,77,1,10,0,0
2,20158,77,1,10,0,0
1,566,90,0,10,0,1
1,20361,17,0,10,0,1
2,15293,59,0,10,0,0
2,169,59,0,10,0,0
2,10704,69,0,10,0,0
2,3611,78,0,10,0,1
2,1259,62,0,10,0,1
1,7683,17,1,10,0,0
1,18511,17,1,10,0,0
0,18894,80,1,10,0,0
1,21156,87,0,10,1,0
1,8801,90,0,10,0,0
1,7037,17,1,10,0,0
1,13545,87,0,10,0,0
2,2868,68,0,10,0,0
1,10771,87,1,10,0,1
1,10068,87,0,10,1,0
1,19431,17,0,10,0,0
1,20699,78,0,10,0,0
0,9853,78,0,10,0,1
1,1333,90,0,10,0,0
2,21222,96,0,10,0,0
2,21222,80,0,10,0,0
1,18147,69,0,10,0,1
0,15452,57,0,10,0,1
2,130,81,0,10,0,1
2,10698,90,0,10,0,0
2,2857,90,0,10,0,0
0,1282,77,0,10,1,0
2,19565,77,1,10,0,1
2,2953,96,0,10,0,1
2,3034,90,0,10,0,1
2,10670,73,0,10,1,0
2,5702,27,0,10,1,0
2,7687,90,0,10,0,0
2,8922,90,0,10,0,1
1,8902,17,0,10,0,1
2,19712,90,0,10,1,0
2,20383,17,0,10,0,1
2,1210,90,0,10,0,1
2,12494,90,0,10,0,0
2,7592,77,1,10,1,0
2,13829,69,0,10,1,0
2,3915,90,0,10,1,0
2,15451,69,0,10,0,0
2,19046,90,0,10,0,0
2,1096,87,0,10,0,1
2,511,90,0,10,0,0
2,1466,81,0,10,1,0
2,18675,90,0,10,0,0
2,5527,90,0,10,1,0
1,9246,15,1,10,0,1
2,797,81,0,10,1,0
2,20241,90,0,10,0,0
2,2683,90,0,10,0,0
2,2016,41,0,10,0,1
2,12746,90,0,10,0,1
2,7655,90,0,10,1,0
0,13475,77,0,10,0,0
2,4737,77,0,10,0,1
2,2453,78,0,10,0,1
0,15306,96,0,10,0,1
2,14699,90,0,10,0,0
2,14651,80,0,10,0,0
2,10341,90,0,10,0,1
2,22814,90,0,10,0,1
2,891,77,0,10,0,1
2,4931,72,0,10,0,0
2,20225,17,0,10,0,0
2,8365,78,0,10,1,0
2,1173,90,0,10,0,1
2,3042,87,0,10,1,0
2,8367,17,0,10,1,0
2,4165,90,0,10,0,1
2,15264,90,0,10,0,0
2,21861,90,0,10,0,1
2,1171,73,0,10,0,1
1,17514,17,1,10,0,0
1,22522,17,1,10,0,1
2,22053,87,0,10,0,0
2,1260,77,0,10,0,1
2,9803,72,0,10,0,1
0,6453,77,0,10,0,1
1,11584,15,0,10,0,1
2,13979,92,0,10,0,0
2,6345,90,0,10,0,1
2,8135,90,0,10,0,1
2,1553,90,0,10,0,1
2,567,47,0,10,0,1
2,15151,77,0,10,0,0
1,8834,87,0,10,0,1
2,21375,59,0,10,1,0
2,17755,90,0,10,0,1
0,8531,86,0,10,0,1
1,6965,17,1,10,1,0
2,17062,94,0,10,0,1
2,1933,17,0,10,0,1
0,18990,90,0,10,0,0
0,15148,69,0,10,0,0
2,380,77,0,10,1,0
2,6179,90,0,10,0,1
2,4330,42,0,9,0,0
1,17553,17,1,10,0,1
2,1724,87,0,10,0,1
1,18833,90,0,10,0,1
2,9677,90,0,10,0,0
1,17391,77,0,10,0,0
2,7939,51,0,10,1,0
2,2934,90,0,10,0,0
2,10588,73,0,10,1,0
0,14394,17,0,10,0,0
2,14985,17,0,10,1,0
2,6746,17,0,10,1,0
2,2552,73,0,8,0,1
2,8331,69,0,9,1,0
1,136,45,0,10,0,0
1,14067,17,1,10,0,0
0,21023,90,0,10,0,0
1,5468,90,0,10,0,0
1,5409,17,1,10,0,0
1,20231,87,0,9,0,0
1,619,90,0,9,1,0
2,5315,87,0,9,0,1
2,1308,69,0,9,0,1
0,20432,69,0,10,1,0
1,20097,77,1,10,0,0
1,3436,90,0,10,0,1
2,22062,73,0,10,1,0
1,7185,83,0,10,1,0
1,7387,78,0,10,0,1
1,15049,73,1,10,0,0
1,1929,90,0,10,0,0
0,13125,87,0,10,0,0
2,5269,90,1,10,0,0
1,4807,17,1,10,0,0
1,20359,90,1,10,0,0
1,11039,90,0,10,0,0
1,10920,87,1,10,0,0
0,9961,90,0,10,0,0
2,13679,90,0,10,0,0
2,1847,77,0,10,0,0
1,19877,17,0,10,0,0
0,19711,77,0,10,0,0
2,18205,90,0,10,0,0
2,19310,90,0,10,0,0
0,8620,90,0,10,0,0
1,19419,90,1,10,0,0
1,17577,87,0,10,0,0
1,13097,17,1,10,1,0
1,5511,90,0,10,0,0
2,893,73,0,10,0,0
2,1394,90,0,10,0,0
1,20809,77,1,10,1,0
2,1562,69,0,10,1,0
1,7265,90,1,10,1,0
0,10894,80,0,10,1,0
2,12088,59,0,10,1,0
2,2566,90,0,10,0,0
1,8775,77,1,10,1,0
0,17097,17,0,10,1,0
2,5531,90,0,10,0,0
2,3488,47,0,10,0,0
1,15670,17,1,10,1,0
0,7516,69,0,10,1,0
1,20823,90,0,10,1,0
1,11947,57,1,10,1,0
0,3394,86,0,10,1,0
2,14568,90,0,10,1,0
0,22253,77,1,10,1,0
2,4335,57,0,10,1,0
2,19631,50,0,10,1,0
2,16542,59,0,10,1,0
0,15789,90,0,10,1,0
1,19364,77,0,10,1,0
2,11724,90,0,10,0,0
1,19884,17,1,10,1,0
1,4391,17,1,10,0,0
2,8862,90,0,10,1,0
2,2057,73,0,10,0,0
0,19728,78,0,10,1,0
0,13097,77,0,10,1,0
1,19379,17,1,10,1,0
2,5266,88,0,10,1,0
2,7213,96,0,10,1,0
1,13062,17,1,10,1,0
2,9503,57,0,10,1,0
1,14943,81,0,10,1,0
0,2722,77,0,10,1,0
1,6282,17,1,10,1,0
1,15238,88,0,10,1,0
1,1501,69,0,10,1,0
1,21158,77,1,10,1,0
1,209,87,0,10,1,0
2,12810,86,0,10,1,0
2,738,71,0,10,1,0
2,1136,73,0,10,1,0
2,9026,87,0,10,0,1
2,14171,73,0,10,0,0
0,5914,29,0,10,1,0
2,3016,88,0,10,0,1
1,3338,80,1,10,1,0
0,1282,69,0,10,1,0
1,601,17,0,10,0,1
0,20693,90,0,10,0,1
1,23095,90,0,10,1,0
0,20625,87,0,10,0,1
2,678,81,0,10,1,0
2,8963,90,0,10,0,1
2,21770,42,0,10,1,0
2,15881,90,0,10,1,0
1,21792,85,0,10,0,1
1,2530,77,1,10,1,0
1,1907,77,1,10,1,0
2,7408,81,0,10,1,0
1,17375,90,1,10,1,0
0,5195,69,0,10,1,0
2,22638,57,0,10,0,1
2,5047,77,0,10,1,0
2,3994,87,0,10,0,1
2,2368,81,0,10,0,1
2,20034,77,0,10,0,0
1,6897,73,1,10,0,1
2,8689,90,0,10,0,1
2,3405,90,0,10,0,0
2,13379,50,0,10,0,1
1,20908,90,0,10,0,1
1,14966,77,0,10,0,1
2,15881,90,0,10,0,0
2,3801,88,0,10,0,1
2,11550,72,0,10,0,1
0,4951,17,1,10,0,1
1,13129,73,0,10,0,1
0,11110,85,0,10,1,0
2,13990,50,0,10,0,1
1,12886,77,1,10,0,1
2,15293,59,0,10,0,1
2,1299,90,0,10,0,1
0,18681,80,0,10,0,1
2,13901,59,0,10,0,1
0,836,87,0,10,0,1
2,209,50,0,10,0,1
0,5616,52,1,10,0,1
1,9193,17,0,10,0,1
1,11986,80,0,10,0,1
1,7129,87,1,10,0,1
1,5394,87,0,10,0,1
2,9990,90,0,10,0,1
2,1915,85,0,10,0,1
2,18495,77,0,10,0,0
2,9026,73,0,10,0,1
0,6139,17,0,10,0,1
2,5318,90,0,10,0,0
1,17584,17,1,10,1,0
2,18175,88,0,10,0,1
1,22339,80,0,10,0,1
2,3488,81,0,10,1,0
0,17651,17,0,10,0,1
2,198,90,0,10,0,1
2,2846,90,0,10,0,1
2,18109,19,0,10,0,1
1,2359,17,1,10,0,1
2,15881,90,0,10,1,0
2,8725,88,0,10,0,1
2,11812,90,0,10,0,1
2,18337,39,0,10,0,1
2,5415,79,0,10,0,1
2,20484,87,0,10,0,1
2,5468,39,0,10,0,1
0,8637,90,0,10,0,1
2,2201,90,0,10,1,0
2,19252,90,0,10,0,1
2,127,81,0,10,0,1
2,15308,17,0,10,1,0
1,6139,59,1,10,0,1
0,14465,59,0,10,0,1
2,20013,73,0,10,0,0
2,4468,45,0,10,1,0
2,6911,68,0,10,1,0
2,10448,77,0,10,0,1
2,9152,51,0,10,0,0
2,2484,88,0,10,0,1
2,1038,88,0,10,0,1
2,18810,78,0,10,0,1
2,2200,73,0,10,1,0
2,19646,69,0,10,1,0
1,8977,17,1,10,0,1
1,10920,77,1,10,0,1
1,11322,90,0,10,0,1
1,19390,87,0,10,0,1
1,21190,77,1,10,0,1
2,6897,88,0,10,0,1
2,629,50,0,10,0,1
2,1575,59,0,10,0,1
0,10424,96,1,10,0,1
0,14961,90,0,10,0,1
2,8477,50,0,10,0,1
1,814,84,0,10,1,0
2,595,69,0,10,0,1
1,22884,77,1,10,0,1
1,4567,87,1,10,0,1
2,22029,87,1,10,0,1
0,17279,87,0,10,0,1
1,19193,17,1,10,0,1
1,22294,90,0,10,0,1
2,15348,96,0,10,0,1
0,13343,87,0,10,0,1
0,4978,90,0,10,0,1
2,7145,90,0,10,0,1
2,2348,50,0,10,0,1
1,7257,17,1,10,0,1
1,15435,87,1,10,0,1
0,19876,17,1,10,0,1
0,19580,59,0,10,0,0
1,5414,78,1,10,0,0
0,10116,17,0,10,0,1
1,10518,90,0,10,0,1
0,14809,78,0,10,0,1
1,15883,87,1,10,0,0
1,52,87,1,10,0,1
1,15615,15,0,10,0,1
1,1101,39,1,10,0,0
0,19312,69,1,10,0,0
2,6761,50,0,10,0,0
1,270,1,0,10,0,0
2,10673,78,0,10,0,1
0,4494,85,0,10,0,1
1,18483,87,0,10,0,1
2,16455,59,0,10,0,1
0,14922,77,1,10,0,0
0,16853,77,1,10,0,1
0,884,61,0,10,0,0
2,10065,88,0,10,1,0
1,18073,90,0,10,0,0
1,240,1,0,10,0,1
2,14406,90,0,10,0,0
0,20414,87,0,10,0,1
1,18724,17,1,10,0,0
1,17228,90,0,10,0,0
1,16264,77,0,10,0,0
1,13433,31,1,10,0,0
2,10453,17,1,10,0,0
2,2348,50,0,10,0,1
1,10253,75,0,10,0,0
0,15846,90,0,10,0,1
0,11171,90,1,10,0,0
1,12225,87,1,10,0,0
1,17640,17,0,10,0,0
2,15771,77,0,10,0,0
1,15792,69,0,10,0,0
1,22055,77,1,10,0,0
1,10439,17,0,10,0,0
2,17243,90,0,10,1,0
1,16228,90,0,10,0,0
2,9303,90,0,10,0,0
2,16965,90,0,10,0,1
2,14465,73,0,10,0,0
2,6656,90,0,10,0,0
1,22745,90,0,10,0,0
0,18469,90,0,10,0,0
1,22009,78,0,10,0,0
1,16239,90,1,10,0,0
1,16360,17,1,10,0,0
1,4531,73,0,10,1,0
2,6335,90,0,10,0,1
2,3495,41,0,10,0,1
2,985,44,0,10,0,1
1,2861,87,0,10,0,1
2,4898,90,0,10,0,1
2,13761,80,0,10,0,1
2,8156,50,0,10,0,1
2,10887,17,0,10,0,1
2,21387,80,0,10,0,1
2,13433,90,0,10,0,1
2,23048,73,0,10,0,1
2,10367,79,0,10,0,1
2,17362,59,0,10,0,1
2,4024,90,0,10,0,1
2,1931,61,0,10,0,1
1,22436,77,0,10,0,1
2,1483,17,0,10,1,0
0,19120,77,0,10,0,1
2,12825,90,0,10,0,0
2,21008,90,0,10,0,1
2,284,73,0,10,0,1
2,985,96,0,10,1,0
2,17682,77,0,10,0,1
0,11439,90,0,10,1,0
2,445,87,0,10,0,1
2,3213,47,0,10,0,1
2,7008,77,0,10,0,0
2,7844,90,0,10,0,0
0,1582,90,0,10,0,1
2,822,77,1,10,0,1
2,1354,17,0,10,0,1
1,17829,80,0,10,0,1
2,22336,90,0,10,0,0
2,17588,39,0,10,0,0
2,20472,90,0,10,0,0
2,16063,69,0,10,0,1
2,7947,90,0,10,0,0
1,18779,90,0,10,0,1
2,14673,83,0,10,0,0
2,10239,79,0,10,0,0
2,17243,90,0,10,1,0
2,17670,85,0,10,1,0
2,16492,90,0,10,0,1
2,8342,90,0,10,0,0
2,7554,86,0,10,0,1
0,769,87,0,10,0,1
1,3915,42,0,10,0,1
2,14161,90,0,10,0,0
2,11124,90,0,10,0,0
2,13247,90,1,10,0,0
2,21893,77,0,10,0,1
2,9790,32,0,10,0,0
0,17594,77,0,10,0,1
2,7140,90,0,10,0,1
2,1818,69,0,10,0,0
0,4981,87,0,10,1,0
2,5900,90,0,10,0,0
0,20220,86,0,10,0,1
2,5986,15,0,10,0,0
2,4178,86,0,10,1,0
2,4478,50,0,10,0,1
1,6659,80,1,10,0,0
0,14621,90,0,10,1,0
2,4506,17,0,10,0,1
0,6845,90,1,10,0,1
2,523,77,0,10,1,0
2,16566,69,0,9,1,0
2,4103,77,0,9,1,0
2,19435,77,0,8,0,1
2,20569,96,0,10,0,0
2,7766,85,0,8,1,0
2,8662,17,0,7,0,1
1,2935,17,1,10,0,1
2,15122,90,0,6,1,0
2,2131,77,0,9,0,0
2,14008,17,0,10,0,0
0,1234,88,0,10,1,0
2,1806,77,1,2,1,0
2,871,69,0,7,0,1
0,19995,87,0,10,0,0
1,18801,91,0,10,0,0
1,19603,77,1,10,0,0
0,20661,87,0,10,0,0
1,11217,87,0,10,0,0
0,15696,90,1,10,0,0
1,550,62,0,10,0,0
1,13399,77,1,10,0,0
0,20675,17,0,10,0,0
0,5387,78,0,10,0,0
2,19512,47,0,10,0,0
2,659,52,0,10,0,0
1,22425,87,0,10,0,0
0,11204,77,0,10,0,0
2,15696,90,0,10,0,0
1,3192,77,1,10,0,0
1,21514,80,0,10,0,0
1,17125,77,0,10,0,0
2,1456,15,0,10,0,0
1,14410,17,1,10,0,0
2,6470,90,0,10,0,0
2,13464,90,0,10,0,0
2,10140,90,0,10,0,0
2,5733,59,0,10,1,0
1,9887,17,1,10,1,0
2,696,88,0,10,1,0
0,935,15,0,3,0,1
1,19153,90,0,7,0,0
1,4584,72,0,9,0,1
2,5910,90,0,9,0,1
2,20613,90,0,9,1,0
1,18716,17,0,9,0,0
1,21545,77,1,10,0,1
1,13909,77,1,10,1,0
2,4248,73,0,10,1,0
2,15958,15,0,10,1,0
1,11007,90,0,10,1,0
0,1720,88,0,10,1,0
2,4501,90,0,10,1,0
0,18060,17,0,10,1,0
2,7770,80,0,10,1,0
0,3335,78,0,10,1,0
0,16765,90,1,10,0,0
0,18885,69,0,10,1,0
2,18203,90,0,10,0,0
2,4487,88,0,10,1,0
2,2682,58,0,10,1,0
0,4592,96,1,10,1,0
0,16225,90,1,10,1,0
1,19829,77,0,10,1,0
0,453,69,0,10,1,0
2,20360,96,0,10,1,0
2,18548,15,0,10,1,0
0,5603,90,0,10,1,0
2,13659,96,0,10,1,0
2,2356,90,0,10,0,0
1,2765,77,1,10,1,0
2,11447,90,0,10,0,0
1,16311,58,0,10,1,0
2,1317,73,0,10,1,0
2,4219,57,0,10,1,0
2,12098,17,1,10,1,0
0,2745,62,0,10,1,0
0,2727,78,1,10,1,0
1,19157,80,1,10,1,0
2,3655,17,1,10,1,0
2,2360,43,0,10,0,0
0,13407,80,0,10,1,0
2,15669,51,0,10,0,0
0,7662,17,1,10,1,0
2,1031,96,0,10,1,0
1,20313,85,0,10,1,0
2,7547,90,0,10,1,0
2,5236,59,0,10,1,0
0,1908,81,0,10,1,0
1,22569,77,1,10,1,0
1,19512,87,0,10,1,0
0,6745,80,0,10,1,0
1,16928,86,0,10,1,0
1,16427,88,0,10,1,0
1,13342,90,0,10,1,0
2,9039,90,0,10,1,0
1,12679,17,1,10,1,0
2,12925,73,0,10,1,0
0,8092,72,0,10,1,0
2,15316,73,0,10,0,0
1,5411,18,1,10,0,1
2,20909,15,0,10,0,1
1,8618,73,1,10,0,1
2,8477,59,0,10,1,0
1,19471,87,0,10,0,1
2,6545,59,0,10,0,1
1,13355,90,0,10,0,1
0,22671,90,1,10,1,0
2,19696,39,0,10,0,1
1,682,90,0,10,0,1
2,8786,90,0,10,0,1
0,11746,39,0,10,1,0
2,19656,85,0,10,1,0
1,21686,85,0,10,0,1
1,20359,17,1,10,1,0
0,14572,85,0,10,0,1
2,20221,90,0,10,0,1
1,13379,87,0,10,0,1
0,8326,83,0,10,0,1
0,5364,90,0,10,0,1
2,4754,90,0,10,0,0
1,9733,78,1,10,1,0
2,13379,59,0,10,0,1
2,6272,90,0,10,0,1
0,15800,41,0,10,0,1
2,1327,90,0,10,1,0
0,539,62,0,10,0,1
2,6984,88,0,10,0,1
2,696,52,0,10,0,1
1,6142,87,0,10,1,0
2,91,90,0,10,1,0
2,14300,88,0,10,0,1
2,209,88,0,10,0,1
1,19332,69,0,10,1,0
2,5775,77,0,10,0,0
0,4487,39,0,10,0,1
1,6906,77,0,10,0,1
2,17797,90,0,10,0,1
2,7620,90,0,10,0,1
2,13990,50,0,10,0,1
0,9867,17,1,10,1,0
2,10709,90,0,10,0,0
2,11746,22,0,10,0,0
1,8905,90,0,10,0,1
2,13927,88,0,10,0,1
2,14836,50,0,10,0,1
1,14686,87,1,10,0,1
2,12593,45,0,10,0,1
2,6761,50,0,10,0,1
2,16313,90,0,10,0,1
1,16323,77,0,10,0,1
1,15184,17,0,10,0,1
2,18,96,0,10,0,1
1,19131,41,0,10,0,1
2,2638,88,0,10,0,1
2,1409,81,0,10,0,1
1,7918,87,0,10,0,1
1,13987,77,1,10,0,1
2,11813,69,0,10,0,1
1,3833,87,0,10,0,1
0,13621,87,0,10,0,1
1,3016,88,0,10,0,1
0,17626,77,0,10,0,1
2,22146,77,0,10,0,1
2,20667,50,0,10,0,1
1,20071,73,1,10,0,1
1,17596,85,0,10,1,0
0,16964,69,0,10,0,1
2,4322,90,0,10,0,1
2,111,90,0,10,0,1
0,16455,77,1,10,0,1
2,5379,61,0,10,1,0
1,7148,17,1,10,0,1
2,20464,90,0,10,1,0
2,11039,88,0,10,0,1
1,4872,17,1,10,0,1
2,1220,88,0,10,0,1
1,1591,73,1,10,0,1
0,4509,88,0,10,0,1
2,18696,87,0,10,0,1
2,4629,90,0,10,0,1
2,5537,90,0,10,1,0
2,22348,77,1,10,0,1
0,9072,81,0,10,0,1
1,2061,44,0,10,0,1
2,17244,87,1,10,0,1
2,5222,90,0,10,0,1
2,4777,90,0,10,0,1
0,14322,77,1,10,0,1
2,10160,87,0,10,0,1
2,11039,19,0,10,0,1
2,11528,85,0,10,1,0
2,10647,17,0,10,0,1
2,11233,50,0,10,0,1
1,5016,17,1,10,0,1
2,11715,88,0,10,0,1
0,11699,87,1,10,0,1
2,17241,90,0,10,0,1
2,8180,17,0,10,1,0
1,15751,88,0,10,0,1
1,11995,15,0,10,0,1
1,17907,77,1,10,0,1
1,9609,17,1,10,0,1
1,16928,86,0,10,0,1
1,21269,77,1,10,0,1
2,3347,50,0,10,0,1
2,2079,81,0,10,0,0
2,2625,90,0,10,0,1
2,22310,88,0,10,0,1
2,7581,39,0,10,0,1
2,8755,90,0,10,0,0
0,19865,87,0,10,0,1
0,19461,90,0,10,0,1
2,17538,50,0,10,0,1
2,345,45,0,10,0,1
2,20667,50,0,10,0,1
1,19590,90,0,10,0,1
1,3952,80,0,10,0,1
1,2627,69,0,10,0,1
2,8445,96,0,10,1,0
1,13601,68,0,10,0,1
2,11294,19,0,10,0,1
1,12145,77,1,10,0,0
2,11039,19,0,10,0,1
0,6314,23,0,10,0,1
1,1724,87,0,10,0,1
1,12275,17,1,10,0,0
1,9077,77,1,10,0,0
2,5096,79,0,10,0,1
1,9456,72,0,10,0,1
1,8508,47,0,10,0,1
1,18487,77,0,10,0,1
2,10428,88,0,10,0,0
1,18534,96,1,10,0,1
2,2500,90,0,10,0,1
1,3042,90,0,10,0,1
1,597,17,1,10,0,1
1,12700,87,0,10,0,0
0,8451,90,0,10,0,0
1,20945,17,1,10,0,0
0,15380,90,0,10,0,1
2,19008,96,1,10,0,1
1,18999,77,1,10,0,0
1,17590,17,1,10,0,0
2,19631,50,0,10,0,1
1,19021,17,0,10,0,1
1,1558,77,1,10,0,0
2,15631,59,0,10,0,0
2,14836,69,0,10,0,0
1,10328,17,1,10,0,0
0,21841,15,0,10,0,1
1,19986,17,1,10,0,0
1,14691,17,0,10,0,0
1,14213,77,0,10,0,0
1,1063,77,1,10,0,0
0,22120,77,1,10,0,0
2,7487,90,0,10,0,1
2,15050,77,0,10,0,0
2,5341,22,0,10,0,0
1,15967,90,0,10,0,0
1,13464,77,1,10,0,0
2,6401,17,0,10,1,0
1,19342,77,1,10,0,0
2,16964,90,0,10,0,1
1,4273,17,1,10,0,0
1,5258,90,1,10,0,0
1,19675,77,1,10,0,1
1,21909,87,0,10,0,1
2,10473,90,0,10,0,0
2,17238,80,0,10,0,0
2,10799,38,0,10,0,1
2,462,80,0,10,0,0
2,12037,90,0,10,0,1
2,18722,73,0,10,1,0
2,8801,90,0,10,0,1
2,16615,51,0,10,0,1
2,2005,69,0,10,0,0
2,4851,90,0,10,0,1
2,3680,90,0,10,0,0
2,9159,90,0,10,0,1
2,10677,47,0,10,0,1
1,10294,87,1,10,0,1
1,20739,17,0,10,0,0
2,14966,90,0,10,1,0
2,5248,17,1,10,0,1
2,104,81,0,10,0,1
2,20922,90,0,10,0,0
