Primary Type,Block,Location Description,Domestic,month,Period_1,Period_2
0,20657,77,0,3,0,0
1,2442,17,1,4,1,0
1,14308,87,0,4,1,0
1,16265,77,0,2,1,0
1,11193,87,0,4,0,1
2,12506,90,0,2,0,1
1,22464,77,1,3,0,0
2,4326,87,0,3,0,1
1,8117,17,0,3,0,1
1,20957,96,0,3,0,1
0,3436,90,0,3,1,0
2,7837,69,0,3,1,0
1,17795,77,1,3,0,0
1,4846,80,1,3,1,0
0,2384,73,0,3,0,1
2,17465,90,0,3,0,1
2,2313,81,0,3,0,0
2,10790,77,0,3,0,0
2,2156,17,0,3,0,0
2,140,87,0,3,0,0
1,12711,78,1,3,0,1
2,14590,17,0,3,1,0
1,20133,77,0,3,0,1
0,2306,90,0,3,0,0
2,1623,79,0,3,0,1
1,17681,90,0,3,0,0
1,13403,77,1,3,0,0
1,15582,77,1,3,0,0
0,21553,77,1,3,0,0
0,6028,17,0,3,0,0
1,3088,17,0,3,0,0
1,8044,17,1,3,0,0
1,9721,17,1,3,0,0
2,8126,90,0,3,0,0
2,17656,90,0,3,0,1
1,10797,58,0,3,0,1
2,407,87,0,3,0,0
2,10844,90,0,3,1,0
2,17731,90,0,3,1,0
1,12501,77,0,3,1,0
2,13534,69,0,3,1,0
1,22741,85,0,3,0,1
2,21516,93,0,3,1,0
2,21068,96,0,3,1,0
2,9412,69,0,3,1,0
1,1745,77,1,3,1,0
1,11465,77,1,3,0,0
2,20613,77,0,3,0,1
2,15902,69,0,3,1,0
2,8920,98,0,3,0,1
2,19652,86,0,3,0,1
1,6254,85,0,3,0,1
0,2250,77,0,3,1,0
0,14802,17,1,3,0,1
2,9440,53,0,3,0,0
2,12781,79,0,3,1,0
1,16551,77,1,3,1,0
1,11987,77,1,3,0,1
2,18608,77,0,3,0,1
2,22857,77,0,3,0,0
2,16975,77,0,3,1,0
2,18212,69,0,3,0,1
2,14670,77,0,3,0,1
2,19749,90,0,3,0,1
2,21069,78,0,3,0,1
2,3369,17,0,3,0,1
2,19156,77,1,2,0,1
0,11407,87,0,3,0,0
1,13168,96,0,3,0,0
1,14351,80,0,3,0,0
1,20112,17,1,3,0,0
1,7664,17,1,3,0,0
2,20766,88,0,3,0,0
1,19171,87,0,3,0,0
1,4252,17,0,3,0,0
1,11263,77,1,3,0,0
1,19139,17,1,3,0,0
1,10824,87,0,3,0,0
1,11615,90,1,3,0,0
1,18806,17,1,3,0,0
2,16314,17,1,3,0,0
1,14187,77,1,3,0,0
1,21138,77,1,3,0,0
2,21971,90,0,3,0,0
1,21901,87,0,3,0,0
1,19594,77,1,3,0,0
1,5239,17,1,3,0,0
1,17356,69,0,3,0,0
1,19414,17,1,3,0,0
1,3003,17,0,3,0,0
2,107,77,0,3,0,0
1,21022,77,0,3,0,0
2,5631,42,1,3,0,0
2,20112,90,0,3,0,0
2,743,87,0,3,1,0
2,7877,90,0,3,0,0
1,19986,77,1,3,0,0
0,10113,83,0,3,1,0
1,1297,17,0,3,1,0
0,22901,87,0,3,1,0
0,19728,17,0,3,1,0
1,8530,17,1,3,0,0
1,17675,17,1,3,1,0
1,10179,87,0,3,1,0
2,19001,90,0,3,1,0
0,21156,17,1,3,1,0
0,602,77,1,3,1,0
1,11848,17,1,3,0,0
2,5348,47,0,3,0,0
2,209,69,0,3,1,0
1,7599,17,1,3,0,0
2,19631,50,0,3,1,0
2,14375,80,0,3,0,0
0,499,87,0,3,1,0
2,17136,90,0,3,0,0
2,3636,85,0,3,1,0
0,19209,85,0,3,1,0
2,7772,90,0,3,1,0
2,13684,88,0,3,1,0
1,14572,85,0,3,1,0
2,19548,90,0,3,1,0
0,976,85,0,3,1,0
1,938,17,1,3,1,0
2,10664,85,0,3,1,0
1,20284,17,1,3,1,0
2,6045,73,0,3,0,0
2,18654,90,0,3,1,0
2,9619,52,0,3,1,0
1,21049,77,1,3,1,0
0,8806,90,0,3,1,0
2,17816,52,0,3,1,0
2,289,81,0,3,0,1
1,7064,77,1,3,1,0
2,1147,81,0,3,1,0
0,21215,77,0,3,1,0
0,4327,87,1,3,0,1
1,15469,85,0,3,1,0
1,4643,90,1,3,1,0
1,10591,17,0,3,0,1
0,13467,85,0,3,1,0
1,4998,69,0,3,0,1
2,3652,17,1,3,0,1
1,10113,87,0,3,1,0
1,2302,77,1,3,0,1
1,2185,87,1,3,1,0
2,2313,81,0,3,0,1
2,11223,81,0,3,0,1
2,11176,17,0,3,1,0
2,9565,73,0,3,0,1
2,8337,80,0,3,1,0
2,245,81,0,3,1,0
2,5621,88,0,3,0,1
0,18474,78,0,3,0,1
1,18364,90,1,3,0,1
2,1225,73,0,3,1,0
0,1765,65,0,3,0,1
2,8376,73,0,3,0,1
2,2831,80,0,3,0,1
1,8511,69,0,3,0,1
2,6971,81,0,3,0,1
1,3670,77,1,3,0,1
1,13577,90,1,3,0,1
1,11947,57,1,3,0,1
0,3216,15,0,3,0,1
2,198,81,0,3,0,1
2,5245,77,1,3,0,1
2,5235,69,0,3,0,1
1,11135,17,0,3,0,1
1,6254,73,0,3,0,1
2,629,50,0,3,0,1
2,21140,97,0,3,0,1
1,4998,87,0,3,0,1
2,5854,90,0,3,0,1
2,12391,52,0,3,0,1
1,9055,87,1,3,0,1
2,3994,81,0,3,0,1
2,8127,73,0,3,1,0
1,21761,85,0,3,0,1
0,6773,33,0,3,0,1
1,17576,77,0,3,0,1
1,504,17,1,3,1,0
2,9543,52,0,3,0,1
2,6211,88,0,3,0,1
2,18506,90,0,3,0,0
1,6851,81,0,3,0,1
2,15493,59,0,3,0,1
2,7089,96,0,3,0,1
1,18642,77,1,3,0,1
2,8504,79,0,3,1,0
1,9671,96,1,3,0,1
2,1575,73,0,3,0,1
1,15469,85,0,3,1,0
2,5912,90,0,3,0,1
2,15469,85,0,3,0,1
2,13990,50,0,3,0,1
2,19103,81,0,3,0,1
2,13798,50,0,3,0,1
2,8725,73,0,3,0,1
1,19273,77,0,3,0,1
2,20766,52,0,3,0,1
1,17639,77,1,3,0,1
1,20280,85,0,3,0,1
2,10240,59,0,3,0,1
1,13314,90,1,3,0,1
1,1298,87,1,3,0,1
2,3218,81,0,3,0,0
1,10620,77,1,3,0,1
0,6854,90,0,3,0,1
0,5411,87,1,3,0,1
1,9301,77,0,3,0,1
1,9002,39,0,3,0,1
2,13798,50,0,3,0,1
1,16889,15,1,3,0,1
1,1503,42,0,3,0,1
2,95,81,0,3,1,0
1,11972,88,0,3,0,1
2,3016,81,0,3,0,1
1,11972,90,0,3,0,1
0,19026,77,0,3,0,1
1,11950,87,1,3,0,1
1,10286,17,1,3,0,1
2,15293,59,0,3,0,1
1,2600,17,1,3,0,1
1,20245,17,0,3,0,1
2,449,1,0,3,0,1
1,12322,17,1,3,0,1
1,14845,85,0,3,0,1
0,12819,90,0,3,0,1
1,13457,17,0,3,0,1
1,10382,17,1,3,0,0
1,21838,95,0,3,0,1
2,15459,52,0,3,0,1
1,3470,77,1,3,0,1
1,19906,17,0,3,0,1
2,19526,77,0,3,0,1
0,17797,87,0,3,0,1
0,21012,87,1,3,0,1
1,12414,80,1,3,0,1
1,17403,17,0,3,0,1
1,17169,87,0,3,0,1
2,5717,52,0,3,0,0
1,9245,87,0,3,0,1
2,4165,90,0,3,0,1
2,10628,57,0,3,0,1
1,15229,77,1,3,0,0
0,4178,90,0,3,0,1
2,18702,90,0,3,0,1
0,1476,90,0,3,0,1
1,8481,77,0,3,0,0
2,15247,77,0,3,0,0
1,8463,77,1,3,0,0
1,18069,17,1,3,0,0
1,5353,69,0,3,0,1
2,12330,90,0,3,0,1
2,4165,90,0,3,0,1
1,8973,17,1,3,0,1
2,15322,87,0,3,0,1
1,1102,44,0,3,0,0
1,2270,17,1,3,0,0
0,6152,90,0,3,0,0
1,2393,87,1,3,0,0
1,824,77,1,3,0,1
2,22771,73,0,3,0,1
0,11426,96,0,3,0,0
1,15394,85,0,3,1,0
1,11829,87,0,3,0,0
1,4684,90,0,3,0,1
1,10790,90,0,3,0,1
1,5734,90,0,3,0,0
0,19619,87,0,3,0,0
1,6206,17,0,3,0,0
1,15973,17,0,3,0,0
1,11748,17,1,3,0,0
0,7783,90,0,3,0,0
0,4650,78,0,3,0,0
1,10351,57,0,3,0,0
1,7330,77,0,3,0,0
1,22101,77,0,3,0,0
1,21000,73,1,3,0,0
2,3920,69,0,3,1,0
2,6333,19,0,3,0,0
2,20534,50,0,3,0,1
1,19406,17,0,3,0,0
2,16311,81,0,3,0,1
2,19791,77,0,3,1,0
2,2273,88,0,3,1,0
2,1736,90,0,3,0,1
2,3038,81,0,3,0,1
2,5749,90,0,3,0,1
1,1752,87,0,3,1,0
2,5589,22,0,3,0,0
2,3278,78,0,3,0,1
1,7077,68,0,3,1,0
2,12028,90,0,3,0,1
0,4300,17,1,3,0,1
2,6855,98,0,3,1,0
0,5850,77,1,3,0,1
2,19983,90,0,3,0,1
2,19631,69,0,3,0,1
1,13601,68,0,3,0,1
2,20582,37,0,3,0,1
2,19266,68,0,3,0,1
0,14845,87,0,3,0,1
2,12128,69,0,3,0,1
2,12355,31,0,3,0,0
2,19126,38,0,3,0,1
2,3832,90,0,3,0,0
2,5137,90,0,3,0,1
1,14244,47,0,3,0,1
2,17263,73,0,3,0,1
1,19253,17,0,3,0,1
1,3146,17,1,3,1,0
2,1543,37,0,3,0,1
1,20652,17,1,3,0,0
1,3556,72,0,3,0,1
1,14676,17,1,3,0,1
1,648,17,1,3,0,1
0,8139,90,1,3,0,1
1,20220,85,0,3,1,0
1,15554,77,1,3,0,0
0,1915,85,0,3,1,0
2,16983,73,0,3,0,0
1,8022,77,1,3,0,1
1,752,73,1,3,0,1
2,21691,80,0,3,1,0
2,5304,90,0,3,0,1
2,16206,78,0,3,0,1
2,11017,22,0,3,0,0
2,14799,17,0,3,1,0
2,10615,81,0,3,0,1
1,3909,78,0,3,0,1
2,696,88,0,3,0,1
2,5477,17,0,3,0,1
2,17601,85,0,3,1,0
1,10627,87,1,3,0,1
2,17350,77,0,3,0,1
2,7544,90,0,3,0,1
1,18266,85,0,3,0,1
1,12504,85,0,3,0,1
1,898,85,0,3,0,1
0,19656,85,0,3,1,0
2,20838,17,0,3,1,0
1,4667,85,0,3,1,0
2,2834,17,0,3,1,0
2,1497,69,0,3,1,0
0,5990,85,0,3,1,0
1,11439,77,1,2,0,1
2,19463,88,0,3,0,1
2,16492,17,0,3,1,0
2,1765,65,0,3,0,1
1,18026,77,0,3,0,1
2,14587,77,0,1,0,0
2,10466,90,0,1,0,0
2,5029,77,0,2,1,0
1,898,85,0,3,1,0
1,1090,29,1,4,0,0
1,10578,87,1,4,0,1
2,3016,50,0,4,0,1
1,6738,17,1,3,0,0
2,17157,88,0,3,0,0
1,4784,17,1,3,0,0
0,5341,87,0,3,0,0
1,18205,17,0,3,0,0
1,3084,77,1,3,0,0
1,10323,87,0,3,0,0
1,14347,16,1,3,0,0
1,3644,17,1,3,0,0
2,4782,90,0,3,0,0
0,18467,17,1,3,0,0
1,15165,87,0,3,0,0
2,1295,90,0,3,0,0
1,1432,90,0,3,0,0
1,403,87,0,3,0,0
1,6445,77,1,3,0,0
2,17380,17,1,3,0,0
1,14072,17,1,3,0,0
1,20850,17,1,3,0,0
1,2667,87,0,3,0,0
1,5381,17,1,3,0,0
2,20359,17,0,3,0,0
2,7783,90,0,3,0,0
2,12948,90,0,3,0,0
2,7648,96,0,3,0,0
2,3609,19,0,3,1,0
1,7011,69,0,3,1,0
1,805,96,1,3,1,0
2,6220,59,0,3,1,0
1,12725,17,0,3,0,0
2,5290,59,0,3,1,0
0,20562,77,0,3,0,1
1,15493,59,0,3,1,0
1,15556,77,1,3,0,0
2,16317,17,0,2,0,1
2,10376,47,0,3,0,0
2,2912,90,0,3,0,0
1,5284,96,1,3,1,0
1,502,17,1,3,1,0
2,22702,90,0,3,0,0
2,20032,94,0,3,1,0
2,14834,90,0,3,1,0
2,3843,69,0,3,1,0
1,14728,17,1,3,1,0
2,12029,90,0,3,1,0
1,5085,75,1,3,1,0
2,22309,59,0,3,1,0
2,20882,90,0,3,1,0
1,5633,77,0,3,1,0
2,19463,88,0,3,1,0
0,241,88,0,3,1,0
1,15557,87,0,3,1,0
2,2218,90,0,3,0,0
1,20336,77,1,3,1,0
1,13066,83,0,4,0,1
2,11491,90,0,3,0,0
0,20431,17,1,3,1,0
1,2474,17,1,3,1,0
0,7128,58,0,3,1,0
1,4013,17,1,3,1,0
0,3838,77,1,3,1,0
2,4630,88,0,3,1,0
1,19184,77,1,3,1,0
1,17800,81,0,3,1,0
1,19155,17,0,3,1,0
2,5468,59,0,3,1,0
1,18497,41,0,3,1,0
1,4031,17,1,3,1,0
1,14236,90,1,3,1,0
1,564,17,1,3,0,0
1,12974,73,0,3,1,0
1,20105,58,0,3,1,0
1,545,90,0,3,1,0
2,2671,50,0,3,1,0
1,21040,87,1,3,1,0
0,12601,77,0,3,1,0
0,3228,88,0,3,0,1
1,7501,90,1,3,0,1
2,9708,38,0,3,1,0
2,17362,59,0,3,0,1
2,5074,88,0,3,1,0
2,2671,50,0,3,1,0
1,13393,17,1,3,0,1
1,4349,90,1,3,1,0
0,20038,41,0,3,0,0
2,1114,69,0,3,0,1
2,696,50,0,3,1,0
2,4578,19,0,3,1,0
0,17738,90,0,3,0,1
2,2720,69,0,3,0,1
2,8725,88,0,3,0,1
1,13810,90,0,3,1,0
0,17750,90,0,3,0,1
2,15965,59,0,3,1,0
2,14389,90,0,3,1,0
2,6333,89,0,3,0,1
2,4965,90,0,3,0,0
2,2079,81,0,3,0,1
2,2862,17,0,3,0,1
2,12695,77,0,3,0,1
1,1908,90,0,3,1,0
1,18374,90,1,3,0,1
2,1394,37,0,3,0,1
1,21378,87,0,3,0,0
1,17460,90,0,3,0,1
2,629,50,0,3,0,1
1,3953,87,0,3,1,0
2,287,50,0,3,0,1
1,6534,72,0,3,0,1
1,2932,77,0,3,0,1
2,8049,19,0,3,0,1
2,2210,52,0,3,0,1
2,3016,50,0,3,0,1
2,13152,52,0,3,0,1
0,11194,90,0,3,0,1
1,8722,69,0,3,0,1
0,5338,15,0,3,0,1
0,18162,17,1,3,0,1
2,7087,59,0,3,0,1
0,5562,90,0,3,0,1
1,4628,87,0,3,0,1
1,18318,80,1,3,0,1
1,18548,90,1,3,0,1
2,14093,59,0,3,0,1
1,111,57,0,3,0,1
2,7659,69,0,3,0,1
2,15459,39,0,3,0,1
2,21012,39,0,3,0,1
1,11683,96,1,3,0,1
2,1874,90,0,3,0,1
2,125,88,0,3,0,1
0,11475,77,0,3,0,1
1,15139,73,1,3,0,1
1,14406,77,1,3,0,1
2,12080,90,0,3,0,1
1,3658,17,1,3,0,1
2,752,50,0,3,0,1
1,2979,90,0,3,0,1
1,5093,77,0,3,0,1
2,7087,59,0,3,0,1
2,19021,50,0,3,0,1
1,9553,87,0,3,0,1
2,8801,73,1,3,1,0
2,1145,81,0,3,0,1
2,4365,59,0,3,0,1
2,1157,37,0,3,0,1
0,3218,81,0,3,0,1
2,20350,17,0,3,1,0
2,629,50,0,3,0,1
2,9331,87,0,3,0,1
0,19526,87,1,3,0,1
2,20534,50,0,3,0,1
0,7181,77,0,3,0,1
1,3416,17,1,3,0,1
1,5150,87,0,3,0,1
2,3016,50,0,3,0,1
1,18915,90,0,3,0,1
2,3347,88,0,3,0,1
2,670,39,0,3,0,1
2,5538,17,0,3,1,0
0,27,77,0,3,0,1
0,688,69,0,3,0,1
2,13255,73,0,3,0,1
2,22434,91,0,3,0,1
1,18884,87,0,3,0,1
0,4728,87,0,3,0,1
1,12219,77,1,3,0,1
1,15855,17,1,3,0,1
1,14651,90,0,3,0,1
1,15559,77,1,3,0,1
0,18606,77,1,3,0,1
2,8127,72,0,3,1,0
0,22591,77,1,3,0,1
2,1432,90,0,3,0,0
0,21438,41,0,3,1,0
2,713,77,1,3,0,1
1,20399,15,0,3,0,1
2,5606,96,1,3,0,1
1,16848,90,0,3,0,1
2,19963,50,0,3,0,1
2,17331,50,0,3,0,1
1,11506,87,0,3,0,1
2,5074,59,0,3,0,1
0,18602,78,0,3,0,1
2,19021,50,0,3,0,1
2,8618,59,0,3,0,1
2,17331,88,0,3,0,1
0,13594,17,0,3,0,1
2,1394,87,0,3,0,0
1,22849,90,1,3,0,1
2,4834,90,0,3,0,1
0,9589,39,0,3,0,1
2,4486,90,0,3,0,1
1,16213,87,0,3,0,1
1,18220,80,0,3,0,1
1,13799,77,1,3,0,1
2,4807,17,0,3,0,0
0,10566,87,1,3,0,1
1,20489,81,0,3,1,0
1,10704,90,0,3,0,1
2,4389,69,0,3,0,0
0,21137,77,0,3,0,0
1,11747,80,0,3,0,1
1,8879,96,0,3,0,0
2,18908,90,0,3,0,1
2,5626,90,0,3,0,1
2,5521,90,0,3,0,0
1,2934,90,0,3,0,1
2,5521,90,0,3,0,1
2,8722,73,0,3,0,0
1,11802,77,1,3,0,0
2,4216,73,0,3,0,1
2,1700,90,0,3,0,1
1,8934,98,0,3,0,0
1,3554,22,0,3,0,0
1,1,78,1,3,0,0
1,17891,15,0,3,0,0
2,909,90,0,3,0,1
0,19995,17,1,3,0,0
1,19986,17,1,3,0,0
1,19297,96,1,3,0,0
2,12552,90,0,3,0,0
1,13569,81,0,3,0,1
1,13990,73,0,3,0,0
1,19566,17,1,3,0,0
1,23077,31,0,3,0,0
1,20869,77,1,3,0,0
2,7597,90,0,3,0,0
0,1770,77,1,3,1,0
0,18604,17,1,3,0,0
2,76,69,0,3,0,0
2,1161,90,0,3,0,0
2,10709,22,0,3,0,0
2,2516,90,0,3,0,0
1,150,40,0,3,0,0
2,7129,90,0,3,0,0
2,13289,90,0,3,0,1
1,12341,69,0,3,0,0
2,2366,80,0,3,1,0
2,8713,90,0,3,0,1
2,9660,17,0,3,0,0
2,19588,90,0,3,1,0
2,209,88,0,3,0,1
1,13375,87,1,3,0,1
1,2292,77,1,3,0,1
2,209,50,0,3,0,1
2,10187,90,0,3,0,0
2,10663,77,0,3,0,1
2,10746,90,0,3,0,0
2,13065,90,0,3,0,1
2,11731,90,0,3,0,0
2,21326,77,0,3,0,0
2,10173,90,0,3,0,0
1,12899,69,0,3,0,0
1,16632,78,0,3,1,0
2,14687,90,0,3,0,1
2,19402,90,0,3,0,1
1,22440,57,0,3,0,1
2,22638,73,0,3,0,0
1,6118,77,0,3,0,1
0,8174,39,0,3,0,1
2,2523,79,0,3,0,1
2,20128,78,0,3,0,1
2,21882,77,0,3,0,1
2,6096,69,0,3,1,0
1,1248,47,0,3,0,1
2,13687,17,0,3,1,0
1,15207,77,1,3,1,0
2,3177,80,0,3,1,0
2,9468,90,0,3,0,0
2,21951,90,0,3,0,1
2,12041,96,0,3,1,0
1,14316,92,0,3,0,0
0,19011,90,1,3,0,1
1,11088,77,1,3,0,1
1,15785,90,0,3,0,0
1,15785,90,1,3,0,0
1,15785,90,0,3,0,0
2,12215,90,0,3,0,1
0,8272,90,0,3,0,1
2,19478,69,0,3,1,0
2,17540,78,0,3,0,1
2,573,73,0,3,0,1
2,8477,73,0,3,0,0
2,13029,90,0,3,0,0
2,2722,17,0,3,0,0
2,13445,90,0,3,0,1
1,15897,87,0,3,0,0
2,19522,59,0,3,0,1
1,446,87,0,3,1,0
2,22527,73,0,3,1,0
2,18095,31,0,3,0,1
2,10881,69,0,3,0,0
1,4549,17,0,3,0,0
0,22889,15,0,3,0,1
2,16731,90,0,3,0,1
1,17901,87,0,3,0,1
1,13773,17,0,3,1,0
2,2156,78,0,3,1,0
2,4545,90,0,3,0,1
1,3856,22,0,3,0,0
1,11668,92,0,3,0,0
2,4569,98,0,2,1,0
2,9835,72,0,2,0,1
2,12275,55,0,2,1,0
2,15096,77,0,3,1,0
2,14323,27,0,1,0,1
0,5443,77,0,1,0,0
2,16553,3,0,2,0,1
1,738,41,0,3,0,1
2,18934,73,0,3,0,1
2,632,81,0,1,1,0
1,19832,17,1,2,1,0
0,18123,17,0,3,0,1
1,4151,17,0,3,1,0
1,6015,87,0,3,0,0
1,1483,77,1,3,0,0
1,10822,96,1,3,0,0
0,1793,17,1,3,0,0
1,15654,78,1,3,0,0
0,20573,17,0,3,0,0
1,17631,77,0,3,0,0
1,18355,17,0,4,0,1
1,19910,90,1,4,1,0
0,20581,87,1,4,0,1
0,20196,90,0,4,0,0
2,11322,17,0,1,1,0
2,5235,77,0,2,0,0
1,4946,80,1,3,0,1
1,8917,62,1,3,1,0
2,21942,73,1,3,0,1
1,19224,77,1,3,0,0
1,11593,17,1,3,0,0
0,4197,73,0,3,0,1
1,19633,77,1,3,0,1
1,407,87,0,3,0,0
1,19144,17,1,3,0,0
1,8593,17,1,3,0,0
1,3017,47,0,3,0,0
1,10294,77,0,3,0,0
1,9646,87,0,3,0,0
1,8554,17,1,3,0,0
0,10905,90,0,3,0,0
1,7005,90,0,3,0,0
0,18530,17,0,3,0,0
1,4204,91,0,3,0,0
2,5496,90,0,3,0,0
1,18052,17,1,4,0,1
0,11422,15,0,3,0,0
1,3965,17,1,3,0,0
1,21868,77,0,3,0,0
2,384,44,0,3,0,0
1,2936,17,1,3,0,0
1,19984,77,0,3,0,0
1,21863,78,1,3,0,0
0,22841,90,0,3,0,0
1,21964,77,0,3,0,0
2,1242,88,0,3,0,0
2,1012,22,0,3,0,0
1,4487,90,1,3,0,0
2,3920,96,0,3,0,0
1,9493,17,0,3,0,0
1,7930,17,1,3,0,0
1,17915,77,0,3,0,0
1,19297,77,0,3,0,0
1,4025,17,1,3,0,0
0,3642,90,0,3,0,0
1,3024,87,0,3,0,0
0,20419,77,0,3,0,0
1,12170,77,1,3,0,0
1,15712,17,1,3,0,0
1,16057,90,0,3,0,0
2,109,17,0,3,0,0
2,5698,88,0,3,0,0
1,19885,75,0,3,0,0
2,12988,90,0,3,0,0
1,2338,77,1,3,0,0
2,18052,73,0,3,0,0
1,15241,57,0,3,0,0
0,22516,87,0,3,0,0
2,1997,17,0,3,1,0
1,6327,17,1,3,1,0
2,12046,90,0,3,0,0
1,6406,17,0,3,1,0
1,4999,90,1,3,0,0
2,3001,77,0,3,0,0
2,20395,17,0,3,1,0
0,15458,15,1,3,1,0
1,20962,17,1,3,0,0
2,9791,50,0,3,0,0
2,2036,59,0,3,1,0
2,407,22,0,3,0,0
1,22121,77,1,3,1,0
0,12814,17,0,3,1,0
1,22591,77,1,3,0,0
1,198,73,0,3,1,0
1,9293,77,1,3,1,0
2,12329,78,0,3,1,0
2,3488,91,0,3,0,0
0,12228,17,1,3,1,0
1,4422,77,1,3,1,0
1,16936,77,1,3,1,0
1,15344,87,1,3,1,0
1,17683,77,1,3,1,0
0,18719,69,0,3,1,0
2,14530,90,0,3,1,0
2,349,59,0,3,1,0
2,4630,59,0,3,1,0
1,4486,17,1,3,1,0
2,3994,19,0,3,1,0
2,19631,50,0,3,1,0
1,16381,17,1,3,1,0
0,17833,17,1,3,0,0
2,10524,90,0,3,0,0
1,6984,90,1,3,0,0
1,12444,17,0,3,1,0
2,17403,17,1,3,1,0
2,11683,77,1,3,1,0
0,12475,78,0,3,1,0
0,17816,17,0,3,1,0
0,71,69,0,3,1,0
2,9619,52,0,3,1,0
2,752,69,0,3,1,0
1,15756,90,0,3,0,1
1,8092,29,1,3,0,1
1,20035,17,1,3,1,0
0,2561,15,0,3,1,0
0,21798,87,0,3,1,0
0,6640,87,0,3,0,1
1,21115,77,1,3,1,0
2,19518,39,0,3,0,1
2,19074,90,0,3,0,0
2,6911,73,0,3,1,0
2,10681,69,0,3,0,1
2,3087,87,0,3,0,1
1,18773,87,0,3,0,1
1,19911,90,0,3,1,0
2,4313,69,0,3,0,1
2,1697,81,0,3,0,1
1,14957,17,1,3,0,0
0,22757,78,0,3,0,1
2,6750,52,0,3,0,1
2,14857,77,1,3,0,0
2,3016,50,0,3,0,1
2,17378,17,1,3,1,0
1,12790,69,0,3,0,1
1,4898,41,0,3,0,1
2,18311,72,0,3,1,0
0,22954,87,0,3,0,1
1,7248,86,0,3,0,1
1,17577,87,0,3,0,1
2,1135,73,0,3,0,1
2,13379,50,0,3,0,1
0,4829,90,0,3,0,1
2,5245,52,0,3,0,1
1,21378,87,0,3,0,1
2,6803,81,0,3,0,1
2,752,50,0,3,0,1
1,3817,90,0,3,0,1
1,5893,77,0,3,0,1
1,14417,90,0,3,0,1
2,6533,50,0,3,0,1
0,13451,90,0,3,0,1
2,2368,81,0,3,0,1
1,9145,90,0,3,0,1
0,22289,78,1,3,0,1
2,6744,90,0,3,0,1
1,3024,22,0,3,0,0
1,14111,77,0,3,0,1
2,13684,90,0,3,1,0
1,18903,90,0,3,0,1
1,985,45,0,3,0,1
2,682,96,0,3,0,1
1,16002,17,1,3,0,1
2,629,88,0,3,1,0
1,10738,88,0,3,0,1
2,11729,90,0,3,1,0
2,11729,90,0,3,1,0
2,7653,90,0,3,0,1
2,1533,69,0,3,0,1
1,15049,17,0,3,0,1
0,10861,77,1,3,0,1
2,19977,50,0,3,0,1
2,18666,17,1,3,0,1
2,3085,19,0,3,1,0
1,568,71,0,3,0,1
2,443,81,0,3,1,0
1,16951,17,0,3,0,1
1,12697,78,1,3,1,0
2,15293,59,0,3,0,1
2,18662,69,0,3,0,1
2,289,81,0,3,0,1
2,682,69,0,3,0,1
2,4693,15,0,3,0,1
1,22211,87,0,3,0,1
1,17805,17,1,3,0,1
0,5742,17,1,3,0,1
1,22591,77,1,3,0,1
1,21784,77,1,3,0,1
1,274,32,0,3,0,1
1,19998,73,0,3,0,1
0,7214,23,0,3,0,1
1,2015,90,0,3,0,1
1,7257,17,1,3,0,1
1,18615,87,1,3,0,0
2,3819,81,0,3,0,1
0,2011,80,0,3,0,1
2,10869,87,0,3,0,1
1,14912,90,1,3,0,1
1,18548,87,0,3,0,1
2,5413,77,1,3,0,1
0,3584,17,0,3,0,1
1,6407,15,0,3,0,0
1,16143,17,1,3,0,1
1,1600,90,1,3,0,1
0,15141,90,0,3,0,1
0,13579,90,0,3,0,0
0,21235,90,0,3,0,1
2,5245,88,0,3,0,1
1,16225,87,1,3,0,1
2,2331,62,0,3,0,0
1,13127,17,1,3,0,1
2,2076,57,0,3,0,1
2,17109,87,0,3,0,1
0,11715,87,0,3,0,1
0,2632,90,0,3,0,1
0,6730,90,0,3,0,1
2,11289,17,0,3,0,1
2,5291,39,0,3,0,0
2,4185,52,0,3,0,1
1,1207,90,0,3,0,1
0,11192,61,1,3,0,1
0,21168,80,0,3,0,1
0,11157,78,0,3,0,1
1,11166,39,0,3,0,1
1,14912,87,1,3,0,1
0,12202,69,0,3,0,1
0,9115,17,1,3,0,1
2,3016,88,0,3,0,1
2,6854,90,0,3,0,1
1,11655,57,1,3,0,0
1,19932,17,1,3,0,0
2,20766,88,0,3,0,1
2,17553,78,0,3,0,1
1,12689,87,0,3,0,1
1,11580,77,1,3,0,0
1,9726,17,0,3,0,1
1,18596,17,1,3,0,1
1,18776,77,1,3,0,0
2,20534,50,0,3,0,1
2,19631,69,0,3,0,1
0,17040,17,1,3,0,1
2,16464,90,0,3,0,0
1,3319,78,0,3,0,0
1,16693,77,1,3,0,1
1,18783,90,1,3,0,0
2,17114,59,0,3,0,1
1,2935,17,1,3,0,0
2,4185,39,0,3,0,0
1,16100,77,1,3,0,0
0,15102,90,0,3,0,0
1,9141,80,0,3,0,0
1,17568,73,0,3,0,0
2,6220,59,0,3,0,0
1,11584,87,1,3,0,0
1,629,87,0,3,0,0
1,12883,17,1,3,0,0
1,16302,17,0,3,0,1
1,17931,77,1,3,0,1
2,8820,90,0,3,0,0
1,14208,17,0,3,0,0
1,2709,90,1,3,0,0
0,13961,90,0,3,0,0
1,22473,77,1,3,0,1
1,18178,90,0,3,0,0
2,16464,90,0,3,0,0
1,16230,77,0,3,0,1
