Primary Type,Block,Location Description,Domestic,month,day,Period_1,Period_2
3,20399,123,0,2,27,0,1
3,14934,115,0,1,29,0,1
2,19942,100,0,3,4,0,1
2,19561,103,0,3,4,1,0
2,13529,100,0,3,4,1,0
2,4626,123,0,3,6,0,1
1,4656,115,0,2,2,0,1
1,14076,115,0,7,3,0,1
1,5814,115,0,9,3,0,1
0,18478,17,0,8,23,0,0
0,18478,17,0,8,23,0,0
0,18478,17,0,8,23,0,0
2,19648,103,0,9,7,0,0
3,7883,103,0,9,7,0,0
2,18383,15,0,9,7,0,0
3,5402,58,0,9,7,0,0
3,3334,43,0,9,7,0,0
1,1585,115,0,9,7,0,0
3,1030,101,0,9,7,0,0
3,19754,67,1,9,7,0,0
2,1466,112,0,9,7,0,0
1,20598,115,0,9,7,0,0
3,19857,2,0,9,7,0,0
3,19857,2,0,9,7,0,0
3,16989,115,0,9,7,0,0
3,14904,115,0,9,7,0,0
3,9091,115,0,9,7,1,0
3,13715,115,0,9,7,1,0
3,594,39,0,9,7,1,0
3,4460,115,0,9,7,0,0
3,594,49,0,9,7,1,0
2,2125,112,0,9,7,1,0
3,12663,115,0,9,7,1,0
3,18059,115,0,9,7,0,0
3,8027,93,0,9,7,1,0
2,13326,86,0,9,7,0,0
3,3008,115,0,9,7,1,0
1,9568,115,0,9,7,1,0
3,17210,46,0,9,7,1,0
2,3978,123,0,9,7,1,0
2,17057,15,0,9,7,1,0
3,11564,57,0,9,7,0,0
3,8669,115,0,9,7,1,0
3,3076,100,0,9,7,0,0
3,1025,115,0,9,7,1,0
3,10410,46,0,9,7,1,0
2,13949,111,0,9,7,1,0
2,2771,112,0,9,7,1,0
3,4232,112,0,9,7,1,0
3,13263,101,0,9,7,1,0
3,2657,123,0,9,7,1,0
3,2161,104,0,9,7,0,1
2,5948,112,0,9,7,0,1
3,18759,115,0,9,7,1,0
2,5324,112,0,9,7,1,0
3,8531,115,0,9,7,1,0
3,3827,113,0,9,7,1,0
3,8065,115,0,9,7,1,0
3,1704,115,0,9,7,1,0
3,4611,115,0,9,7,0,1
2,12525,115,0,9,7,1,0
2,3928,103,0,9,7,1,0
3,17658,88,0,9,7,0,1
2,254,17,0,9,7,0,1
1,12066,15,0,9,7,0,1
3,20689,46,0,9,7,1,0
2,2217,115,0,9,7,0,1
3,7460,91,0,9,7,1,0
3,1402,104,0,9,7,1,0
3,10512,58,0,9,7,0,1
3,41,46,0,9,7,0,1
3,12352,115,0,9,7,0,1
3,6723,103,0,9,7,0,1
2,2450,103,0,9,7,0,1
3,10835,103,0,9,7,0,1
3,383,113,0,9,7,0,1
3,1295,104,0,9,7,0,1
3,4127,100,0,9,7,0,1
1,846,115,0,9,7,1,0
1,13273,115,0,9,7,0,1
3,17891,115,0,9,7,0,1
1,1244,76,0,9,7,0,1
3,4906,70,0,9,7,0,1
3,5747,70,0,9,7,0,1
3,9588,88,0,9,7,0,1
2,3385,103,0,9,7,0,1
3,14017,70,0,9,7,0,1
3,493,55,0,9,7,0,1
3,14609,115,0,9,7,0,1
3,3690,41,0,9,7,0,1
3,2516,50,0,9,7,1,0
3,15188,112,0,9,7,0,1
3,972,104,0,9,7,0,1
3,4426,93,0,9,7,1,0
3,8724,93,0,9,7,0,1
3,9208,115,0,9,7,0,0
1,4535,115,0,9,7,1,0
3,6569,115,0,9,7,0,0
1,17965,111,0,9,7,0,1
3,2266,70,0,9,7,0,1
3,8091,115,0,9,7,1,0
3,17084,112,1,9,7,0,1
3,17846,61,0,9,7,0,0
3,3684,113,0,9,7,0,1
3,12180,113,0,9,7,0,1
3,13291,112,0,9,7,0,1
2,3150,115,0,9,7,0,1
3,2306,17,0,9,7,1,0
3,14209,88,0,9,7,1,0
3,266,104,0,9,7,0,1
3,9010,113,0,9,7,0,1
3,1381,104,0,9,7,0,1
3,925,115,0,9,7,0,1
2,10042,112,0,9,7,0,1
1,10102,115,0,9,7,1,0
3,4434,101,0,9,7,0,1
3,6165,101,0,9,7,0,1
1,7670,93,0,9,7,0,1
1,411,115,0,9,7,1,0
3,5222,88,0,9,7,0,1
2,11477,112,0,9,7,0,1
3,8021,67,0,9,7,0,1
3,11124,17,0,9,7,0,1
3,3720,52,0,9,7,0,1
3,3628,112,0,9,7,0,1
3,529,115,0,9,7,1,0
3,8103,115,0,9,7,0,1
2,11443,88,0,9,7,0,0
3,17811,115,0,9,7,0,1
2,7633,112,0,9,7,0,0
2,12164,115,0,9,7,0,0
3,13222,112,0,9,7,0,1
3,2899,115,0,9,7,0,0
3,7945,103,0,9,7,0,1
3,14096,19,0,9,7,0,1
3,9011,115,0,9,7,0,1
3,5432,19,0,9,7,0,0
3,5433,93,0,9,7,0,1
3,6647,93,0,9,7,0,1
1,20554,115,0,9,7,0,0
1,636,93,0,9,7,1,0
1,3172,115,0,9,7,0,1
3,15156,6,0,9,7,1,0
3,7391,23,0,9,7,0,0
3,17846,93,0,9,7,1,0
1,14790,67,0,9,7,0,0
3,9156,117,0,9,7,0,1
3,4937,115,0,9,7,0,0
3,10523,115,0,9,7,0,0
3,6818,115,0,9,7,0,0
3,2341,93,0,9,7,0,0
3,20085,115,0,9,7,0,1
1,14529,115,0,9,7,0,1
1,15652,115,0,9,7,0,1
1,12400,115,0,9,7,0,1
3,15560,115,0,9,7,0,1
3,11655,58,0,9,7,1,0
1,14345,115,0,9,7,0,1
3,15636,115,0,9,7,1,0
3,12857,102,0,9,7,0,1
3,19560,93,0,9,7,0,1
3,20912,41,0,9,7,1,0
3,4686,55,0,9,7,0,1
1,20478,115,0,9,7,0,0
3,3835,115,0,9,7,1,0
3,20111,123,0,9,7,0,1
3,11190,115,0,9,7,0,0
3,14897,93,0,9,7,0,1
3,6391,115,0,9,7,0,1
3,1552,115,0,9,7,0,0
3,10769,115,0,9,7,0,0
3,554,115,0,9,7,0,0
3,15795,101,0,9,7,1,0
1,15080,112,0,9,7,0,1
3,8907,100,0,9,7,0,1
3,4466,115,0,9,7,1,0
3,8390,118,0,9,7,0,0
3,2779,112,0,9,7,0,0
1,2027,93,0,9,7,1,0
1,2027,93,0,9,7,1,0
1,2638,93,0,9,7,0,1
3,14384,115,0,9,7,0,1
3,126,104,0,9,7,0,1
3,1561,88,0,9,7,0,1
3,14460,115,0,9,7,0,0
3,7711,115,0,9,7,0,1
3,8309,17,0,9,7,1,0
3,11707,103,0,9,7,0,1
3,15278,93,0,9,7,1,0
3,15187,88,0,9,7,1,0
3,5219,123,0,9,7,0,0
3,224,19,0,9,7,0,1
3,6081,115,0,9,7,0,1
3,16630,120,0,9,7,1,0
3,14278,101,0,9,7,1,0
3,594,55,0,9,7,0,1
3,18959,115,0,6,5,1,0
3,19685,110,0,6,18,0,1
3,2026,115,0,8,26,1,0
3,20231,100,0,5,28,1,0
3,742,17,0,8,8,0,0
3,19855,100,0,4,13,1,0
3,19857,1,0,8,4,1,0
3,755,100,0,5,31,1,0
0,12282,115,0,9,7,0,0
3,14645,70,0,6,30,1,0
3,7203,113,0,8,16,1,0
3,13075,100,0,8,26,0,1
1,4778,115,0,8,31,0,1
3,419,10,0,8,31,0,0
3,2844,19,0,9,5,1,0
3,8309,100,0,9,7,1,0
1,14799,93,0,9,7,0,1
1,4522,115,0,8,30,0,1
3,4469,15,0,8,22,1,0
2,266,93,0,3,25,0,1
3,13458,123,0,9,2,1,0
3,8088,88,0,8,27,0,1
3,988,115,0,8,17,0,1
3,17539,104,0,9,6,0,1
3,7230,40,0,9,1,0,0
3,5419,123,0,9,7,0,1
3,123,19,0,9,1,0,1
3,9847,15,0,9,2,0,0
3,7219,88,0,9,4,1,0
3,3911,17,0,9,5,1,0
3,3290,17,0,9,7,1,0
3,16452,115,0,9,6,0,1
3,12724,17,0,8,25,1,0
3,8095,100,0,9,6,0,0
3,3827,55,0,9,7,0,1
3,15863,88,0,9,7,0,0
1,10652,115,0,9,5,0,1
3,13845,17,0,9,7,1,0
3,2654,6,0,8,18,0,0
3,10389,100,0,8,26,0,1
3,1743,103,0,8,30,0,0
3,2319,123,0,9,1,1,0
3,2774,115,0,8,27,0,0
3,11439,100,0,9,7,0,1
3,3381,102,0,8,26,1,0
3,361,100,0,8,18,0,1
3,15572,100,0,8,29,0,1
3,20493,103,0,9,7,0,1
3,4132,115,0,9,4,0,1
3,14061,100,0,8,16,1,0
3,20493,57,0,9,7,0,1
3,2849,88,0,9,1,0,0
3,17739,17,0,8,29,1,0
3,10450,103,0,9,6,0,1
3,3407,84,0,9,2,1,0
3,7426,104,0,9,1,1,0
3,1726,100,0,9,5,1,0
3,7046,123,0,9,7,0,1
3,9681,115,0,9,4,0,0
1,7330,115,0,8,24,1,0
3,3257,17,0,8,23,0,1
3,9904,103,0,9,1,0,0
3,2640,88,0,9,5,1,0
3,16555,115,0,8,23,0,0
3,18781,113,0,9,7,1,0
3,419,2,0,9,6,0,1
3,14106,115,0,4,2,0,0
3,1011,17,1,9,5,1,0
3,4614,100,0,8,22,1,0
3,7273,115,0,8,23,0,1
3,10630,70,0,9,7,0,1
3,20053,103,0,8,30,0,1
1,10515,115,0,9,4,0,0
3,8517,115,1,8,30,0,1
3,6366,17,0,8,25,0,0
3,18183,17,1,9,1,0,0
1,16408,115,0,9,7,1,0
1,17786,100,0,8,29,0,0
3,3690,113,0,9,4,1,0
3,1071,88,0,8,27,1,0
3,5704,101,0,8,31,0,1
3,8954,115,0,9,4,0,0
3,7992,100,0,9,2,0,1
3,18338,100,0,9,7,1,0
1,14533,93,0,9,4,1,0
3,419,10,0,8,17,0,0
3,419,7,0,8,17,0,0
2,2152,112,0,9,8,0,0
2,8567,17,0,3,15,1,0
1,14849,115,0,9,8,0,0
3,15867,100,1,9,8,0,0
3,17441,67,0,9,8,0,0
3,10857,115,0,9,8,0,0
2,11249,112,0,9,8,1,0
3,10036,115,0,9,8,1,0
3,13901,115,0,9,8,0,0
3,1681,115,0,9,8,1,0
3,15728,115,0,9,8,0,0
2,2477,112,0,9,8,1,0
3,8436,115,0,9,8,1,0
3,2231,39,0,9,8,1,0
3,3290,31,0,9,8,1,0
2,1310,91,0,9,8,1,0
3,17914,17,1,9,8,1,0
3,11666,115,0,9,8,0,0
2,11454,112,0,9,8,1,0
3,17640,101,0,9,8,1,0
3,9774,112,0,9,8,1,0
3,17904,70,0,9,8,1,0
2,12462,112,0,9,8,1,0
3,11545,100,0,9,8,1,0
3,1874,88,0,9,8,1,0
3,4878,113,0,9,8,1,0
3,13804,91,0,9,8,1,0
3,2539,76,0,9,8,1,0
3,17997,57,0,9,8,1,0
1,511,115,0,9,8,1,0
2,13051,15,0,9,8,1,0
3,20868,17,0,9,8,0,1
3,12945,113,0,9,8,1,0
2,650,112,0,9,8,1,0
2,18630,115,0,9,8,1,0
3,20546,113,0,9,8,0,1
3,6473,17,0,9,8,1,0
3,8310,113,0,9,8,0,1
3,962,104,0,9,8,1,0
3,14172,67,0,9,8,0,1
1,5278,103,0,9,8,1,0
3,2547,104,0,9,8,1,0
3,15778,115,0,9,8,1,0
3,17329,67,0,9,8,0,1
2,1112,112,0,9,8,1,0
3,599,104,0,9,8,1,0
3,4891,113,0,9,8,1,0
3,15660,70,0,9,8,1,0
3,6749,115,0,9,8,0,1
3,836,104,0,9,8,0,1
3,511,112,0,9,8,1,0
3,6036,19,0,9,8,1,0
3,6036,19,0,9,8,1,0
3,6366,54,0,9,8,1,0
1,3012,115,1,9,8,1,0
3,1135,112,0,9,8,1,0
2,2608,115,0,9,8,0,1
3,564,100,0,9,8,0,1
3,2960,113,0,9,8,0,1
3,3688,113,0,9,8,0,1
3,594,55,0,9,8,1,0
3,4052,93,0,9,8,0,1
2,10154,93,0,9,8,0,1
2,1324,100,0,9,8,1,0
3,13011,93,0,9,8,1,0
3,18373,55,0,9,8,0,1
1,4888,41,0,9,8,1,0
3,15673,93,0,9,8,1,0
3,12734,91,0,9,8,0,1
1,2146,115,0,9,8,0,1
2,1890,115,0,9,8,0,1
3,9794,55,0,9,8,0,1
3,8065,115,0,9,8,0,1
3,12828,93,0,9,8,0,0
1,9512,115,0,9,8,0,1
3,5658,113,0,9,8,0,1
3,594,55,0,9,8,0,1
3,16532,113,0,9,8,1,0
3,3955,15,0,9,8,0,0
3,7230,88,0,9,8,0,1
3,661,113,0,9,8,0,1
3,18898,115,0,9,8,0,1
2,17213,112,0,9,8,0,1
3,7189,123,0,9,8,0,0
3,12957,58,0,9,8,0,1
3,123,76,0,9,8,0,1
3,16922,46,0,9,8,1,0
3,15673,93,0,9,8,1,0
2,3049,112,0,9,8,0,1
3,6199,50,0,9,8,0,1
3,2621,15,0,9,8,1,0
3,11715,91,0,9,8,0,1
3,4426,93,0,9,8,0,1
3,14168,100,0,9,8,1,0
1,2184,115,0,9,8,0,1
3,15969,100,0,9,8,0,1
3,10385,102,0,9,8,1,0
3,493,113,0,9,8,0,1
3,2960,55,0,9,8,0,1
3,6359,41,0,9,8,0,1
3,8820,91,0,9,8,0,1
3,2802,104,0,9,8,1,0
3,793,120,0,9,8,0,0
2,4695,115,0,9,8,0,0
2,4303,112,0,9,8,0,1
3,20820,93,0,9,8,0,1
3,15539,115,0,9,8,0,0
3,13525,19,0,9,8,0,1
3,1078,115,0,9,8,0,1
3,3261,55,0,9,8,0,1
3,5058,115,0,9,8,0,1
3,1604,52,0,9,8,0,1
3,9897,58,0,9,8,0,1
3,10492,17,0,9,8,1,0
2,5666,15,0,9,8,0,0
2,20483,100,0,9,8,0,1
3,5754,17,1,9,8,0,1
3,13525,19,0,9,8,0,1
3,10763,115,0,9,8,1,0
3,1979,115,0,9,8,0,0
3,6528,88,0,9,8,0,1
1,20572,115,0,9,8,0,0
3,5748,115,0,9,8,0,1
3,380,17,0,9,8,0,1
2,9768,91,0,9,8,0,0
3,7426,19,0,9,8,0,1
3,13525,19,0,9,8,0,1
3,4888,115,0,9,8,0,1
3,17789,93,0,9,8,0,1
2,9951,15,0,9,8,0,0
3,7972,115,0,9,8,0,0
1,16897,15,0,9,8,0,0
3,12963,67,0,9,8,0,0
1,13319,100,0,9,8,0,1
3,3387,104,0,9,8,0,0
3,7171,115,0,9,8,0,0
3,930,88,0,9,8,0,0
3,2038,76,0,9,8,0,0
3,14980,115,0,9,8,0,0
3,10939,57,0,9,8,0,0
1,12365,115,0,9,8,0,0
3,2222,115,0,9,8,0,1
3,19903,100,1,9,8,0,1
1,11806,115,0,9,8,0,1
3,18837,93,0,9,8,1,0
3,2673,115,0,9,8,0,0
3,13091,103,0,9,8,0,0
1,14507,100,0,9,8,0,1
1,16875,57,0,9,8,0,1
1,14133,115,0,9,8,0,1
3,20352,115,0,9,8,0,0
3,7346,100,0,9,8,0,1
1,2406,115,0,9,8,0,1
1,3891,101,0,9,8,0,0
3,879,115,0,9,8,0,1
1,13165,115,0,9,8,0,1
3,2641,88,0,9,8,1,0
3,8214,115,0,9,8,0,1
3,2659,100,0,9,8,1,0
1,2254,115,0,9,8,0,0
3,5241,115,0,9,8,0,0
3,3079,88,0,8,11,0,1
3,17418,115,0,9,8,1,0
3,4955,15,0,9,8,0,1
3,4900,115,0,9,8,0,1
3,4541,17,0,9,8,1,0
3,19053,115,0,9,8,0,0
3,14041,113,0,9,8,0,1
1,13436,34,0,9,8,0,0
3,7643,113,0,9,8,0,1
1,10708,115,0,9,8,0,0
3,6895,101,0,9,8,0,1
3,13938,115,0,9,8,0,1
1,1764,115,0,9,8,0,1
1,12025,123,0,9,8,0,1
3,3906,67,0,9,8,0,1
3,17238,103,0,9,8,1,0
3,8051,102,0,9,8,0,1
3,6387,123,0,9,8,0,0
3,7932,115,0,9,8,0,0
3,5601,102,0,9,8,0,0
3,12772,93,0,9,8,0,0
1,17266,93,0,9,8,0,1
1,13185,115,0,9,8,0,0
3,621,104,0,9,8,1,0
3,17024,17,0,9,8,0,1
3,5689,17,0,9,8,0,0
1,4725,115,0,9,8,0,1
3,14329,100,0,9,8,0,1
3,3709,100,0,9,8,0,0
3,597,115,0,9,8,0,1
3,129,115,0,9,8,0,0
3,11734,115,0,9,8,0,0
3,18949,113,0,9,8,0,0
3,858,76,0,9,8,1,0
3,188,88,0,9,8,0,1
3,275,115,0,9,8,0,1
3,914,112,0,9,8,1,0
3,12288,55,0,9,8,0,0
3,858,58,0,9,8,0,1
1,3592,115,0,9,8,0,1
3,8046,17,0,9,8,1,0
1,6298,115,0,9,8,0,0
3,19978,123,0,9,8,0,1
3,1585,43,0,9,8,0,1
3,10792,43,0,9,8,0,0
3,20027,100,0,9,8,0,0
3,3824,115,0,9,8,0,0
1,7675,115,0,9,8,0,0
3,7769,115,0,9,8,0,1
3,11921,103,0,9,8,1,0
1,3429,115,0,9,8,1,0
3,12527,115,0,9,8,0,0
3,10621,88,0,9,8,1,0
3,12976,115,0,9,8,0,0
3,4400,101,0,9,8,0,1
3,6732,115,0,9,8,0,1
3,8937,101,0,9,8,0,0
3,8130,115,0,9,8,0,1
3,2495,102,0,9,8,0,0
3,4954,13,0,9,8,1,0
3,2526,115,0,9,8,0,0
1,13720,115,0,9,8,0,1
3,3904,112,0,9,8,0,1
1,1273,93,0,9,8,0,1
3,15964,115,0,9,8,0,1
3,20027,103,0,9,8,1,0
3,16227,115,0,9,8,0,0
3,3040,115,0,9,8,0,1
3,18781,113,0,9,8,0,1
3,10427,115,0,9,8,0,0
3,4097,101,0,9,8,1,0
3,3851,103,0,9,8,0,0
3,8680,17,0,9,8,0,1
3,2452,115,0,9,8,0,1
3,8251,101,0,9,8,1,0
1,10196,115,0,9,8,0,1
3,673,100,0,9,8,0,1
1,6637,115,0,9,8,0,0
3,16396,100,0,8,14,1,0
3,18761,41,0,8,18,0,0
3,3330,88,0,7,31,1,0
3,15009,100,0,5,1,0,0
3,8713,100,1,6,22,0,1
3,1797,100,0,8,5,1,0
3,11747,115,0,7,3,0,0
1,17033,115,0,9,9,0,0
3,13311,102,0,9,9,0,0
2,1089,100,0,3,6,1,0
0,893,21,0,9,8,0,1
3,19363,115,0,9,9,0,0
3,12981,100,0,9,9,0,0
3,3904,43,0,9,9,0,0
2,1878,115,0,9,9,0,0
3,230,10,0,9,9,0,0
3,9604,37,0,8,15,1,0
2,455,100,0,3,26,0,1
3,20090,100,0,8,11,1,0
1,10946,115,0,9,2,0,1
1,783,88,0,9,5,0,0
3,419,10,0,9,7,0,0
3,11184,115,0,9,9,0,0
3,15543,115,0,9,9,0,0
3,6050,88,0,9,9,0,0
1,11909,115,0,9,9,0,0
3,14618,115,0,9,9,0,0
3,10977,67,0,9,9,1,0
3,10474,57,0,9,9,0,0
2,2228,112,0,9,9,1,0
3,7298,104,0,9,9,1,0
1,3968,115,0,9,9,0,0
3,9667,40,0,9,9,1,0
3,131,52,0,9,9,0,0
3,13091,115,0,9,9,0,0
2,5183,115,0,9,9,1,0
2,3711,103,0,9,9,1,0
3,3722,113,0,9,9,1,0
2,886,112,0,9,9,1,0
2,11947,115,0,9,9,1,0
2,10194,115,0,9,9,1,0
3,9588,19,0,9,9,1,0
2,15650,115,0,9,9,1,0
3,19309,115,0,9,9,0,0
3,11545,115,0,9,9,1,0
2,11658,112,0,9,9,1,0
3,9424,55,0,9,9,1,0
3,16520,93,0,9,9,1,0
1,6065,115,0,9,9,1,0
2,2771,112,0,9,9,1,0
3,4052,113,0,9,9,1,0
1,2195,115,0,9,9,0,0
3,7468,115,0,9,9,1,0
3,4906,43,0,9,9,0,1
3,10052,15,0,9,9,1,0
1,2135,115,0,9,9,0,0
3,18965,17,0,9,9,1,0
2,14106,112,0,9,9,1,0
1,12678,115,0,9,9,1,0
3,5839,19,0,9,9,1,0
3,994,100,1,9,9,0,1
3,2634,88,0,9,9,1,0
1,18896,115,0,9,9,0,1
3,11375,113,0,9,9,0,1
3,12852,55,0,9,9,1,0
3,9188,78,0,9,9,1,0
3,8025,115,0,9,9,0,0
1,17849,115,0,9,9,1,0
3,9107,70,0,9,9,0,1
3,2467,115,0,9,9,1,0
3,10052,15,0,9,9,1,0
3,154,104,0,9,9,1,0
3,4426,93,0,9,9,1,0
2,9813,93,0,9,9,1,0
2,288,100,0,9,9,1,0
3,11466,67,0,9,9,1,0
3,7812,70,0,9,9,0,1
3,5237,103,0,9,9,0,0
3,12945,113,0,9,9,1,0
2,5470,0,0,9,9,0,1
3,13078,101,0,9,9,0,1
3,131,50,0,9,9,0,1
3,1085,104,0,9,9,1,0
3,2341,104,0,9,9,0,1
3,4426,115,0,9,9,0,1
3,7426,93,0,9,9,0,1
3,7299,100,0,9,9,0,1
3,594,55,0,9,9,0,1
3,15075,41,0,9,9,0,1
2,4323,115,0,9,9,0,1
3,320,49,0,9,9,1,0
3,3688,43,0,9,9,0,1
3,16465,101,0,9,9,1,0
1,10237,115,0,9,9,0,1
3,9897,113,0,9,9,0,1
3,6732,115,0,9,9,0,1
3,18015,100,0,9,9,0,1
3,2422,93,0,9,9,0,1
3,14180,113,0,9,9,0,1
3,20739,100,0,9,9,0,0
1,18579,115,0,9,9,1,0
3,7430,113,0,9,9,0,1
3,7793,115,0,9,9,1,0
3,6101,55,0,9,9,0,1
3,4823,115,0,9,9,0,1
1,17137,93,0,9,9,1,0
1,2775,115,0,9,9,1,0
3,13887,48,0,9,9,1,0
1,20757,93,0,9,9,0,1
3,17581,101,0,9,9,0,1
3,1698,70,0,9,9,0,1
3,14467,93,0,9,9,0,1
3,2702,70,0,9,9,0,1
3,17154,115,0,9,9,0,1
3,16533,55,0,9,9,0,1
3,582,23,0,9,9,0,1
3,19987,115,1,9,9,0,1
2,4298,115,0,9,9,0,1
3,17697,86,0,9,9,1,0
2,2703,115,0,9,9,0,1
3,4858,113,0,9,9,1,0
3,3211,104,0,9,9,1,0
2,10266,112,0,9,9,0,0
3,11669,88,0,9,9,0,1
3,5839,19,0,9,9,1,0
2,16258,112,0,9,9,0,1
3,2474,58,0,9,9,0,1
2,11454,112,0,9,9,0,0
2,467,0,0,9,9,0,0
2,2587,115,0,9,9,0,1
3,7972,115,0,9,9,0,1
2,13481,112,0,9,9,0,0
3,516,115,0,9,9,0,1
3,12789,115,0,9,9,1,0
3,8027,55,0,9,9,0,0
2,7358,123,0,9,9,0,0
3,13053,55,0,9,9,0,1
3,17165,91,0,9,9,0,1
3,12826,100,1,9,9,0,1
3,15675,15,0,9,9,0,0
3,10058,101,0,9,9,0,0
3,680,115,0,9,9,0,0
3,18504,115,1,9,9,0,0
3,6593,115,0,9,9,0,0
3,4823,93,0,9,9,0,0
3,225,93,0,9,9,0,1
3,4518,123,0,9,9,0,0
3,5613,115,0,9,9,0,1
2,3354,115,0,9,9,0,0
2,8235,115,0,9,9,0,0
1,3627,17,0,9,9,0,0
1,12237,67,0,9,9,0,1
3,15660,70,0,9,9,0,1
3,5546,115,0,9,9,1,0
3,1871,52,0,9,9,0,1
1,15760,115,0,9,9,0,1
1,6513,115,0,9,9,0,0
3,5532,115,0,9,9,0,1
1,1382,103,0,9,9,0,1
3,16158,100,0,9,9,0,0
3,9448,115,0,9,9,0,1
3,15105,115,0,9,9,0,1
3,20586,100,0,9,9,1,0
1,4056,93,0,9,9,0,0
3,4093,115,0,9,9,0,1
3,1052,115,0,9,9,0,0
3,2960,55,0,9,9,1,0
3,2283,101,0,9,9,0,1
3,14582,35,0,9,9,0,0
3,11964,17,0,9,9,1,0
3,4944,104,0,9,9,0,0
3,18418,115,0,9,9,0,0
3,752,76,0,9,9,0,0
3,2159,123,0,9,9,0,1
1,20030,102,0,9,9,0,0
3,5156,100,0,9,9,0,1
3,14607,115,0,9,9,0,1
3,11466,55,0,9,9,0,1
3,19392,115,1,9,9,0,1
3,6567,115,0,9,9,0,1
1,17169,115,0,9,9,0,0
3,3647,17,0,9,9,0,0
3,12462,100,0,9,9,1,0
3,16802,86,0,9,9,1,0
1,18172,115,0,9,9,0,1
1,8895,123,0,9,9,0,1
3,12762,93,0,9,9,0,1
3,10964,115,0,9,9,0,1
3,19896,115,0,9,9,0,0
3,290,67,0,9,9,0,0
3,7182,115,0,9,9,0,0
3,13345,115,0,9,9,0,0
3,15718,103,0,9,9,0,0
3,1851,76,0,9,9,0,0
3,3102,115,0,9,9,0,0
3,15277,101,0,9,9,0,0
3,599,104,0,9,9,1,0
3,3925,55,0,9,9,0,1
3,9540,17,0,9,9,1,0
3,2618,115,0,9,9,0,0
3,594,104,0,9,9,0,1
1,9245,86,0,9,9,0,1
1,2762,114,0,9,9,0,0
3,93,42,0,9,9,0,1
3,11237,93,0,9,9,0,1
3,10790,102,0,9,9,0,0
3,11844,111,0,9,9,0,1
3,18781,88,0,9,9,1,0
3,17532,70,0,9,9,1,0
3,5257,15,0,9,9,0,0
3,3931,100,1,9,9,1,0
3,5922,100,0,9,9,1,0
3,18171,100,0,9,9,0,0
3,1802,93,0,9,9,0,1
3,12896,52,0,9,9,0,1
1,870,115,0,9,9,1,0
1,19116,115,0,9,9,0,1
3,18046,100,0,9,9,1,0
3,20517,100,0,9,9,0,1
3,6221,112,0,9,9,0,0
3,9583,88,0,9,9,0,1
3,16104,91,0,9,9,0,1
3,5553,100,1,9,9,0,1
1,5484,115,0,9,9,0,0
3,12844,115,0,9,9,0,0
3,15873,101,0,9,9,1,0
3,19231,54,0,9,9,0,1
3,6288,35,0,9,9,0,1
3,7314,115,0,7,24,0,0
1,2027,6,0,8,7,0,1
3,419,11,0,8,17,0,1
3,2469,17,0,1,15,1,0
3,20479,115,0,8,10,0,0
3,7091,100,1,7,30,1,0
3,12485,53,0,8,16,1,0
3,15694,17,0,8,3,1,0
3,4214,17,0,9,9,0,1
3,18661,101,0,8,26,0,1
3,13697,100,0,5,1,0,0
2,13811,123,0,1,17,0,1
2,3931,112,0,2,24,1,0
2,17342,67,0,2,29,1,0
2,4368,123,0,3,1,1,0
2,10028,95,0,3,2,0,0
2,11459,112,0,3,5,1,0
2,6756,115,0,3,4,0,1
2,10028,95,0,3,4,0,0
2,20775,123,0,3,4,0,1
2,4265,101,0,3,5,1,0
2,15525,123,0,3,6,1,0
2,4265,115,0,3,6,0,1
2,5347,112,0,3,6,0,1
2,13156,115,0,3,7,1,0
2,4699,112,0,2,19,1,0
2,9804,112,0,2,16,1,0
2,13512,15,0,2,20,0,1
2,17866,123,0,2,18,0,1
2,20412,112,0,1,29,0,1
2,296,17,0,2,16,1,0
2,10052,17,0,3,19,0,0
2,3391,17,0,3,16,0,0
2,10028,95,0,3,7,0,0
2,14588,123,0,3,20,0,0
2,13058,115,0,3,17,0,0
2,2445,115,0,3,26,0,1
2,3374,112,0,3,26,0,1
2,18773,123,0,3,15,0,1
2,14954,115,0,1,1,0,1
2,19916,102,0,1,16,1,0
2,11463,103,0,2,25,1,0
2,10028,95,0,3,7,1,0
2,19857,14,0,3,22,0,0
2,174,17,0,3,24,0,1
2,16850,123,0,3,18,0,1
2,16344,112,0,3,29,0,1
2,2394,112,0,3,25,0,1
2,18588,112,0,3,8,1,0
2,168,123,0,3,5,0,1
2,1715,112,0,3,28,1,0
2,11249,123,0,3,5,1,0
2,18311,123,0,3,25,0,1
2,18472,112,0,3,25,0,1
2,12049,123,0,2,25,1,0
2,17260,115,0,2,23,1,0
2,9096,123,0,2,19,0,1
2,10650,17,0,3,2,0,1
2,10028,95,0,3,14,0,0
2,2325,69,0,3,10,0,0
2,10028,95,0,3,9,0,0
2,6704,17,0,3,29,0,0
2,15196,17,0,3,30,0,1
2,6579,100,0,2,19,0,0
2,8961,112,0,3,30,0,1
2,4634,100,0,3,30,0,1
2,5567,100,0,3,29,0,1
2,2325,69,0,3,18,0,0
2,2325,69,0,3,18,1,0
2,2325,69,0,3,11,1,0
2,12037,123,0,9,10,0,0
2,13464,15,0,9,10,0,0
3,361,88,0,9,10,0,0
3,9837,23,0,9,10,0,0
3,9837,23,0,9,10,0,0
2,14127,115,0,9,10,0,0
