Primary Type,Block,Location Description,Domestic,month,day,Period_1,Period_2
3,8262,19,0,5,7,0,1
1,8664,115,0,5,7,0,0
3,8539,113,0,5,7,1,0
3,2957,115,0,5,7,1,0
3,815,115,0,5,7,0,0
1,7835,115,0,5,7,0,0
3,12204,115,1,5,7,0,0
3,5218,29,0,5,7,1,0
3,18236,17,1,5,7,1,0
3,17913,93,0,5,7,1,0
3,3827,88,0,5,7,1,0
2,13288,112,0,5,7,1,0
3,6607,115,0,5,7,1,0
3,4586,115,0,5,7,0,0
3,5238,115,0,5,7,1,0
3,17666,93,0,5,7,0,0
3,12380,103,0,5,7,0,1
2,18147,95,0,5,7,0,1
3,9354,58,0,5,7,0,1
1,2169,115,0,5,7,1,0
3,4647,88,0,5,7,0,1
3,1561,115,0,5,7,0,1
3,3877,91,0,5,7,1,0
3,10157,113,0,5,7,1,0
3,15260,15,0,5,7,0,1
3,659,58,0,5,7,0,1
3,16291,55,0,5,7,0,1
3,6219,17,0,5,7,0,1
2,7298,88,0,5,7,0,1
3,17387,88,0,5,7,0,1
3,17713,115,0,5,7,0,1
3,233,55,0,5,7,0,1
3,5504,46,0,5,7,0,1
1,11740,93,0,5,7,0,1
1,12180,93,0,5,7,0,1
3,2266,113,0,5,7,0,1
3,20670,113,0,5,7,0,1
3,12180,115,0,5,7,0,1
3,8077,115,0,5,7,0,1
3,2182,104,0,5,7,0,1
3,4891,113,0,5,7,0,1
3,4003,43,0,5,7,0,1
2,4626,115,0,5,7,0,1
2,14434,112,0,5,7,0,1
3,8004,37,0,5,7,0,1
3,14347,70,0,5,7,0,1
3,4479,115,0,5,7,0,1
3,2266,43,0,5,7,0,1
3,594,113,0,5,7,0,1
3,18949,55,0,5,7,0,1
3,20300,70,0,5,7,0,1
3,594,115,0,5,7,1,0
2,7810,112,0,5,7,0,1
3,2919,113,0,5,7,0,1
3,4794,115,0,5,7,0,1
3,594,113,0,5,7,0,1
3,2974,93,0,5,7,0,1
3,3277,112,0,5,7,0,1
3,1050,49,0,5,7,0,0
3,962,104,0,5,7,1,0
3,3900,115,0,5,7,0,1
3,2779,55,0,5,7,0,1
3,4906,70,0,5,7,0,1
3,4940,113,0,5,7,0,1
3,17913,55,0,5,7,0,1
3,5541,115,0,5,7,0,1
3,2018,115,0,5,7,1,0
3,20300,70,0,5,7,0,1
3,11645,113,0,5,7,0,1
3,8027,55,0,5,7,0,1
3,16291,58,0,5,7,0,1
3,7117,103,0,5,7,0,1
3,2537,17,0,5,7,0,1
3,7242,91,0,5,7,0,1
3,2459,103,1,5,7,0,1
3,594,104,0,5,7,0,1
3,10108,100,0,5,7,0,0
2,3924,112,0,5,7,0,0
3,4532,113,0,5,7,0,1
3,6036,88,0,5,7,0,1
3,13053,93,0,5,7,0,1
3,2029,32,0,5,7,0,0
3,962,104,0,5,7,0,1
3,1264,43,0,5,7,0,0
3,11507,112,0,5,5,1,0
3,16338,70,0,5,7,0,0
2,17021,100,0,5,7,0,0
3,5812,93,0,5,7,0,1
1,2455,57,0,5,7,0,0
3,18652,100,0,5,7,0,0
3,15537,112,1,5,7,0,0
3,11516,93,0,5,7,0,1
3,11532,93,0,5,7,0,1
1,17583,115,0,5,7,0,0
3,8213,88,0,5,7,0,0
3,20878,103,0,5,7,0,0
3,10025,115,0,5,7,0,1
3,18256,100,1,5,7,0,0
3,9648,102,0,5,7,0,1
1,16376,115,0,5,7,0,1
1,6981,115,0,5,7,0,0
1,8909,103,0,5,7,0,0
1,3793,115,0,5,7,0,1
3,14907,115,0,5,7,0,1
3,712,76,0,5,7,0,0
3,107,17,1,5,7,0,1
3,10598,110,0,4,30,0,1
3,419,7,0,5,7,0,0
3,14763,115,0,5,7,0,0
3,2779,113,0,5,7,0,1
1,18197,67,0,5,7,0,0
1,18489,115,0,5,7,0,1
3,6553,23,0,5,7,0,0
3,8954,115,0,5,7,0,0
3,9050,120,0,5,7,0,0
1,9257,93,0,5,7,0,1
3,13250,115,0,5,7,0,0
3,731,93,0,5,7,0,0
3,6538,101,0,5,7,0,1
3,1851,23,0,5,7,0,0
1,2530,93,0,5,7,0,0
3,379,112,0,5,7,0,1
3,2844,43,0,5,7,1,0
3,10379,115,0,5,7,0,1
3,3851,103,0,5,7,0,1
1,19643,115,1,5,7,0,1
3,7437,15,0,5,7,0,0
3,17942,115,0,5,7,0,1
3,8954,114,0,5,7,0,1
1,18663,115,0,5,7,0,1
3,20278,115,0,5,7,0,0
3,15763,115,0,5,7,0,1
3,6391,93,0,5,7,1,0
1,15108,115,0,5,7,0,1
3,11414,103,0,5,7,0,1
3,5721,70,0,5,7,0,1
3,528,115,0,5,7,0,1
1,4418,115,0,5,7,0,1
1,2930,115,0,5,7,0,0
3,17379,17,0,5,7,1,0
3,9041,103,0,5,7,0,1
3,3531,76,0,5,7,1,0
3,1798,100,0,5,7,0,0
3,4372,112,0,4,2,1,0
1,20608,115,0,4,2,0,1
3,6704,100,0,4,3,1,0
3,19980,41,0,3,22,0,0
3,9023,17,0,4,2,0,1
0,17768,115,0,5,7,0,0
0,14093,77,0,5,7,0,1
0,1595,115,0,5,7,0,0
2,16911,112,0,5,8,0,0
3,2881,67,0,5,8,0,0
3,17350,58,0,5,8,0,0
3,736,23,0,5,8,0,0
3,1888,115,0,5,8,0,0
2,6009,115,0,5,8,0,0
3,592,115,0,5,8,0,0
3,7260,23,0,5,8,0,0
3,7246,93,0,2,8,1,0
3,6237,100,0,4,7,0,1
1,18588,115,0,5,8,0,0
3,208,67,0,5,8,0,0
3,5096,115,0,5,8,0,0
3,11655,115,0,5,8,0,0
3,6653,115,0,5,8,0,0
3,916,76,0,5,8,0,0
3,2146,76,0,4,8,1,0
3,10347,100,0,5,8,0,0
3,594,52,0,5,8,0,0
3,10226,55,0,4,7,0,1
3,5231,55,0,4,9,0,1
3,229,115,0,5,8,0,0
3,11406,110,0,4,20,0,1
3,4112,17,1,3,4,0,1
3,16039,103,0,5,5,0,0
3,8144,100,0,4,22,1,0
3,20782,100,0,3,1,1,0
3,14687,110,0,4,15,1,0
3,4644,17,0,3,25,1,0
3,7718,115,0,5,8,1,0
3,20915,17,0,4,26,0,0
3,20059,100,0,5,2,0,1
3,1609,100,0,4,15,0,0
3,5231,55,0,4,17,1,0
3,19068,103,0,3,25,0,0
3,6666,55,0,4,8,0,1
2,2771,112,0,4,8,0,0
3,4092,101,0,4,8,0,0
2,19474,115,0,4,8,0,0
3,13307,100,0,4,8,0,0
3,17839,17,1,4,8,0,0
3,382,115,0,4,8,0,0
3,6593,115,0,4,8,0,0
1,16584,15,1,4,8,0,0
3,17802,52,0,4,8,0,0
3,12908,115,0,4,8,0,0
3,14760,115,0,4,8,0,0
3,3057,17,0,4,8,0,0
3,8788,46,0,4,8,1,0
3,11636,115,0,4,8,1,0
3,4800,93,0,4,8,1,0
3,10865,115,0,4,8,1,0
3,12072,70,0,4,8,1,0
3,1597,115,0,4,8,1,0
2,12049,112,0,4,8,1,0
2,5583,112,0,4,8,1,0
2,5717,115,0,4,8,1,0
1,1467,115,0,4,8,1,0
3,3210,115,0,4,8,0,0
2,2458,0,0,4,8,1,0
2,13463,112,0,4,8,1,0
2,469,115,0,4,8,1,0
3,13405,67,0,4,8,1,0
3,2854,86,0,4,8,1,0
3,419,11,0,4,8,1,0
3,866,115,0,4,8,1,0
3,12943,67,0,4,8,1,0
2,2494,112,0,4,8,1,0
1,18676,115,0,4,8,1,0
3,18257,70,0,4,8,1,0
2,964,112,0,4,8,1,0
1,4145,115,0,4,8,1,0
2,12049,93,0,4,8,1,0
3,369,104,0,4,8,1,0
3,204,88,0,4,8,1,0
3,17672,115,0,4,8,1,0
3,3540,113,0,4,8,1,0
3,9909,70,0,4,8,1,0
3,3859,112,0,4,8,0,1
2,17481,112,0,4,8,1,0
3,2838,88,0,4,8,1,0
3,15879,70,0,4,8,0,1
3,6770,115,0,4,8,1,0
3,594,55,0,4,8,1,0
3,581,115,0,4,8,0,1
3,7086,113,0,4,8,1,0
3,2162,47,0,4,8,1,0
1,18600,115,0,4,8,1,0
3,4077,112,0,4,8,0,1
2,11479,112,0,4,8,0,1
3,12852,55,0,4,8,0,1
1,5277,123,0,5,8,0,0
3,17913,55,0,4,8,0,1
1,17344,15,0,4,8,1,0
3,14017,70,0,4,8,0,1
1,17123,115,1,4,8,0,0
2,10516,115,0,4,8,0,1
1,18949,58,0,4,8,0,0
3,18469,46,0,4,8,0,1
3,7124,123,0,4,8,0,1
3,17230,115,0,4,8,1,0
3,2482,115,0,4,8,0,1
3,200,55,0,4,8,0,1
3,200,113,0,4,8,0,1
3,16083,55,0,4,8,0,1
3,7,113,0,4,8,0,1
2,292,100,0,4,8,0,1
3,17913,55,0,4,8,0,1
3,7502,93,0,4,8,0,1
3,930,52,0,4,8,1,0
3,19542,104,0,4,8,0,1
3,6593,115,0,4,8,0,0
3,1625,82,0,4,8,0,1
3,1033,43,0,4,8,0,1
3,231,112,0,4,8,1,0
3,2082,32,0,4,8,0,1
2,15967,115,0,4,8,0,1
2,650,112,0,4,8,0,1
3,2231,104,0,4,8,0,1
3,3211,55,0,4,8,0,1
1,7167,115,0,4,8,0,0
2,5934,115,0,4,8,0,1
3,18110,88,0,4,8,0,1
3,19488,70,0,4,8,0,1
1,11575,115,0,4,8,0,1
2,3711,17,0,4,8,0,1
2,11374,112,0,4,8,0,1
3,14056,57,0,4,8,0,0
2,9085,115,0,4,8,0,1
2,1363,74,0,4,8,0,1
3,10053,113,0,4,8,0,1
3,8280,115,0,4,8,0,1
3,11578,55,0,4,8,0,1
3,594,55,0,4,8,0,1
2,15186,115,0,4,8,0,1
3,7670,113,0,4,8,0,1
3,8217,93,0,4,8,1,0
3,8027,113,0,4,8,0,1
3,8589,70,0,4,8,0,1
2,19029,115,0,4,8,0,1
3,2779,55,0,4,8,0,1
2,1547,115,0,4,8,0,1
2,3015,117,0,4,8,0,1
2,11414,15,0,4,8,0,1
3,5128,113,0,4,8,0,1
3,6459,52,0,4,8,0,1
3,4543,113,0,4,8,0,1
3,12288,88,0,4,8,0,1
3,18737,55,0,4,8,0,1
3,1827,115,0,4,8,0,1
1,8984,115,0,4,8,0,0
3,1851,55,0,4,8,0,1
3,13607,113,0,4,8,0,1
3,594,55,0,4,8,0,1
3,6857,115,0,4,8,0,1
3,12684,52,0,4,8,0,0
2,17691,15,0,4,8,0,0
3,2773,100,0,4,8,0,1
3,11912,115,0,4,8,0,1
1,10423,15,0,4,8,0,1
2,328,50,0,4,8,0,0
3,1561,104,0,4,8,0,1
1,19363,115,0,4,8,0,0
1,20349,115,0,4,8,0,1
2,3951,115,0,4,8,0,0
2,12563,115,0,4,8,0,0
3,3893,93,0,4,8,0,0
2,10243,103,0,4,8,0,0
1,6709,115,0,4,8,0,0
3,599,104,0,4,8,0,1
3,5467,115,0,4,8,0,0
3,6707,115,0,4,8,0,0
1,10050,115,0,4,8,0,1
3,11948,17,1,4,8,1,0
3,4372,67,0,4,8,1,0
3,4405,115,0,4,8,0,0
3,5954,115,0,4,8,0,1
3,18672,112,0,4,8,1,0
1,9472,115,0,4,8,0,0
3,3302,104,0,4,8,0,0
3,2846,123,0,4,8,0,0
3,4332,115,0,4,8,0,1
3,5954,115,0,4,8,0,1
3,6777,93,0,4,8,0,1
3,7017,115,0,4,8,0,1
3,3780,17,0,4,8,0,1
3,125,104,0,4,8,0,0
1,5500,115,0,4,8,0,1
1,14891,115,0,4,8,0,0
1,8170,115,0,4,8,0,0
1,7676,115,0,4,8,1,0
3,1995,115,0,4,8,0,1
3,273,113,0,4,8,0,1
3,5078,115,0,4,8,0,0
3,5572,100,0,4,8,1,0
3,11965,112,0,4,8,1,0
3,19053,100,0,4,8,0,0
3,2310,115,0,4,8,0,1
3,7869,115,0,4,8,0,1
1,8799,115,0,4,8,0,0
1,18066,115,0,4,8,0,1
3,858,88,0,4,8,1,0
1,2319,115,0,4,8,0,1
3,4969,115,0,4,8,0,1
3,7857,115,0,4,8,0,0
3,17918,76,0,4,8,1,0
3,741,93,0,4,8,1,0
3,17074,88,0,4,8,0,1
3,2746,102,0,4,8,0,1
3,7544,93,0,4,8,0,0
3,16199,86,0,4,8,0,1
3,12691,100,0,4,8,0,1
3,12485,121,0,4,8,0,0
1,18412,115,0,4,8,0,1
3,17059,70,0,4,8,1,0
3,15201,17,0,4,8,1,0
3,5525,123,0,4,8,1,0
3,2348,88,0,4,8,0,1
3,18585,100,0,4,8,0,1
3,9590,113,0,4,8,0,1
1,15233,115,0,4,8,0,1
3,16125,88,0,4,8,0,1
3,13762,103,0,4,8,1,0
3,9366,100,0,4,8,1,0
3,418,93,0,4,8,0,0
3,419,118,0,4,8,0,0
1,4256,115,0,4,8,0,1
3,11830,17,0,4,8,0,1
3,9588,42,0,4,8,1,0
3,16150,22,0,3,19,0,0
3,3533,100,0,2,23,0,0
3,20634,100,0,1,6,0,1
2,20260,83,0,3,22,0,0
0,13052,115,0,4,8,0,0
0,15262,21,0,4,8,0,0
1,4137,102,0,5,8,0,0
3,3893,93,0,5,8,0,0
3,3860,115,0,5,8,0,0
3,14225,70,0,5,8,1,0
3,16613,100,0,5,8,1,0
3,10379,17,1,5,8,0,0
2,11249,112,0,5,8,1,0
2,1363,74,0,5,8,1,0
2,3385,0,0,5,8,1,0
2,13638,115,0,5,8,1,0
3,3318,115,0,5,8,1,0
3,6372,58,0,5,8,1,0
3,20123,100,1,5,8,1,0
3,705,113,0,5,8,1,0
3,4263,113,0,5,8,1,0
2,3610,15,0,5,8,1,0
1,15258,115,0,5,8,1,0
3,15732,43,0,5,8,0,1
2,5184,112,0,5,8,1,0
3,13053,55,0,5,8,1,0
2,289,15,0,5,8,0,1
3,2033,112,0,5,8,0,1
3,419,11,0,5,8,1,0
3,6569,115,0,5,8,0,1
3,623,115,0,5,8,0,1
3,2339,115,0,5,8,0,0
2,5837,115,0,5,8,0,1
3,623,112,0,5,8,0,1
3,124,55,0,5,8,0,1
3,3690,113,0,5,8,0,1
3,1379,58,0,5,8,0,1
3,5938,17,0,5,8,0,1
2,13961,115,0,5,8,0,1
2,650,112,0,5,8,0,1
3,4305,115,0,5,8,1,0
2,13057,15,0,5,8,0,1
3,19544,17,1,5,8,0,1
2,15698,115,0,5,8,0,1
3,19710,100,0,5,8,0,1
3,4532,55,0,5,8,0,1
3,4048,55,0,5,8,0,1
3,3332,35,0,5,8,1,0
3,17219,115,0,5,8,0,1
3,3493,112,0,5,8,0,1
3,19293,43,0,5,8,0,1
3,6036,113,0,5,8,0,1
3,594,113,0,5,8,0,1
2,6458,15,0,5,8,0,1
3,2266,58,0,5,8,0,1
3,3228,112,0,5,8,0,1
2,5026,112,0,5,8,0,1
2,10016,112,0,5,8,0,1
2,14165,115,0,5,8,0,1
3,785,113,0,5,8,0,1
2,17227,115,0,5,8,0,1
2,3915,115,0,5,8,0,1
2,634,112,0,5,8,0,1
2,14163,112,0,5,8,0,1
2,8844,112,0,5,8,0,1
2,9544,112,0,5,8,0,1
3,4048,58,0,5,8,0,1
3,4019,115,0,5,8,0,0
2,3720,52,0,5,8,0,1
3,12288,55,0,5,8,0,1
2,17268,112,0,5,8,0,0
3,18737,113,0,5,8,0,1
2,17531,115,0,5,8,0,0
3,4224,115,1,5,8,0,1
3,3688,113,0,5,8,0,1
2,9959,112,0,5,8,0,0
1,15149,115,0,5,8,0,1
3,14643,43,0,5,8,0,0
3,1631,100,0,5,8,0,0
3,20210,70,0,5,8,0,0
3,1820,104,0,5,8,0,1
1,708,93,0,5,8,1,0
3,17399,115,0,5,8,0,1
3,11233,115,0,5,8,0,0
3,12832,113,0,5,8,0,0
2,9503,115,0,5,8,0,0
3,2779,115,0,5,8,1,0
3,3387,115,0,5,8,0,0
3,15865,115,0,5,8,0,0
2,5073,115,0,5,8,0,0
3,8019,112,0,5,8,0,1
3,13969,115,0,5,8,1,0
3,6885,115,1,5,8,0,0
3,7195,115,0,5,8,1,0
3,4914,115,0,5,8,0,0
1,18491,115,0,5,8,0,1
2,4968,74,0,5,8,0,0
3,1803,115,0,5,8,0,0
1,1303,115,0,5,8,0,0
1,17878,115,0,5,8,0,1
1,5304,115,0,5,8,0,0
3,7468,115,0,5,8,0,0
3,7215,115,0,5,8,0,0
3,17811,115,0,5,8,0,0
3,15692,88,0,5,8,0,1
3,7974,115,0,5,8,1,0
1,20755,115,0,5,8,0,1
3,18570,100,0,5,8,0,0
1,15539,115,0,5,8,0,1
1,15649,115,0,5,8,0,0
3,6915,115,0,5,8,0,1
1,10105,115,0,5,8,0,1
3,9308,111,0,5,8,0,1
1,16324,115,0,5,8,0,0
3,20313,88,0,5,8,0,0
1,8395,115,0,5,8,0,0
3,9340,88,0,5,8,0,0
3,15609,115,0,5,8,1,0
3,16342,115,0,5,8,0,1
3,7754,115,0,5,8,0,0
3,17960,115,0,5,8,0,0
3,1035,100,0,5,8,0,0
3,7426,19,0,5,8,0,0
3,19857,4,0,5,8,0,0
3,19133,115,0,5,8,0,1
3,275,76,0,5,8,1,0
3,6818,115,0,5,8,1,0
3,3551,115,0,5,8,0,1
3,10792,89,0,5,8,1,0
3,3501,23,0,5,8,0,0
3,11761,17,0,5,8,0,0
3,9847,104,0,5,8,0,0
3,17084,91,0,5,8,1,0
3,19857,11,0,5,8,0,1
1,8479,102,0,5,8,0,0
3,14285,115,0,5,8,0,0
3,9122,88,0,5,8,0,1
3,1723,88,0,5,8,0,1
1,14724,120,0,5,8,0,0
3,4898,115,0,5,8,0,1
3,4779,15,0,5,8,0,0
3,19802,115,0,5,8,0,1
3,20000,115,0,5,8,0,1
3,1793,100,0,5,7,0,0
3,18737,55,0,3,28,0,1
3,1246,88,0,4,18,1,0
3,1851,76,0,4,9,0,1
0,10229,115,0,5,8,0,1
0,947,115,0,5,8,0,1
0,13354,115,0,5,8,0,0
0,17964,115,0,5,8,1,0
3,17913,55,0,4,30,0,0
1,17211,115,0,3,16,0,0
3,8729,83,0,4,22,1,0
3,19857,6,0,4,25,1,0
3,19857,3,0,5,2,1,0
3,5460,52,0,5,5,0,0
3,91,112,0,4,26,0,1
3,2824,17,0,5,8,0,0
3,2159,115,0,5,6,0,1
2,2699,123,0,5,6,0,1
3,14173,115,0,5,6,0,1
3,6923,126,0,4,27,0,1
3,848,115,0,5,7,1,0
3,418,17,0,5,8,0,1
3,2642,93,0,5,7,1,0
1,15018,115,0,5,1,0,0
3,11423,93,0,4,18,0,1
3,12978,88,0,5,8,0,0
3,1701,88,0,5,7,0,1
3,408,6,0,5,6,0,1
3,384,11,0,5,5,1,0
3,5006,100,0,4,24,1,0
1,17331,123,0,5,8,0,0
3,2348,88,0,5,5,0,1
1,4195,115,0,5,8,1,0
3,2348,100,0,4,17,0,1
3,8630,112,0,5,6,0,1
3,826,74,0,4,26,0,0
3,17623,100,0,4,30,1,0
3,7812,55,0,5,6,0,1
3,10312,126,0,4,20,1,0
3,14722,17,0,5,6,0,1
3,1871,17,0,4,21,1,0
3,2983,103,0,4,30,1,0
3,1588,41,0,5,6,1,0
3,4384,15,0,5,7,1,0
3,747,40,0,5,6,0,1
3,18781,55,0,5,5,1,0
3,3227,108,0,5,7,0,1
3,12523,101,0,5,7,1,0
3,9113,115,0,5,8,0,0
3,7736,86,0,5,1,1,0
3,13326,86,0,4,25,1,0
3,8042,17,0,5,2,0,1
3,1118,88,0,5,6,0,1
3,19435,115,0,5,6,1,0
3,17896,120,0,4,27,0,1
3,275,104,0,5,6,0,1
1,19591,115,0,5,8,0,1
3,19076,115,0,5,6,0,0
3,16761,17,1,5,7,1,0
3,14787,120,0,4,28,1,0
3,457,100,0,5,2,1,0
3,1755,101,0,5,7,0,1
3,2182,93,0,5,7,0,1
3,18737,113,0,5,3,0,1
3,17302,123,0,4,24,1,0
3,1158,17,0,4,28,0,1
3,578,115,0,5,6,0,0
2,6124,123,0,5,9,0,0
2,13078,115,0,5,9,0,0
3,3261,55,0,4,22,0,0
3,18026,100,0,5,1,0,1
3,736,23,0,5,5,0,1
3,6557,101,0,4,22,1,0
3,7131,100,0,5,3,1,0
3,1821,112,0,5,7,0,0
3,2930,23,0,5,5,0,0
3,3103,115,0,5,6,0,1
3,8908,100,0,5,7,1,0
3,16136,100,0,4,29,0,1
3,10717,115,0,5,6,0,0
3,369,23,0,5,7,0,0
3,257,41,0,5,6,0,1
1,10776,115,0,5,2,0,1
3,2191,91,0,5,1,1,0
3,8783,115,0,5,4,0,1
1,1688,115,0,5,6,0,0
3,2895,17,1,5,3,1,0
3,3901,25,0,5,7,0,1
3,17695,115,0,5,7,0,0
3,13097,103,0,5,7,1,0
3,228,115,0,5,6,0,1
3,1865,100,0,5,6,1,0
3,10725,104,0,5,8,0,0
3,10565,115,0,5,6,0,0
3,13368,100,0,4,29,0,1
3,4502,101,0,4,27,1,0
0,18613,115,0,5,7,0,1
2,17021,100,0,5,9,0,0
2,743,115,0,5,9,0,0
2,1911,115,0,5,9,0,0
3,16307,112,0,5,9,0,0
3,3935,104,0,5,9,0,0
3,6916,115,0,5,9,0,0
3,15429,115,0,5,9,0,0
2,6878,83,0,5,9,0,0
2,11863,93,0,5,9,1,0
3,11585,126,0,5,9,0,0
2,2494,112,0,5,9,1,0
3,5442,103,0,5,9,1,0
3,17534,100,0,5,9,1,0
3,1343,115,0,5,9,1,0
1,12837,115,0,5,9,1,0
3,6644,100,0,5,9,1,0
2,6980,86,0,5,9,1,0
2,11852,115,0,5,9,1,0
3,10031,115,0,5,9,1,0
3,8260,115,0,5,9,1,0
2,2186,115,0,5,9,1,0
1,2154,115,0,5,9,1,0
3,11455,115,0,5,9,1,0
3,20285,70,0,5,9,1,0
3,10145,70,0,5,9,1,0
2,168,112,0,5,9,1,0
3,3258,115,0,5,9,0,0
3,7185,115,0,5,9,1,0
3,2145,67,0,5,9,1,0
3,12945,55,0,5,9,1,0
3,6000,123,0,5,9,1,0
3,3449,115,0,5,9,1,0
2,4228,112,0,5,9,1,0
2,18029,15,0,5,9,1,0
2,9577,112,0,5,9,1,0
3,493,55,0,5,9,1,0
3,200,55,0,5,9,1,0
1,2097,115,0,5,9,1,0
3,594,55,0,5,9,1,0
2,2881,112,0,5,9,0,1
3,17060,115,0,5,9,0,0
2,11443,115,0,5,9,1,0
2,3158,112,0,5,9,0,1
3,124,55,0,5,9,0,1
1,13633,115,0,5,9,1,0
3,3235,126,0,5,9,0,1
1,4603,15,0,5,9,0,1
3,6742,70,0,5,9,1,0
2,10665,110,0,5,9,0,1
2,13481,115,0,5,9,1,0
3,8780,88,0,5,9,0,0
2,2063,93,0,5,9,0,1
3,12483,123,0,5,9,1,0
3,2408,115,0,5,9,0,0
3,13217,115,0,5,9,0,1
3,16884,100,0,5,9,0,1
3,16310,112,0,5,9,0,1
3,126,113,0,5,9,0,1
3,18147,55,0,5,9,0,1
3,3968,17,0,5,9,1,0
3,1033,55,0,5,9,0,1
3,14180,113,0,5,9,0,1
3,9444,91,0,5,9,0,1
3,1333,103,0,5,9,1,0
2,980,112,0,5,9,0,1
3,16097,93,0,5,9,1,0
3,7647,88,0,5,9,0,1
1,4191,88,0,5,9,1,0
3,17395,112,1,5,9,0,1
3,3684,104,0,5,9,1,0
3,7337,112,0,5,9,0,1
3,6059,83,0,5,9,0,1
3,2693,115,0,5,9,1,0
2,13885,115,0,5,9,0,1
3,20609,55,0,5,9,0,1
3,123,76,0,5,9,0,1
3,7914,110,0,5,9,0,1
2,8019,86,0,5,9,0,1
1,4553,115,0,5,9,0,0
1,11788,115,0,5,9,0,1
3,517,76,0,5,9,0,1
3,275,104,0,5,9,0,1
3,6102,115,0,5,9,0,1
3,2865,115,0,5,9,1,0
3,3165,111,0,5,9,1,0
3,19854,39,0,5,9,0,1
3,8733,101,0,5,9,0,0
3,10329,55,0,5,9,0,1
3,17315,115,0,5,9,0,1
2,10760,103,0,5,9,0,1
3,3175,111,0,5,9,1,0
3,5317,113,0,5,9,0,1
3,6331,123,0,5,9,0,1
3,9832,70,0,5,9,0,1
2,930,112,0,5,9,0,1
3,19293,58,0,5,9,0,1
3,3684,84,0,5,9,0,1
3,14598,88,0,5,9,1,0
2,10915,111,0,5,9,0,1
3,18909,112,0,5,9,0,1
3,11477,103,0,5,9,0,1
2,16981,112,0,5,9,0,1
3,17913,113,0,5,9,0,1
2,15009,101,0,5,9,0,1
2,17401,93,0,5,9,0,1
2,9181,15,0,5,9,0,1
3,15603,103,0,5,9,0,1
3,10272,115,0,5,9,0,0
3,14789,115,0,5,9,0,1
3,3699,67,0,5,9,0,1
2,3995,15,0,5,9,0,0
3,8569,93,0,5,9,0,1
3,8962,115,0,5,9,0,1
3,3398,115,0,5,9,0,0
1,17669,115,0,5,9,0,0
1,19233,115,0,5,9,0,1
2,19180,15,0,5,9,0,1
3,18835,123,0,5,9,0,0
1,19233,115,0,5,9,0,1
3,1851,76,0,5,9,0,1
3,13168,103,0,5,9,0,1
3,14026,117,0,5,9,0,0
2,4122,115,0,5,9,0,0
2,16596,112,0,5,9,0,0
2,17334,15,0,5,9,0,0
2,12574,115,0,5,9,0,0
1,18034,115,0,5,9,0,0
2,4482,115,0,5,9,0,0
3,11912,104,0,5,9,0,0
3,7861,74,0,5,9,0,1
3,5891,115,0,5,9,0,1
2,9414,115,0,5,9,0,0
3,17200,115,0,5,9,0,1
3,17128,115,0,5,9,0,1
3,16237,115,0,5,9,0,1
1,8942,115,0,5,9,0,0
3,16996,115,0,5,9,0,0
1,2500,115,0,5,9,0,1
3,16449,115,0,5,9,0,0
1,10942,115,0,5,9,0,0
3,10223,57,0,5,9,0,0
3,10937,115,0,5,9,0,1
1,13058,115,0,5,9,1,0
3,11997,88,0,5,9,0,1
3,20161,15,0,5,9,0,1
3,14517,17,1,5,9,1,0
3,7214,115,0,5,9,0,1
3,524,34,0,5,9,0,0
3,1616,115,0,5,9,0,1
3,5757,104,0,5,9,0,0
3,9587,115,0,5,9,0,0
3,12990,115,0,5,9,0,1
3,17500,123,0,5,9,0,0
3,19857,11,0,5,9,0,1
3,3350,88,0,5,9,0,1
3,3824,112,0,5,9,0,1
3,8326,42,0,5,9,0,0
3,9909,70,0,5,9,0,1
3,2182,104,0,5,9,0,0
3,7186,17,0,5,9,0,0
3,419,11,0,5,9,0,1
3,14647,115,0,5,9,0,0
3,419,9,0,5,9,0,1
3,17689,115,0,5,9,0,1
3,1031,112,0,5,9,0,1
3,14285,88,0,5,9,0,1
3,14218,100,0,5,9,0,1
1,20674,115,0,5,9,0,1
3,17871,67,0,5,9,1,0
3,6649,115,0,5,9,0,0
3,275,104,0,5,9,0,0
3,5473,101,0,5,9,0,0
1,16706,115,0,5,9,0,0
1,17034,115,0,5,9,0,1
3,5118,17,0,5,9,0,1
3,101,76,0,5,9,0,1
3,8071,55,0,5,9,0,1
3,16029,88,0,5,9,1,0
3,5243,46,0,5,9,1,0
3,6816,100,0,5,9,1,0
3,4836,115,0,5,9,0,0
3,14673,89,0,4,20,0,0
1,3654,115,0,5,9,1,0
3,3366,115,0,5,9,0,0
3,15699,100,0,5,9,0,1
3,6178,115,0,5,9,0,1
3,18140,88,0,4,15,0,1
3,18592,100,0,4,15,0,0
3,16173,115,0,5,4,0,0
3,18699,100,0,4,25,0,1
0,12561,17,1,5,9,0,0
0,9311,115,0,5,9,1,0
0,9311,115,0,5,9,1,0
3,6177,115,0,5,9,0,1
2,10739,115,0,5,10,0,0
2,2357,95,0,5,10,0,0
3,18452,67,0,5,10,0,0
2,13541,115,0,5,10,0,0
1,688,67,0,5,10,0,0
3,6901,115,0,5,10,0,0
3,7166,115,0,5,10,0,0
3,14041,113,0,5,10,0,0
2,14571,17,0,5,10,1,0
3,17022,93,0,5,10,0,0
2,12202,17,0,5,10,0,0
3,331,70,0,3,8,0,1
3,16533,113,0,4,27,0,1
