Primary Type,Location Description,Domestic,Latitude,Longitude,month,day,Period_1,Period_2
2,98,0,41.900915364,-87.718113929,10,22,0,0
1,101,0,41.969006666,-87.69381113200001,10,22,0,0
1,87,0,41.884545971,-87.73737088700001,10,22,0,0
1,101,0,41.856048879,-87.628226184,10,22,0,1
1,101,0,41.950932015999996,-87.659520538,10,22,0,0
1,101,0,41.867039673,-87.72831108,10,22,0,1
1,101,0,41.71404903,-87.656154885,10,22,0,0
1,101,0,41.791319066,-87.659658298,10,22,0,0
1,101,0,41.714327710999996,-87.55095382799999,10,22,1,0
1,101,0,41.782436783,-87.71396068899999,10,22,0,1
1,101,0,41.9756733,-87.775000599,10,22,0,1
1,90,0,41.728135929000004,-87.60461652,10,22,0,0
1,101,0,41.81850535,-87.69944890000001,10,22,0,0
1,101,0,41.928016723,-87.77829375399999,10,22,0,0
1,101,0,41.939568277,-87.760088037,10,22,0,0
1,101,0,41.80710661,-87.61653062200001,10,22,0,0
1,101,0,41.798849397,-87.59662775299999,10,22,0,0
1,101,0,41.753035032,-87.60939242299999,10,22,0,0
1,101,0,41.913262073,-87.677526337,10,22,0,0
1,101,0,41.686374783000005,-87.658414812,10,22,1,0
1,77,0,41.937554243,-87.72131967600001,10,22,0,1
1,101,0,41.940408846,-87.68444864799999,10,22,1,0
1,101,0,41.920955381999995,-87.715860105,10,22,0,1
1,101,0,41.884073036,-87.722054351,10,22,0,0
1,101,0,,,9,26,1,0
0,12,0,41.878798552,-87.731398505,10,22,0,0
0,101,0,41.848150711,-87.704261665,10,22,1,0
2,98,0,41.873805055,-87.69499973100001,10,23,0,0
1,82,0,41.948979797,-87.658401525,10,23,0,0
1,101,0,41.926371858,-87.64756787600001,9,4,0,1
1,12,0,41.879882878000004,-87.764855706,10,23,0,0
1,82,0,41.981313322,-87.882548649,10,23,0,0
1,82,0,41.947297956999996,-87.651034295,10,23,0,0
1,82,0,41.981313322,-87.882548649,10,23,0,0
1,82,0,41.981313322,-87.882548649,10,23,0,0
1,82,0,41.981313322,-87.882548649,10,23,0,0
1,82,0,41.981313322,-87.882548649,10,23,0,0
2,60,0,41.946212132,-87.646579678,10,23,0,0
1,101,0,41.795194643,-87.588638369,10,23,1,0
1,101,0,41.877078914,-87.690076156,10,23,0,0
1,101,0,41.950629488000004,-87.750673595,10,23,0,0
1,101,0,41.808942955,-87.689342399,10,23,1,0
2,98,0,41.866689176,-87.722752323,10,23,1,0
1,101,0,41.753895936,-87.574811931,10,23,0,0
2,12,0,41.867743811,-87.699605209,10,23,1,0
1,101,0,41.89488209,-87.627681669,10,23,0,0
1,101,0,41.884743766999996,-87.765021942,10,23,0,0
2,98,0,41.880717301,-87.72628358,10,23,0,1
2,28,0,41.865189662,-87.660186651,10,23,0,1
1,82,0,41.880142274,-87.70609249,10,23,1,0
1,82,0,41.880123514,-87.77249521200001,10,23,1,0
2,98,0,41.778067096,-87.698237791,10,23,0,1
2,98,0,41.880907126,-87.7120045,10,23,0,1
2,101,0,41.872636725,-87.71672926299999,10,23,0,1
1,101,0,41.748584674,-87.603894252,10,23,0,0
1,101,0,41.877725409,-87.766978861,10,23,0,1
2,98,0,41.902230588,-87.75740997,10,23,0,1
2,98,0,41.873975649,-87.725429443,10,23,0,1
1,101,0,41.920657501,-87.740569777,10,23,0,1
1,57,0,41.736886394,-87.624170849,10,23,0,1
1,101,0,41.78527876,-87.726609044,10,23,0,0
2,98,0,41.877469888,-87.76248298200001,10,23,0,1
1,82,0,41.895877613,-87.706566627,10,23,0,1
2,101,0,41.785726684000004,-87.66679724299999,10,23,0,1
2,105,0,41.899936641,-87.724992266,10,23,0,1
2,101,0,41.863919757,-87.722664867,10,23,0,0
2,12,0,41.953852531,-87.713208208,10,23,0,0
2,12,0,41.761107553,-87.64308470799999,10,23,0,1
1,101,0,41.795613794,-87.633029346,10,23,0,1
1,12,0,41.872548601,-87.696062328,10,23,0,1
1,101,0,41.751639345,-87.637564418,10,23,0,0
1,101,0,41.7200183,-87.56584429899999,10,23,0,1
1,48,0,41.90630026,-87.759595922,10,23,0,1
1,101,0,41.904680215999996,-87.758310005,10,23,0,1
1,101,0,41.825923038,-87.666475866,10,23,0,1
1,101,0,41.706637741,-87.665728751,10,23,0,1
1,101,0,41.875316805,-87.721664132,10,23,0,1
1,90,0,41.765048666999995,-87.65465117,10,23,1,0
1,87,0,41.772469934,-87.711501416,10,23,0,1
1,101,0,41.705835259000004,-87.559644531,10,23,0,0
1,101,0,41.874895404,-87.69713688200001,10,23,1,0
1,90,0,41.95598606,-87.732544026,10,23,0,1
1,101,0,41.936681402,-87.729579159,10,23,0,0
1,82,0,41.885393253000004,-87.663547848,10,23,1,0
1,10,0,,,6,25,1,0
0,57,0,41.840106225,-87.724436322,10,23,1,0
0,67,0,41.774279153,-87.61428236799999,10,23,1,0
0,101,0,41.746868325,-87.65290783299999,10,23,0,1
0,101,0,42.014573954,-87.664431457,10,23,0,0
0,104,0,41.859989780999996,-87.710364219,10,23,0,0
0,101,0,41.872058601,-87.68743886,10,23,0,0
1,12,0,41.906248769,-87.76580108700001,10,4,1,0
1,101,0,41.915125989,-87.66903478399999,10,21,0,1
1,101,0,41.764003482,-87.69790732,10,23,0,0
1,101,0,41.968317938,-87.721003237,10,22,0,0
1,101,0,41.900905286,-87.76682182799999,10,22,0,0
1,6,0,41.79290166,-87.75139652899999,10,22,0,0
1,101,0,41.797268458000005,-87.661026263,10,16,0,1
1,78,0,41.799532089,-87.73752109899999,10,21,0,1
1,101,0,41.914364945,-87.71506390399999,10,23,0,1
1,101,0,41.777848842,-87.59301126700001,10,10,1,0
2,101,0,41.994567081,-87.658972176,10,24,0,0
2,101,0,41.931957381,-87.71338726,10,24,0,0
1,101,0,41.744041531,-87.720156119,10,24,0,0
2,12,0,41.871732887,-87.716547025,10,24,1,0
2,12,0,41.871732887,-87.716547025,10,24,1,0
1,82,0,41.750975144,-87.623641998,10,24,1,0
1,101,0,41.837620984000004,-87.65600966299999,10,24,0,0
2,80,0,41.874736534,-87.707177121,10,24,1,0
2,97,0,41.798075196,-87.70613424700001,10,24,1,0
2,90,0,41.778067096,-87.698237791,10,24,1,0
1,101,0,41.764803631999996,-87.673835355,10,24,1,0
1,82,0,41.692358646,-87.623096746,10,24,1,0
2,98,0,41.894391296,-87.71384250700001,10,24,1,0
2,98,0,41.865609121,-87.695206089,10,24,1,0
1,82,0,,,9,6,0,1
2,101,0,41.808447351,-87.680786259,10,24,1,0
2,83,0,41.708029389000004,-87.56929028200001,10,24,0,1
2,87,0,41.776657573,-87.6726324,10,24,1,0
2,101,0,41.710029878,-87.62718726,10,24,1,0
2,90,0,41.884921024,-87.73561200799999,10,24,0,1
1,101,0,41.857494200000005,-87.62718615600001,10,24,0,1
2,101,0,41.761926656,-87.663708146,10,24,0,1
1,82,0,41.882221256,-87.677395839,10,24,0,0
2,101,0,41.81110824,-87.62234770200001,10,24,0,1
2,107,0,41.874852588,-87.706819824,10,24,0,1
2,101,0,41.778795193,-87.649619065,10,24,0,1
2,101,0,41.760496133000004,-87.649142607,10,24,0,1
2,98,0,41.897850152,-87.711509711,10,24,0,1
2,77,0,41.899843321999995,-87.724989478,10,24,0,0
1,101,0,41.741052774,-87.728923579,10,24,0,1
2,101,0,41.9058652,-87.725182116,10,24,0,0
2,107,0,41.872274452,-87.76458166399999,10,24,0,1
2,12,0,41.859920457,-87.706701295,10,24,0,0
1,82,0,41.772934041,-87.702999205,10,24,0,0
1,101,0,41.901663719,-87.70178614299999,10,24,0,1
1,101,0,41.759164317,-87.64303956,10,24,0,1
1,101,0,41.968983184,-87.73422374,10,24,0,0
1,101,0,41.773135639,-87.71027421299999,10,24,0,0
1,101,0,41.768071651,-87.61693233700001,10,24,0,1
2,98,0,41.751130976,-87.70608570600001,10,24,0,1
1,101,0,41.803023407,-87.677676082,10,24,0,1
1,101,0,41.993047698000005,-87.68728015,10,24,0,0
1,101,0,41.903081586,-87.76241286,10,24,0,0
1,101,0,41.928458629,-87.698346837,10,24,0,0
1,101,0,41.813003673000004,-87.69312404899999,10,24,0,0
1,82,0,41.976290414,-87.905227221,10,24,0,1
1,90,0,41.730453264,-87.596189814,10,24,0,0
1,101,0,,,10,23,0,0
0,101,0,41.916121184,-87.72896834299999,10,24,0,0
2,13,0,,,4,7,0,1
2,87,0,,,4,7,0,1
2,13,0,,,4,7,0,1
2,13,0,,,4,7,0,1
2,87,0,,,4,7,0,1
2,87,0,,,4,7,0,1
2,13,0,,,4,7,1,0
2,87,0,,,4,7,0,1
2,107,0,,,4,8,0,1
0,13,0,41.801131542,-87.61772683,10,24,0,0
0,101,0,41.902678812,-87.72563846700001,10,24,0,1
2,101,0,41.878860295,-87.726444365,10,25,0,0
2,87,0,,,4,2,1,0
2,13,0,,,4,2,1,0
2,101,0,,,4,1,1,0
1,57,0,41.893469034,-87.632648229,10,19,0,0
1,101,0,41.968317938,-87.721003237,10,22,0,0
2,101,0,41.939884215,-87.65585842799999,10,25,0,0
2,90,0,41.77744854,-87.615555807,10,25,1,0
1,101,0,41.927062858,-87.692605966,10,25,1,0
1,90,0,41.967534835,-87.783135586,10,25,0,0
2,98,0,41.687056038,-87.622118983,10,25,1,0
1,101,0,41.903341626999996,-87.667977785,10,25,1,0
2,98,0,41.877682952,-87.74596094299999,10,25,1,0
2,87,0,41.693484566,-87.624105905,10,25,1,0
1,101,0,41.827620363,-87.68008525200001,10,25,0,0
2,90,0,41.878403263,-87.760344914,10,25,0,1
1,101,0,41.686186067,-87.662744135,10,25,1,0
2,107,0,41.751928332,-87.64407726399999,10,25,1,0
1,101,0,41.928342816,-87.709762099,10,25,0,0
1,101,0,41.937060393,-87.78833362299999,10,25,0,0
2,107,0,41.765177961,-87.64593318200001,10,25,0,1
2,96,0,41.797286045,-87.65981218399999,10,25,1,0
2,101,0,41.860319588,-87.707930841,10,25,0,1
1,101,0,41.897553004,-87.68750525899999,10,25,0,0
1,101,0,41.867608211,-87.680298775,10,25,1,0
2,32,0,41.877494027,-87.67471225700001,10,25,0,1
2,101,0,41.820769911,-87.694591218,10,25,0,1
1,101,0,41.874282353000005,-87.73155837899999,10,25,0,1
2,98,0,41.883927283,-87.72821421100001,10,25,0,1
2,101,0,41.771637657,-87.64175475,10,25,0,1
2,98,0,41.88514448,-87.713571949,10,25,0,1
1,101,0,41.754874335,-87.608620441,10,25,0,0
1,101,0,41.85045273,-87.734472182,10,25,0,0
2,101,0,41.806220992,-87.67584255700001,10,25,0,1
1,101,0,41.849915823,-87.690484169,10,25,0,0
1,101,0,41.953594754,-87.77190671,10,25,1,0
2,101,0,41.764848113,-87.62328386600001,10,25,0,0
2,12,0,41.774122459000004,-87.70302423,10,25,0,0
2,98,0,41.893662056,-87.712960719,10,25,0,0
2,101,0,41.91030157,-87.68876547299999,10,25,0,0
1,77,0,41.803253595,-87.72345032,10,25,0,1
2,98,0,41.772027138,-87.677760885,10,25,0,0
1,101,0,41.806487302,-87.693849148,10,25,0,1
1,101,0,41.88973832,-87.763365381,10,25,0,0
1,101,0,41.915380994,-87.72340169,10,25,0,0
1,101,0,41.886932889,-87.648676581,10,25,0,0
1,101,0,41.991314411,-87.693345096,10,25,0,0
1,82,0,41.808509341,-87.67481779399999,10,25,0,1
1,12,0,41.92783274,-87.75220035,10,25,0,0
1,101,0,41.945104526,-87.672954532,10,25,0,0
1,101,0,41.908153686,-87.735068372,10,25,0,0
1,101,0,41.947302539,-87.74456872799999,10,25,0,0
1,101,0,41.855797220999996,-87.679383805,10,25,0,0
1,101,0,41.887843783,-87.618912007,10,25,1,0
1,101,0,41.924692250999996,-87.709624939,10,25,0,0
0,67,1,41.897098496999995,-87.67464309,10,25,0,0
0,67,1,41.861717546,-87.721386272,10,25,1,0
1,101,0,41.817487562,-87.623054868,10,24,0,0
2,107,0,,,4,16,0,1
2,107,0,41.892376532,-87.71988536399999,10,26,0,0
1,101,0,41.785076703,-87.73149861700001,10,26,0,0
1,57,0,41.866621882,-87.68542663299999,10,26,1,0
2,101,0,41.863876411,-87.692055105,10,26,1,0
1,82,0,41.924156832,-87.752468885,10,26,1,0
2,98,0,41.87802667,-87.721906346,10,26,1,0
2,101,0,41.880573606999995,-87.73868202700001,10,26,1,0
2,98,0,41.894372088000004,-87.71384269200001,10,26,0,1
1,89,1,41.772433612,-87.726260868,10,26,1,0
2,107,0,41.729635625,-87.584754385,10,26,1,0
2,98,0,41.876770146,-87.73289364600001,10,26,0,1
1,101,0,41.89613877,-87.616575359,10,26,0,1
1,77,0,41.764003661,-87.683223468,10,26,1,0
1,101,0,41.784687603,-87.687146864,10,26,0,1
2,101,0,41.899590268000004,-87.71767117,10,26,0,1
1,77,0,41.909649112,-87.744055193,10,26,0,1
2,98,0,41.762452144,-87.680629382,10,26,0,1
1,101,0,41.928642785,-87.759392088,10,26,1,0
1,101,0,41.908484805,-87.732262231,10,26,0,0
2,94,0,41.999272329,-87.660666313,10,26,0,1
1,101,0,41.733811555,-87.611198394,10,26,0,1
2,98,0,41.878861855,-87.726220357,10,26,0,0
2,98,0,41.800556105,-87.658685013,10,26,0,1
2,101,0,41.88529817,-87.713574136,10,26,0,0
2,87,0,41.732771785,-87.604728989,10,26,0,1
1,82,0,41.93180142,-87.763806922,10,26,0,1
2,98,0,41.801358685,-87.61938938700001,10,26,0,0
2,101,0,41.862918953000005,-87.709546497,10,26,0,0
1,101,0,41.810337656,-87.673970078,10,26,0,1
1,101,0,41.670743996,-87.62172392,10,26,0,1
1,77,0,41.882141861,-87.682251311,10,26,0,1
1,101,0,41.771630113,-87.576142705,10,26,0,1
1,101,0,41.705577161,-87.560848805,10,26,0,0
1,101,0,41.735841079000004,-87.65979138799999,10,26,0,1
1,101,0,41.897970876,-87.717616935,10,26,0,0
1,101,0,41.899751726,-87.714014765,10,26,0,0
1,101,0,41.92993546,-87.802785407,10,26,0,0
1,82,0,41.799532089,-87.73752109899999,10,26,0,1
1,10,0,,,7,26,1,0
1,77,0,,,8,24,1,0
0,101,0,41.962485564,-87.659593692,10,26,0,1
0,17,0,41.899526807,-87.657581818,10,26,0,1
0,101,0,,,10,9,0,0
1,101,0,41.961688351,-87.724177269,10,21,0,1
1,101,0,41.912335448,-87.675768658,10,26,0,1
1,82,0,41.887472275,-87.646173514,10,26,0,0
1,4,0,41.976290414,-87.905227221,10,26,0,1
2,13,0,,,4,14,0,1
1,101,0,41.763954889000004,-87.61118305,10,27,0,0
1,12,0,41.920912029,-87.75605516899999,10,27,0,0
1,101,0,41.710039855,-87.62479561,10,27,0,0
1,101,0,41.895505083,-87.71174182,10,27,0,0
1,101,0,41.748284035,-87.724245722,10,27,1,0
2,98,0,41.873845465,-87.763183491,10,27,1,0
2,98,0,41.750333844000004,-87.66497202299999,10,27,1,0
1,101,0,41.75062057,-87.606432825,10,27,1,0
2,98,0,41.858479031,-87.70909408200001,10,27,1,0
1,101,0,41.757342402,-87.634464469,10,27,1,0
2,101,0,41.779244532,-87.684510424,10,27,1,0
2,98,0,41.871799081,-87.71202662600001,10,27,1,0
2,13,0,41.796994465,-87.663449572,10,27,1,0
2,98,0,41.875650496999995,-87.74509096700001,10,27,1,0
2,98,0,41.760439035,-87.672201358,10,27,0,1
2,90,0,41.753643604000004,-87.64776043299999,10,27,1,0
2,25,0,41.866095145,-87.660166138,10,27,1,0
2,0,0,41.877906521999996,-87.731370157,10,27,0,1
2,98,0,41.801458378,-87.654391797,10,27,1,0
1,101,0,41.959528434,-87.73562120000001,10,27,1,0
2,98,0,41.816297189000004,-87.610400903,10,27,0,1
2,101,0,41.899847602,-87.72011874,10,27,0,1
1,101,0,41.941862345,-87.75188184,10,27,0,1
1,97,0,41.889096979,-87.70513081600001,10,27,1,0
1,82,0,41.751621679,-87.702980541,10,27,0,1
1,101,0,41.89147424,-87.687944789,10,27,0,1
1,82,0,41.746259974000004,-87.663332294,10,27,0,1
1,101,0,41.896028512,-87.728566462,10,27,0,1
2,98,0,41.893653726,-87.75066282899999,10,27,0,1
2,101,0,41.872058457,-87.68741316,10,27,0,1
1,82,0,41.878370307,-87.70724813700001,10,27,0,1
2,98,0,41.863919757,-87.722664867,10,27,0,0
1,90,0,41.76331226,-87.599416935,10,27,1,0
2,82,0,41.976489992,-87.788483018,10,27,0,1
2,82,0,41.902741094,-87.718265379,10,27,0,0
2,101,0,41.745279931999995,-87.603799742,10,27,0,0
2,82,0,41.801791293,-87.60135461200001,10,27,0,0
1,101,0,41.885503958,-87.69700961,10,27,1,0
1,77,0,41.688264775,-87.610876907,10,27,0,1
1,101,0,41.877479257,-87.69247359100001,10,27,0,0
1,101,0,41.897231388,-87.75320881,10,27,0,1
1,82,0,41.747393001,-87.58543860700001,10,27,0,0
1,101,0,42.004646804000004,-87.763878834,10,27,0,0
1,48,0,41.884601972,-87.67813166399999,10,27,0,1
1,101,0,41.728011416,-87.631342512,10,27,0,1
1,87,0,41.907813353,-87.66396378,10,27,0,0
1,101,0,41.899843657,-87.76081446200001,10,27,0,1
1,78,0,41.799532089,-87.73752109899999,10,27,0,1
1,101,0,41.984975128,-87.692327224,10,27,0,1
1,101,0,41.881519476,-87.626194599,10,27,0,0
1,101,0,41.757532138,-87.611445644,10,27,0,0
1,101,0,41.910028335999996,-87.672559388,10,27,0,0
1,101,0,41.995488589000004,-87.806817636,10,27,1,0
1,101,0,41.932729823,-87.71109386100001,10,27,0,0
1,90,0,41.720940847,-87.626221661,10,27,0,1
1,87,0,41.891368543,-87.747040238,10,27,0,0
1,101,0,41.897822655,-87.717611013,10,27,0,1
1,87,0,,,8,23,0,1
0,101,0,41.900033914,-87.658884142,10,27,0,0
0,101,0,41.870865361,-87.713933868,10,27,0,1
1,101,0,41.735675715,-87.64531358100001,10,28,0,0
1,12,0,41.991694480999996,-87.671803673,10,28,0,0
1,101,0,41.839984523000005,-87.73416978700001,10,28,0,0
1,57,0,41.773208496,-87.70300385,10,28,0,0
1,101,0,41.888580857,-87.765149527,10,28,1,0
1,82,0,41.796687726,-87.68411080799999,10,28,1,0
2,98,0,41.872746315,-87.70907644299999,10,28,1,0
2,101,0,41.879487981,-87.74636302799999,10,28,1,0
2,96,0,41.964744922,-87.714849143,10,28,1,0
2,101,0,41.78703483,-87.64432104,10,28,1,0
1,101,0,41.933249995,-87.754947962,10,28,1,0
2,90,0,41.888061242,-87.757794334,10,28,0,1
2,98,0,41.867101911999995,-87.72347532399999,10,28,0,1
1,101,0,41.904634773000005,-87.750926672,10,28,1,0
2,98,0,41.891744331,-87.72020727,10,28,0,1
2,101,0,41.860782787,-87.71696063,10,28,0,1
2,101,0,41.894141342,-87.71993458799999,10,28,0,1
2,98,0,41.897649793,-87.71150430899999,10,28,0,1
2,0,0,41.879462948000004,-87.748448987,10,28,0,1
2,12,0,41.871961962,-87.69716597200001,10,28,0,1
2,98,0,41.864129555,-87.711135364,10,28,0,1
2,98,0,41.851442887,-87.731746808,10,28,0,1
1,101,0,41.810843088,-87.70040113299999,10,28,0,1
2,101,0,41.744035293,-87.72052994,10,28,0,1
2,28,0,41.880992442,-87.70448679299999,10,28,0,1
1,101,0,41.897629725,-87.68310779,10,28,0,1
1,101,0,41.922554935,-87.770804627,10,28,0,1
1,101,0,41.909384715,-87.76510100899999,10,28,0,1
1,101,0,41.943853698000005,-87.654228484,10,28,0,1
1,101,0,41.880510488,-87.645774405,10,28,0,1
1,101,0,41.899695895,-87.72254818799999,10,28,0,0
2,98,0,41.866779752,-87.72275513299999,10,28,0,0
2,101,0,41.931728811999996,-87.751514501,10,28,0,0
2,98,0,41.858471423000005,-87.712754,10,28,0,1
1,101,0,41.860385011999995,-87.710375066,10,28,0,1
1,101,0,41.802115448,-87.58775136,10,28,0,1
1,101,0,41.824125676,-87.672672929,10,28,0,1
1,101,0,41.752952598,-87.55846692700001,10,28,0,0
2,101,0,41.87736877,-87.74516333700001,10,28,0,0
1,82,0,41.684789785999996,-87.66331509999999,10,28,0,0
1,101,0,41.906734076999996,-87.682927245,10,28,0,1
1,101,0,41.824268074,-87.670238985,10,28,0,1
1,90,0,41.892023916999996,-87.760535384,10,28,0,1
1,101,0,41.942736495,-87.70728413299999,10,28,0,1
1,101,0,41.734611593000004,-87.57687443100001,10,28,0,1
1,101,0,41.743255632,-87.601367592,10,28,0,1
1,6,0,41.788987036,-87.74147999,10,28,0,0
1,101,0,41.922422422,-87.745447905,10,28,0,0
1,12,0,41.95386239,-87.64510423,10,28,0,0
1,101,0,41.959571200000006,-87.73698484,10,28,0,1
1,101,0,41.845254663,-87.702605459,10,28,0,0
1,101,0,41.703909861,-87.537702723,10,28,0,1
1,101,0,41.719616015999996,-87.59833928200001,10,28,0,1
1,101,0,41.932435586,-87.73314729399999,10,28,0,1
1,110,0,41.906359605,-87.656591368,10,28,0,0
1,101,0,41.924770681999995,-87.76601913100001,10,28,0,1
1,87,0,41.701322347,-87.624547099,10,28,0,1
1,101,0,41.79797752,-87.597609597,10,28,1,0
1,77,0,,,2,11,1,0
0,104,0,41.894023701,-87.74948414,10,28,0,0
0,17,0,41.776848381,-87.673840285,10,28,0,0
2,87,0,,,4,7,0,1
2,87,0,,,4,7,0,1
2,87,0,,,4,7,0,1
2,101,0,,,4,9,0,1
2,12,0,,,4,9,0,1
0,58,0,41.793924612,-87.67358091700001,10,28,0,0
0,58,0,41.793924612,-87.67358091700001,10,28,0,0
2,13,0,,,4,7,0,1
2,107,0,,,4,10,0,1
2,98,0,,,4,10,0,1
2,101,0,,,4,11,0,1
2,13,0,,,3,13,0,1
2,12,0,,,4,11,0,1
2,98,0,,,4,15,0,1
2,107,0,,,4,13,0,1
2,101,0,,,4,12,1,0
2,87,0,,,4,13,0,0
2,107,0,,,4,14,1,0
2,98,0,,,4,14,0,1
2,13,0,,,4,14,0,1
2,12,0,,,4,20,1,0
2,59,0,,,4,12,0,0
2,59,0,,,4,20,1,0
2,83,0,,,4,18,0,0
2,59,0,,,4,18,0,0
2,107,0,,,4,21,0,1
2,98,0,,,4,22,0,1
2,13,0,,,4,22,0,1
2,98,0,,,4,22,0,1
2,87,0,,,4,20,0,1
2,107,0,,,4,22,0,1
2,13,0,,,4,21,1,0
2,91,0,,,5,11,0,1
2,91,0,,,5,10,1,0
2,98,0,,,4,20,0,1
2,87,0,,,4,27,0,1
2,59,0,,,5,24,0,0
2,13,0,,,5,4,0,1
2,13,0,,,5,4,1,0
2,87,0,,,5,5,0,1
2,107,0,,,4,29,0,1
2,13,0,,,4,25,0,0
2,98,0,,,5,13,1,0
2,98,0,,,5,13,1,0
2,101,0,,,5,13,1,0
2,98,0,,,5,13,1,0
2,83,0,,,6,2,1,0
2,59,0,,,6,2,1,0
2,83,0,,,6,1,0,0
2,83,0,,,6,1,0,0
2,77,0,,,2,29,1,0
2,87,0,,,4,21,0,1
2,98,0,,,5,27,1,0
2,98,0,,,5,27,1,0
2,87,0,,,5,25,0,1
2,11,0,,,4,14,0,1
2,107,0,,,5,19,1,0
2,107,0,,,5,19,0,1
2,11,0,,,3,4,1,0
2,59,0,,,5,31,0,0
2,83,0,,,5,31,1,0
2,98,0,,,5,30,1,0
2,59,0,,,5,16,0,0
2,107,0,,,4,24,1,0
2,98,0,,,4,24,1,0
2,98,0,,,5,17,1,0
2,107,0,,,5,6,0,1
2,87,0,,,5,12,0,1
2,98,0,,,5,13,1,0
2,89,0,,,5,12,0,1
2,11,0,,,4,27,0,1
2,79,0,,,5,11,0,1
2,13,0,,,4,12,0,1
2,11,0,,,1,5,0,1
2,11,0,,,2,3,0,1
2,107,0,41.859717849,-87.72620324200001,10,29,0,0
1,101,0,41.901285048000005,-87.63723155,10,29,0,0
2,101,0,41.990425132,-87.70273767399999,10,29,0,0
2,87,0,,,5,19,0,1
2,73,0,41.984109030999996,-87.660855375,10,6,0,1
2,64,0,41.909131404,-87.786403729,10,18,0,1
2,4,0,41.953900467,-87.90747260100001,10,27,1,0
2,90,0,,,10,24,0,1
2,13,0,41.939290467,-87.65895211899999,10,29,0,0
2,98,0,41.873578134,-87.764614167,10,29,0,0
1,34,0,41.888062675,-87.654544262,10,29,0,0
1,82,0,41.7410362,-87.721643047,10,29,1,0
1,101,0,41.744185161,-87.64749829200001,10,29,1,0
2,4,0,41.788552497,-87.74076528100001,10,29,1,0
2,98,0,41.872638128,-87.716479576,10,29,1,0
2,64,0,41.895003278000004,-87.62152816,10,29,0,0
1,101,0,41.7886887,-87.72172195200001,10,29,1,0
2,12,0,41.956104321,-87.71910914700001,10,29,1,0
2,101,0,41.705366882,-87.62178538100001,10,29,1,0
1,101,0,41.83663668,-87.654765038,10,29,0,0
1,101,0,41.89891629,-87.732385028,10,29,1,0
2,0,0,41.791650355,-87.671803723,10,29,0,1
2,12,0,41.855035662,-87.71124186700001,10,29,0,1
1,101,0,41.820254095,-87.600388638,10,29,0,1
1,82,0,41.817570192,-87.665183168,10,29,1,0
2,39,0,41.894962422,-87.751143109,10,29,0,1
1,101,0,41.880257779000004,-87.73546451899999,10,29,0,1
2,77,0,41.893649369,-87.714169216,10,29,0,1
1,82,0,41.875108588,-87.70595812100001,10,29,0,1
2,98,0,41.878861855,-87.726220357,10,29,0,1
1,101,0,41.910511504,-87.675938005,10,29,1,0
2,101,0,41.910104821,-87.707772084,10,29,0,1
2,101,0,41.818948551999995,-87.62633678700001,10,29,0,1
2,101,0,41.958021355999996,-87.70570069,10,29,0,1
2,98,0,41.847366846,-87.701443274,10,29,0,1
1,107,0,41.77522811,-87.709000154,10,29,0,0
1,48,0,41.91256717,-87.715007775,10,29,0,1
1,77,0,41.894046842,-87.74648684700001,10,29,1,0
2,12,0,41.746206669,-87.664545781,10,29,0,1
1,101,0,41.754564201,-87.5626512,10,29,0,1
1,101,0,41.910502347,-87.711743293,10,29,0,1
2,98,0,41.877111878,-87.723791419,10,29,0,0
1,101,0,41.92005671,-87.714597432,10,29,1,0
1,101,0,41.782352635,-87.719244942,10,29,1,0
1,101,0,41.943969820999996,-87.65391113700001,10,29,0,0
1,57,0,41.793766589,-87.63297977799999,10,29,0,1
1,87,0,41.686654673,-87.613194069,10,29,0,0
1,90,0,41.87104212,-87.755751426,10,29,0,0
1,101,0,41.851036826,-87.691706209,10,29,0,0
1,101,0,42.01276143,-87.667500931,10,29,0,0
1,101,0,41.930228041,-87.703216995,10,29,0,1
1,107,0,41.768736591,-87.729822164,10,29,0,1
1,77,0,41.953256407,-87.76063080700001,10,29,1,0
1,101,0,41.941696404,-87.723595712,10,29,0,1
1,107,0,41.960956851999995,-87.726996938,10,29,0,1
1,101,0,42.019413510999996,-87.695562199,10,29,0,1
1,77,0,41.864417663000005,-87.684351201,10,29,0,1
0,101,0,41.754303906,-87.550534489,10,29,0,0
0,101,0,41.873545204,-87.764614459,10,29,0,0
0,81,0,41.750470807,-87.655559674,10,29,0,0
0,101,0,41.877581653,-87.735371961,10,29,0,1
0,101,0,41.930633368,-87.766224435,10,29,0,1
0,17,0,41.740432213000005,-87.666833487,10,29,0,1
2,101,0,41.864037841,-87.70437395,10,30,0,0
2,90,0,41.847311964,-87.701443814,10,30,0,0
2,107,0,41.899216397,-87.641856516,10,30,0,0
1,57,0,41.904462488,-87.648118305,6,19,0,0
1,57,0,41.751305337,-87.603628907,10,30,0,0
1,101,0,41.926558908000004,-87.63129407299999,10,30,0,0
1,101,0,41.730846415,-87.573134142,10,30,0,0
2,12,0,41.949754285,-87.80101464399999,10,30,0,0
1,101,0,41.896566891,-87.63619190000001,10,30,0,0
1,101,0,41.906290669,-87.762075687,10,30,0,0
2,101,0,41.852378712,-87.622261555,10,30,1,0
1,101,0,41.89110385,-87.764249387,10,30,1,0
1,101,0,41.77867813,-87.721322129,10,30,0,0
2,98,0,41.87255706,-87.723911801,10,30,1,0
