Primary Type,Block,Domestic
1,5742,False
2,18057,False
1,6882,False
1,21638,True
2,1919,False
1,20842,False
1,19224,False
2,6041,False
1,5384,False
2,19231,False
0,10100,True
2,1270,False
2,12882,False
2,19837,False
2,3152,False
1,11384,True
1,18710,False
2,18273,False
2,2717,False
1,8647,False
0,17439,True
0,16000,True
2,16631,False
2,21124,False
2,9342,False
1,22317,True
1,10965,False
2,6694,False
2,76,False
2,4460,False
2,2575,False
2,8577,False
2,5346,False
2,14790,False
1,8525,True
2,1572,False
1,12797,False
2,3994,False
1,19577,False
2,18262,False
1,16416,True
2,9156,False
2,6284,False
2,3038,False
1,14433,True
1,18710,False
2,20915,False
1,22676,False
2,9835,False
0,14182,False
2,20717,False
2,19559,False
0,12693,False
2,21951,False
2,7673,False
2,5366,False
1,3380,False
0,22714,False
2,113,False
1,22317,True
2,12625,False
2,5681,False
1,16473,True
2,11101,False
2,1580,False
2,5429,False
0,22407,False
1,387,False
2,17157,False
1,21401,False
2,19619,False
1,586,False
1,15196,True
1,9589,True
1,809,False
1,3560,False
1,15449,True
2,21792,False
1,19880,True
2,3994,False
2,21430,False
1,13781,True
0,898,False
2,2049,False
2,16049,False
2,8743,False
1,15282,False
0,9829,False
2,1155,False
2,2055,False
2,20787,False
1,6254,False
2,18219,False
2,17400,False
2,8778,False
2,449,False
2,12474,False
2,20597,False
2,121,False
2,8915,False
2,8961,False
1,710,False
0,5887,True
0,2254,False
0,20423,True
2,2368,False
2,22822,False
2,19306,False
2,7147,False
2,15039,False
0,18763,False
2,14465,False
0,12339,False
2,19253,False
2,20943,False
2,22919,False
2,2313,False
2,1102,False
2,20280,False
1,898,False
0,7011,False
1,9419,False
1,16069,True
0,13891,False
0,2341,False
2,15459,False
2,22717,False
2,2036,False
1,19896,True
1,4855,False
1,1158,False
2,7108,False
1,10166,False
1,16541,False
1,10026,False
2,1169,True
1,13296,True
2,11277,False
1,17507,True
1,14446,False
1,5042,True
0,12242,False
1,2656,False
2,19594,False
0,5044,False
1,18395,False
0,527,False
1,12582,True
1,16589,True
1,19141,False
1,17264,True
1,20577,False
1,18833,False
1,13688,True
2,3539,False
2,2766,False
2,7158,False
1,12306,True
2,2014,False
2,18152,False
2,2892,False
2,407,False
2,4547,False
2,4547,False
2,4452,False
2,4547,False
0,13149,False
2,257,False
1,407,False
2,3731,False
2,7615,False
2,4452,False
2,2085,False
2,15452,False
0,5265,False
2,9626,False
1,5616,False
1,21401,False
2,2210,False
0,19979,False
1,19512,False
2,19443,True
2,2590,False
2,83,False
1,18915,True
1,3464,False
2,13268,False
0,20059,False
0,13467,False
2,13460,False
0,373,False
1,11682,False
1,14200,False
2,10615,False
1,21422,False
0,1207,False
1,14364,True
1,12944,True
2,6220,False
1,14131,False
2,19385,False
0,7202,False
1,1765,False
2,10382,False
1,20850,True
1,14289,False
2,21112,False
2,22766,False
1,3640,True
0,7298,True
0,7480,False
2,999,False
2,1260,False
2,2671,False
1,18912,False
2,8438,False
0,21785,True
0,18496,False
2,1153,False
2,22309,False
2,7380,False
2,9543,False
2,9543,False
2,22329,False
1,10376,False
2,11233,False
0,20655,False
2,349,False
2,17152,False
2,209,False
2,8725,False
0,2901,False
2,21524,True
0,10925,True
2,15193,False
0,18988,False
2,2319,False
2,3016,False
2,15265,False
2,6341,False
1,11734,True
2,1516,False
2,682,False
2,22310,False
0,1697,True
2,4965,False
1,19206,True
2,928,False
2,3490,False
2,3998,False
2,6685,False
2,15064,False
1,20220,False
0,21527,False
1,2964,False
1,15049,True
1,5770,False
2,14251,False
1,12417,False
1,2004,False
2,448,False
2,16293,False
0,12372,False
1,13570,True
1,13352,False
2,9619,False
2,12436,False
0,6423,False
2,18776,False
2,20448,False
1,18318,True
2,17609,True
0,4080,False
1,18851,False
1,9420,False
1,17606,True
2,287,False
0,5761,True
1,1915,False
1,14181,True
1,954,False
1,21012,False
2,6535,False
1,6845,True
1,2568,False
2,15503,False
2,209,False
1,2036,False
2,11455,False
2,19349,False
0,16202,False
0,23015,True
2,8487,False
1,18636,True
1,635,False
0,19551,False
2,20667,False
1,19892,True
2,2105,False
0,10465,False
1,3144,False
1,21116,True
2,7429,False
2,4335,False
1,13379,False
1,2405,False
2,10382,True
0,9604,True
1,7264,True
1,18013,True
2,629,False
2,209,False
1,7264,True
1,19559,False
2,4389,False
1,19415,False
1,20847,False
0,17205,False
2,15848,False
0,21359,True
2,1282,False
1,629,False
2,9998,False
1,17919,False
1,6148,False
2,2210,False
0,18470,False
1,2269,False
1,1477,False
2,4335,False
0,17563,False
0,22919,True
2,5852,False
2,6211,False
0,7849,False
1,18072,False
2,3282,False
1,5079,True
2,5717,False
1,16098,True
1,3917,False
2,4998,False
2,8518,False
2,19603,False
2,7168,False
2,9740,False
2,18051,False
2,16595,False
2,524,False
2,10277,False
2,11518,False
2,10681,False
2,8233,False
1,4685,True
1,11833,True
2,14207,False
2,14365,False
1,7408,False
2,11893,False
2,22439,False
0,13780,False
2,18942,False
0,5742,False
2,19021,False
2,15629,False
1,19991,False
1,19643,False
2,6232,False
1,187,False
1,5135,True
2,9321,False
1,17125,False
2,20731,False
2,17103,False
1,17081,True
0,9264,False
2,19503,False
0,7185,False
0,20444,False
2,16036,False
0,1356,False
2,3353,False
2,3705,False
2,3560,False
1,21951,True
2,1155,False
2,14334,True
1,18944,False
2,630,False
2,12849,False
2,1260,False
0,4601,False
2,13239,False
1,9662,True
0,5409,False
2,4642,False
2,12700,False
2,15020,False
0,784,False
1,15300,True
2,8764,False
1,1671,True
2,13346,False
2,790,False
2,20605,False
0,11454,False
1,19223,False
0,18967,False
1,18519,False
2,7718,False
0,22708,True
2,18441,False
2,15224,False
1,21126,True
1,22748,True
2,2348,False
1,2638,False
1,20009,False
2,15300,False
1,18779,True
2,4630,False
1,21451,True
1,502,True
2,3159,False
2,8328,False
1,6845,True
2,7756,False
1,18586,True
1,15615,True
1,15196,False
1,14483,True
1,1282,False
2,11434,False
1,11145,False
2,6625,False
1,11418,True
1,4646,True
2,134,False
2,19303,False
2,6823,False
1,8972,True
0,7429,False
2,6835,False
1,12008,False
2,19631,False
1,19631,False
1,3243,False
1,18799,False
2,16601,False
2,18087,False
1,16355,False
0,12473,False
2,20704,False
2,507,False
2,9991,False
1,4699,False
0,13124,True
2,7188,False
1,11204,False
2,14207,False
2,12113,False
1,20492,True
1,20279,False
0,21023,False
2,5823,False
0,18912,False
1,11,True
1,633,True
1,5747,True
1,13520,True
1,1393,False
1,20021,True
0,8369,False
2,7350,False
2,125,False
0,19776,False
1,17670,False
2,22310,False
0,22691,False
2,22310,False
2,4143,False
1,16219,False
2,209,False
2,2320,False
2,20047,False
2,9778,False
1,1008,False
2,5727,False
0,4317,False
2,5074,False
2,12941,False
2,13816,False
2,12625,False
2,20196,False
2,4001,False
0,14515,False
2,5511,False
1,19116,True
2,287,False
2,13990,False
1,7060,False
1,16458,False
1,20839,False
1,15152,True
1,3515,False
2,17900,False
1,3720,True
1,8511,False
2,1025,False
2,4916,False
1,9278,True
0,10118,True
2,3672,False
2,17354,False
0,4080,False
0,18165,True
0,18801,False
2,17109,False
1,5370,True
1,13632,True
2,4178,False
1,13664,True
1,14646,False
2,19574,False
2,7439,False
1,5148,True
1,1190,False
2,12737,False
0,18582,False
1,18788,True
2,6220,False
2,8970,False
2,449,False
2,11217,False
2,6204,False
1,7694,False
0,21152,False
0,20135,True
1,16407,False
2,23077,False
2,209,False
1,729,True
2,18109,False
1,6204,False
2,18109,False
2,10160,False
2,15293,False
2,5717,False
2,10629,False
1,6869,True
1,2660,True
2,2062,False
0,22107,False
2,8054,False
1,19989,True
1,20255,True
2,2055,False
1,4278,False
2,10042,False
1,19232,False
2,119,False
1,10859,False
1,16650,True
0,17845,False
2,17460,False
1,11599,True
1,3480,True
2,6851,False
1,10108,True
1,17053,True
2,6432,False
1,14285,False
0,13890,False
2,3985,False
2,12457,False
1,7034,True
1,4587,False
2,3791,False
2,13206,False
1,7319,True
1,20120,True
1,4031,False
1,22099,True
0,4199,False
1,17303,False
1,16948,False
0,18863,False
2,8725,False
1,13658,True
2,16681,False
0,6127,False
0,16997,False
1,449,False
0,14717,False
1,16092,True
0,11987,False
1,6278,True
0,13119,False
1,17223,True
2,22310,False
0,19545,True
1,3234,False
1,3085,False
1,21407,True
2,2409,False
2,11764,False
2,2687,False
2,19577,False
2,765,False
1,4790,False
2,1239,False
2,5309,False
2,5137,False
1,1101,False
1,12770,True
2,9525,False
1,12770,True
1,19739,False
2,2446,False
2,5742,False
2,765,False
0,21433,True
2,2467,False
2,4695,False
1,5148,True
0,2185,True
2,11772,False
2,18803,False
2,18718,False
1,8331,False
2,2368,False
2,20608,False
1,11444,False
1,17223,True
2,1359,False
0,14499,False
1,10262,True
1,10159,False
0,21551,False
2,19680,False
2,10689,False
1,19248,True
0,6263,False
1,13956,True
0,17628,False
1,12513,True
2,6320,False
2,131,False
2,1145,False
2,19341,False
2,22840,False
2,15566,False
2,17217,False
1,19456,True
2,8829,False
2,2136,False
2,14847,False
1,3792,False
2,14797,False
1,7309,True
0,19388,True
1,2664,True
2,2474,False
2,7759,False
2,20031,False
2,17825,False
1,4295,False
2,6172,False
2,18297,False
1,18314,True
0,19027,True
0,18184,False
1,16320,True
1,15808,False
1,8242,False
1,20279,True
0,1404,True
1,19091,True
0,12489,True
2,7927,False
2,7155,False
0,13255,True
1,5844,True
2,17816,False
2,2017,False
1,18872,False
2,10231,False
2,13888,False
1,17204,False
1,18318,True
2,4271,False
2,7933,False
1,23018,False
2,14426,False
1,19311,True
2,20069,False
1,11137,True
2,141,False
0,17695,True
0,10294,True
1,3650,True
1,13249,True
1,19995,True
1,3089,True
0,13464,True
1,8005,False
1,10917,True
2,2539,False
1,5733,False
1,7728,False
2,2202,False
1,21039,True
2,629,False
1,22460,True
0,16170,False
1,20230,True
0,17909,False
0,12881,False
1,3556,False
0,22238,False
1,4680,True
0,22437,False
1,7342,False
2,20582,False
0,6423,False
2,19075,False
1,17254,True
1,22524,False
1,8962,True
0,10026,True
0,9019,True
2,7545,False
2,629,False
2,13798,False
1,4767,False
1,4080,False
2,5187,False
0,2993,True
2,19989,True
2,2226,False
1,11145,True
1,20398,True
1,8107,True
1,5408,True
1,11420,False
2,3347,False
1,12792,False
1,9455,True
2,632,False
1,6992,False
1,20737,False
0,7185,False
0,22647,False
1,11599,False
1,11319,False
1,14452,False
1,1656,True
2,10298,False
0,12252,True
1,646,False
0,20220,False
2,12246,True
1,18993,False
0,4975,False
0,9951,False
2,629,False
2,10919,False
2,2702,False
0,11692,False
1,4008,True
0,18718,False
0,15576,False
2,4032,False
1,727,True
2,20861,False
1,4029,False
2,14465,False
0,15230,True
0,16252,False
0,7990,False
2,8482,False
0,22429,False
2,16072,False
0,7943,False
1,18013,False
2,6761,False
2,15211,False
2,12871,False
1,16997,True
0,12616,True
2,19885,False
1,22182,False
0,5085,False
0,16009,False
2,1161,False
2,209,False
1,18208,True
2,2080,False
1,8514,False
1,13468,False
0,13979,True
2,4001,False
0,18766,False
2,11218,False
0,3515,False
1,6622,False
2,8725,False
1,9942,False
1,15835,True
2,5294,False
2,4640,False
2,2415,False
2,8799,False
2,3016,False
1,17236,False
2,13868,False
2,10128,False
0,20568,True
0,23098,True
1,20625,False
2,4630,False
0,20945,False
2,3060,False
1,17008,False
0,1971,False
1,10351,False
2,443,False
2,3994,False
2,2636,True
1,13592,True
1,502,True
1,252,True
1,2242,True
1,1432,True
1,1142,False
1,14457,False
1,20183,True
2,12871,True
1,8514,False
2,20081,False
1,1765,True
1,585,True
1,2340,True
2,12110,False
2,14836,False
1,17402,True
1,630,False
0,16957,False
1,17249,True
0,4637,True
2,19057,False
2,3213,False
2,10191,False
0,21072,False
1,1333,True
1,19777,True
1,18023,False
2,10042,False
0,8017,False
1,13369,True
2,4002,False
1,22658,True
1,18113,True
0,20369,True
2,1785,False
0,19208,False
0,19036,True
1,18030,True
2,10665,False
2,13883,False
1,20340,False
2,4678,False
1,9329,False
1,6827,False
2,1041,False
2,17881,False
0,19197,False
2,1648,False
2,13332,False
1,7914,False
2,2633,False
2,6023,False
0,15424,False
1,2242,False
1,18927,True
2,6788,False
1,22518,False
0,19686,False
1,10260,False
2,12473,False
1,12833,True
2,20230,False
2,2621,False
2,801,False
2,945,False
0,22955,False
2,22114,False
2,12107,False
2,1697,False
1,9478,True
0,13910,False
2,14345,False
2,21607,False
2,21157,False
2,18531,False
2,16110,False
2,426,False
0,10394,True
2,3516,False
1,13254,False
0,1353,True
1,17356,True
0,7501,True
2,18867,False
1,18598,False
1,19829,True
1,380,False
0,13119,True
1,18550,False
0,16241,False
2,7620,False
1,12216,True
1,6449,False
2,12202,False
2,6702,False
2,4919,False
1,9485,False
1,15698,True
2,3218,False
1,15304,True
2,3016,False
2,524,False
1,4803,True
2,2697,False
2,1300,False
2,933,False
2,924,False
2,11178,False
1,2628,True
1,11641,True
1,11528,False
0,11528,False
2,12544,False
1,19501,False
0,20308,False
1,19885,False
2,4547,False
2,8944,False
2,1220,False
2,14452,False
1,19643,True
1,387,False
1,14213,True
0,18637,False
2,19476,False
2,765,False
2,4704,False
1,20771,True
2,21524,False
2,12690,False
1,5255,True
2,18161,True
2,136,False
1,3234,False
0,21468,False
1,19781,True
2,7525,False
2,22663,False
1,8342,False
2,13831,False
2,8981,False
0,1181,False
2,6801,False
1,6360,False
2,20191,False
1,6254,False
2,5159,False
2,3972,False
1,11197,False
2,21757,False
2,5698,False
2,13628,True
2,387,False
2,16512,False
0,18033,False
0,5509,False
2,5499,False
0,20009,False
2,10239,False
2,407,False
2,8408,False
0,629,False
1,13252,True
1,21766,True
0,11775,False
1,16330,True
1,10920,False
2,2611,False
1,7124,True
1,18170,True
0,3488,False
1,12531,False
1,15196,False
1,11887,False
2,19302,False
1,20155,True
1,125,False
2,4487,False
1,20038,False
2,14914,False
0,22114,False
2,11050,False
2,4487,False
1,3249,False
1,5639,False
1,1186,True
0,2337,False
1,12492,False
0,2037,False
1,19355,False
2,6220,False
1,18220,True
2,17825,False
1,16574,True
2,611,False
0,7967,False
2,2633,False
2,8512,False
0,14037,False
1,21339,True
2,8772,False
2,9677,False
1,4934,False
0,9182,False
2,22620,False
2,18272,False
1,14140,True
2,15068,False
1,1541,True
0,5480,False
2,856,False
2,22310,False
1,4948,False
2,11120,False
2,22250,False
0,5944,False
2,2368,False
0,10113,False
1,13310,False
2,16709,False
2,13978,False
1,6254,False
1,13595,False
1,4214,False
2,17538,False
2,16088,False
2,3994,False
1,22083,True
2,16553,False
1,5379,True
1,5756,True
2,11864,True
1,18225,False
2,17670,False
0,19911,False
2,5646,False
2,7754,True
2,14836,False
2,15837,False
1,15576,False
1,19631,False
2,4002,False
0,19299,False
2,12681,False
0,1190,False
1,9064,False
1,3344,True
1,18085,False
1,16276,True
1,1187,True
1,22382,False
1,6423,True
0,19428,False
2,19928,False
2,3998,False
2,9787,False
1,19984,False
1,4003,True
2,22771,False
1,3475,False
2,7360,True
2,10694,False
1,5721,False
2,20951,False
1,5475,False
0,17287,False
1,1754,True
2,13969,False
1,16790,False
0,1187,True
2,9619,False
2,8635,False
2,22569,False
1,21208,False
2,11039,False
2,22731,False
2,8725,False
2,22696,False
1,22702,True
2,6587,False
1,18043,True
1,9859,True
2,8878,False
2,4178,False
2,6494,False
2,8049,False
2,21150,False
1,3629,False
1,11947,False
0,6028,False
2,3394,False
1,18796,False
2,629,False
2,4702,False
2,209,False
1,10535,True
1,5780,False
1,18361,False
1,4944,True
0,13697,False
0,13254,False
2,3831,False
1,15196,False
1,3028,True
2,12461,False
0,2976,True
1,16455,True
1,19286,False
1,1370,False
1,22835,True
1,11152,True
1,3018,False
0,1829,False
1,651,False
1,19472,False
2,5626,False
2,4768,False
2,9619,False
1,20464,True
1,23063,False
1,10724,True
1,15985,False
2,17087,False
1,20009,True
1,13592,False
2,8305,False
1,18361,True
1,22766,False
0,21760,False
1,1931,False
1,3239,True
1,5079,False
1,15837,False
1,17370,False
2,1852,False
1,338,False
1,17395,True
2,2178,False
2,15001,False
2,9987,False
1,18036,False
0,19862,True
1,20040,True
1,407,False
1,17035,True
2,5296,False
2,5296,False
1,8659,True
1,22356,True
0,18637,True
1,11942,True
1,8589,False
2,5296,False
2,5296,False
2,20401,True
1,12925,False
2,22811,False
2,16045,False
1,10166,False
2,13841,False
2,11747,False
2,3742,False
2,2666,False
2,2794,True
2,9245,False
2,12829,False
2,17331,False
1,2243,False
2,3518,False
2,11898,False
1,11204,False
2,9456,False
2,13317,False
1,16314,False
2,761,False
2,20111,False
2,18391,False
2,18017,False
2,19845,False
2,17794,False
2,4637,False
2,9363,False
2,17601,False
1,9182,True
0,16240,False
2,18308,False
2,13118,False
1,19657,False
2,22889,False
0,2352,True
2,2313,False
2,3171,False
2,5568,False
2,5479,False
2,15503,False
2,4469,False
1,19139,False
0,20586,True
2,2192,False
0,7126,False
1,4915,False
1,17743,False
2,4281,False
2,14452,False
1,19995,True
2,2755,False
2,835,False
2,14847,False
2,13688,False
2,1930,False
2,19268,False
2,3820,False
2,1914,False
2,21738,False
2,13844,False
2,5579,False
2,2216,False
2,3994,False
2,10764,False
2,3016,False
1,2309,True
2,15599,False
0,19377,False
2,18725,False
2,20703,False
1,15680,True
1,8241,True
1,9942,False
2,19060,False
2,13118,False
2,7457,False
1,17280,False
2,916,True
0,11217,False
2,4029,False
2,18109,False
1,14739,False
1,18043,False
0,4873,False
1,5491,False
1,20098,False
2,17256,False
1,2931,True
2,1866,False
1,18734,False
1,7231,True
2,19181,False
1,19948,True
0,6669,True
1,19134,False
1,3488,False
2,198,False
2,8553,False
2,3542,False
2,4998,False
2,1967,False
2,1291,False
2,11197,False
2,9290,False
2,934,False
2,6503,False
2,1280,False
2,2672,False
2,9284,False
2,574,False
2,2490,False
2,3321,False
2,1330,False
2,6515,False
2,3661,False
2,8986,False
2,5910,False
2,6464,False
2,3969,False
1,10963,False
2,5562,False
2,3297,False
2,4143,False
2,2716,False
2,3202,False
1,6695,False
2,3034,False
2,629,False
1,4006,False
1,20113,True
0,5093,False
1,19056,True
1,13464,False
0,2038,False
0,17116,True
1,18317,True
2,6220,False
2,13990,False
0,957,False
2,2196,False
1,4330,False
1,1119,True
1,18178,False
1,11730,True
0,7141,False
1,18773,True
1,4554,True
0,5394,False
0,2079,False
1,22769,True
1,13943,True
1,21051,True
1,14966,False
1,5137,False
1,11763,True
1,18737,True
2,2222,False
1,10753,True
1,3192,True
1,6718,True
0,111,True
1,8957,False
1,22185,False
2,4094,True
1,11849,False
2,721,True
1,16301,True
1,9785,False
1,21795,False
0,15037,False
0,4810,False
1,14465,True
0,14436,False
2,4275,False
2,19631,False
1,19591,False
2,15293,False
0,18170,True
1,17381,True
2,16548,False
2,16882,False
2,1032,False
1,10343,True
1,19531,True
2,1114,False
0,20492,False
2,1032,False
2,14872,False
2,2320,False
1,19362,False
2,4816,False
1,3616,False
1,16542,True
2,12478,False
2,1114,False
1,6132,True
2,2079,False
1,5827,False
2,21475,False
0,9987,False
2,9139,False
1,13410,False
2,22310,False
1,15428,True
0,14982,False
1,7749,True
0,10664,False
2,7615,False
1,6415,False
2,3781,False
2,696,False
1,19691,True
2,5316,False
1,3426,True
2,13859,False
2,18337,False
1,954,False
2,3033,False
2,18909,False
1,2625,True
0,5827,False
0,18732,True
2,3289,True
1,19309,False
2,3292,False
2,1158,True
2,894,False
2,5278,False
1,12213,False
1,19852,True
2,629,False
0,6935,False
2,4134,False
2,17888,False
1,12792,False
1,10550,True
2,13249,False
0,564,False
1,12481,False
2,10970,False
0,22460,False
2,9543,False
2,4279,False
1,11332,True
2,22310,False
2,2745,False
1,15779,False
1,10753,True
2,1600,False
2,9044,False
2,6968,False
2,7874,False
2,10154,False
2,552,False
2,4281,False
1,21524,True
2,3085,False
1,6233,False
1,10328,False
2,20534,False
2,9971,False
1,14966,False
1,20766,False
1,2934,False
0,11989,False
2,759,False
2,19631,False
1,2760,False
1,13362,True
1,14450,False
2,9543,False
1,6979,True
2,5908,False
2,13894,False
1,19082,True
2,5401,False
2,9305,False
2,4994,False
0,21554,False
2,21287,False
2,1101,False
1,1951,True
1,6952,True
1,9823,False
1,7302,False
1,12234,False
0,19567,True
2,20534,False
0,1609,True
2,7261,False
1,407,False
0,23035,True
1,15974,True
1,20031,False
1,16963,True
2,10202,False
0,4133,False
0,4884,True
1,4944,True
1,18013,True
1,5364,False
0,12693,False
0,3031,False
1,12473,False
2,8174,False
2,410,False
1,19601,False
2,784,False
0,12370,False
1,12341,False
2,20721,False
2,577,False
1,14335,False
2,19903,False
0,1084,False
0,19010,True
0,3234,False
2,11624,False
2,12266,False
2,8342,False
1,20708,True
1,20004,False
1,3749,False
1,20982,True
2,4256,False
2,8027,False
2,22819,False
2,629,False
0,3009,False
1,9683,True
2,15095,False
2,10921,False
2,1901,False
1,15037,True
0,11325,False
2,22379,False
2,19591,False
2,9831,False
2,7775,False
2,1527,False
2,21353,False
2,9992,False
2,2745,False
1,532,False
2,13254,False
2,7738,False
1,19832,True
2,3016,False
0,8634,False
1,5872,True
2,22569,False
2,20858,False
2,209,False
2,6522,False
1,5961,True
2,349,False
2,15092,False
2,14452,False
0,21830,False
2,14874,False
2,1328,False
2,6763,False
1,19739,False
2,14765,False
2,3924,False
2,12786,False
2,2358,False
2,6975,False
2,18398,False
2,13415,False
1,22035,False
2,4153,False
2,209,False
0,16220,True
2,21729,False
2,4279,False
1,9008,False
2,19396,False
2,130,False
2,20081,False
2,19608,False
0,21081,False
2,4839,False
2,19804,False
0,12611,False
2,3758,False
2,2702,False
2,4335,False
2,9111,False
2,3690,False
2,4925,False
2,19342,False
1,22065,True
2,21575,False
2,19977,False
1,16412,True
0,1831,False
2,1700,False
1,18061,True
1,2666,False
2,17379,False
2,1700,False
1,20814,True
1,13589,False
1,20018,True
2,21208,False
2,4960,False
2,14031,False
2,21269,False
1,526,False
0,1858,False
2,765,False
1,8221,False
1,22653,False
1,12403,True
1,1352,False
1,6157,True
2,11217,False
2,1060,False
2,18109,False
2,8511,False
2,1043,False
1,21399,False
0,21552,False
2,696,False
0,19602,False
2,2534,False
1,12645,True
2,9408,False
1,7262,True
1,4215,True
1,2355,False
1,12556,True
1,11535,True
0,13544,False
1,8309,False
1,1980,False
1,8972,True
1,18906,True
2,10424,False
0,9731,False
1,11702,False
1,11024,False
0,18059,True
1,16684,True
2,16822,False
2,11506,False
2,524,False
2,1032,False
2,1700,False
2,20260,False
2,17413,True
2,10014,False
2,1700,False
1,19073,True
2,8891,False
1,985,False
1,7691,True
1,23052,False
2,4634,False
2,19468,False
1,5038,True
1,20058,False
1,8710,False
0,12700,False
1,3289,False
1,17590,True
1,23108,False
1,204,True
1,19921,True
1,18550,True
1,5893,False
0,18509,True
1,2067,False
1,20451,True
1,6288,True
1,22709,False
1,13698,True
1,18635,False
1,450,True
1,20078,True
2,1623,False
1,18369,True
1,3649,True
2,10231,False
2,3994,False
2,778,False
1,14912,True
0,9988,False
2,9358,True
1,9119,False
1,5103,False
2,11570,False
2,15479,False
2,9178,False
1,18178,True
0,13456,False
1,4476,True
2,2681,False
2,7129,False
2,696,False
2,1971,False
1,10978,True
2,7511,True
1,4469,False
1,16614,True
1,7653,True
1,16359,True
1,3380,False
2,4239,False
2,20614,False
0,11322,True
2,12469,False
0,6523,False
1,6126,False
2,4414,False
1,5004,True
2,19512,False
2,7412,False
1,18204,True
2,3994,False
0,10279,False
2,7581,False
1,6518,True
1,18796,True
2,1170,False
0,4981,False
2,13372,False
2,23083,False
1,6341,False
2,3937,False
1,11688,False
2,20048,True
1,20213,False
2,209,False
1,4001,False
2,11553,False
0,8306,True
0,16545,False
1,19032,False
2,1114,False
2,13621,False
1,19862,True
2,22309,False
1,15705,True
1,10759,True
0,696,False
1,10717,True
2,12237,False
2,5312,False
2,629,False
2,12625,False
2,2269,False
0,21152,True
2,16002,False
2,13310,False
2,19075,False
1,21232,True
0,16828,False
2,6971,False
0,19872,True
1,14118,True
2,287,False
0,16964,False
1,22149,True
2,22638,False
1,1941,False
2,18245,False
2,18326,False
2,17145,False
0,7691,False
1,18919,True
2,18511,False
1,18994,False
2,13688,False
1,20193,False
1,19307,True
2,19031,False
2,8837,False
1,6031,False
1,17999,True
2,6019,False
0,457,True
2,2677,False
1,8383,True
2,4001,False
1,13319,False
2,20534,False
1,19534,True
1,19972,True
2,2348,False
2,4589,False
2,15293,False
2,22546,False
1,11848,True
0,9430,False
1,11322,True
1,2618,True
2,2671,False
1,19188,False
1,5209,True
1,12076,True
2,21083,False
1,20074,True
2,15281,False
1,6172,True
0,18013,False
0,10132,False
1,6116,True
0,22257,False
1,1312,True
2,15242,False
1,13808,True
1,14318,True
0,955,False
1,3605,True
2,21601,True
0,19169,True
1,15727,True
1,20452,True
1,19760,True
0,13905,True
2,7850,False
1,16325,False
0,21854,True
2,4468,False
2,4396,False
2,7313,False
2,1705,False
2,12625,False
1,22891,False
1,18274,True
1,18983,False
1,9778,False
1,7416,False
1,345,False
2,8126,False
0,5236,False
1,3038,False
1,20806,False
2,7983,False
2,12910,False
2,2851,False
2,3600,False
2,2745,False
2,15678,False
0,113,False
1,11228,True
2,13917,False
2,12378,False
1,12599,False
0,13092,False
2,15631,False
2,13492,False
1,20200,False
1,14812,True
1,20484,False
2,4630,False
0,1029,False
2,3276,False
1,19586,False
1,13488,True
1,12355,False
1,5770,False
1,5700,False
2,16811,False
1,4655,True
1,12236,True
2,20003,False
0,1296,False
1,5501,True
0,10610,False
1,3329,True
1,12105,True
1,9143,True
1,11750,False
1,13641,True
0,2411,True
1,10363,False
1,7749,False
1,2938,False
1,19671,True
1,11716,False
1,8864,False
1,19982,False
1,5774,False
1,10233,True
2,3218,False
1,3466,False
2,6827,False
1,20816,False
1,18191,False
1,10116,False
2,2036,False
0,14528,False
2,6977,False
1,19577,False
1,6640,False
2,7230,False
1,21437,True
1,10213,True
1,13743,True
2,5661,False
1,16175,False
2,17800,False
0,111,False
1,19509,True
1,15347,False
2,15099,False
2,10251,False
1,2328,True
1,19203,True
1,15566,False
1,21437,True
1,17279,False
1,12430,False
1,20850,True
1,19812,True
1,19052,True
2,2247,False
2,10107,False
1,5085,True
1,16308,False
1,18621,True
0,19547,False
1,8393,False
2,2186,False
1,4304,True
2,4828,False
2,7597,False
2,3085,False
1,11672,True
1,18620,True
2,18732,False
1,9941,False
0,3616,False
1,2320,False
1,10661,True
1,7647,False
1,11897,False
1,21304,False
1,14541,False
2,18646,False
0,11395,True
2,8136,False
2,18271,True
1,2572,True
0,3194,False
2,5027,False
1,6580,False
2,919,False
1,3981,False
1,7531,False
1,22238,False
1,6803,False
1,20805,True
1,10497,True
1,12511,True
1,4125,False
1,5181,False
1,10709,False
2,948,False
0,21752,False
1,14568,True
2,5341,False
1,7985,True
1,10538,True
1,1660,False
1,18002,False
2,5924,False
2,10150,False
1,5067,True
1,6258,True
1,22617,True
1,3554,False
2,3182,False
1,9888,True
1,12530,False
0,2343,False
1,1684,False
1,19559,True
1,5546,True
0,445,False
2,10061,True
1,15385,True
1,12473,False
1,20510,True
1,15221,False
0,12449,False
1,11324,True
1,10429,False
1,481,True
0,20713,True
1,19918,True
2,9908,False
2,7471,False
2,5588,False
0,14805,False
1,5303,True
1,11442,True
0,19633,False
1,5341,False
2,18769,False
1,18548,True
1,217,False
0,15360,False
2,3525,False
2,11642,False
2,18600,False
2,2987,False
2,5512,False
2,14317,False
2,198,False
2,1330,False
1,19395,False
1,19763,True
0,4290,True
2,21829,True
2,739,False
0,18893,False
2,13029,False
0,9877,False
2,10160,False
2,2686,False
2,8127,False
0,9331,False
1,21102,True
2,10546,False
2,14685,False
2,16630,False
1,17606,True
2,1977,False
