Primary Type,Block,Domestic
2,12089,False
2,13963,False
2,3200,False
2,1660,False
2,387,False
1,7581,False
2,15603,False
2,603,False
2,17400,False
2,1183,True
2,19575,False
2,198,False
2,10642,False
2,1456,False
1,19014,True
2,76,False
2,4224,False
1,18749,False
0,8685,False
0,582,False
1,17484,True
1,8449,False
1,11965,True
1,3276,False
1,11038,False
2,21757,False
1,16717,False
1,9049,True
0,11010,False
2,16219,False
2,21446,False
0,3068,True
2,7926,False
1,22310,False
2,9277,False
1,9149,True
1,6228,False
1,21602,False
1,17419,True
2,1032,False
2,5276,False
0,7112,False
2,22319,False
2,2784,False
2,3809,False
2,17643,False
2,21881,False
0,3935,True
2,4965,False
1,2265,False
2,2675,False
2,1539,False
2,5290,False
2,7597,False
2,16949,False
1,547,False
2,6578,False
1,18563,False
0,22281,False
2,1893,False
2,13948,False
2,22402,False
2,198,False
2,18497,False
2,4560,False
2,2687,False
0,19763,True
2,23048,False
2,11289,False
2,17362,False
2,12556,False
2,21851,False
2,1852,False
1,2161,False
2,14279,False
1,18470,False
0,4620,False
2,11217,False
1,10362,False
2,4080,False
1,10497,True
2,3820,False
1,7198,False
1,6851,False
1,10657,False
2,21540,False
2,5276,False
2,454,False
1,22691,True
1,8368,True
2,16622,False
2,23055,False
2,22565,False
2,4307,False
0,7259,True
2,12932,False
0,10570,False
2,4149,False
2,4746,False
2,9478,False
2,16056,False
2,20260,False
2,577,False
2,899,False
2,5878,False
2,152,False
1,23048,False
2,4056,False
2,12481,False
1,2360,False
2,4279,False
2,4056,False
2,1661,False
2,6660,False
2,16300,False
2,20259,False
2,2273,False
1,4731,True
2,20024,False
1,621,False
1,21132,True
1,5220,True
1,593,True
1,11198,False
1,410,False
1,20121,False
2,18694,False
1,3920,False
2,6045,False
1,8368,True
1,17784,False
1,912,False
1,17046,True
2,21645,False
0,2210,False
1,11436,False
0,20496,True
2,15293,False
1,4240,True
1,21380,True
1,10839,False
1,1014,True
1,21422,True
2,551,False
1,944,False
1,18180,True
2,14300,False
1,22056,True
0,22,True
1,18149,True
2,15799,False
0,20511,True
2,620,False
2,21522,False
2,21932,False
2,5290,False
0,16876,True
2,17803,False
0,19172,False
0,19920,False
1,14294,True
1,16928,False
1,19700,False
2,970,False
2,4478,False
1,18369,True
2,16,False
2,6483,False
1,21520,False
2,141,False
2,18191,True
0,6482,False
2,5185,False
2,12730,False
2,14979,False
1,19072,True
2,17812,False
2,19057,False
0,5102,False
1,21977,True
2,4355,False
0,3556,False
2,15902,False
2,14871,False
2,8477,False
2,4920,False
1,14871,False
0,10607,False
0,6711,False
2,14313,False
1,6745,False
1,5000,True
2,4581,False
2,13686,False
2,9196,False
1,18209,True
1,5915,True
1,3539,False
2,4920,False
1,271,False
2,23080,False
1,1282,False
1,19773,True
1,15581,False
2,13379,False
1,14726,False
2,122,False
1,14256,False
2,20951,False
1,8999,True
1,19700,True
0,12888,True
1,16998,False
0,18051,True
0,9153,False
1,20574,False
2,2210,False
1,4040,False
2,3511,False
0,21822,False
2,22032,False
1,3864,False
1,17449,False
0,21942,False
1,18013,True
0,8309,False
0,20067,False
2,345,False
0,4028,False
1,11432,True
1,20200,False
1,4040,False
1,22056,True
1,6369,False
2,8413,False
2,3915,False
0,629,False
2,7536,False
2,22462,False
2,2457,False
0,15098,True
0,3719,False
2,15678,False
1,1145,False
2,11550,False
1,1125,False
0,18051,True
2,1913,False
1,12209,False
2,3994,False
1,11763,True
0,13379,False
1,3413,False
2,4261,False
2,209,False
2,2193,False
2,269,False
2,4965,False
1,20401,True
1,716,False
2,247,False
2,125,False
0,13273,False
1,5049,False
1,18175,False
0,16929,True
2,3903,False
0,5655,False
1,14716,False
1,14584,False
1,19311,False
2,1508,False
2,15139,False
0,3276,False
0,8180,False
1,12656,False
1,20777,False
1,22979,False
1,8246,True
1,12217,False
2,16581,False
1,19647,True
2,8174,False
0,20067,False
1,16964,False
1,6281,False
1,22225,False
1,7803,False
1,21219,False
1,6300,False
1,8427,False
1,10437,False
1,7598,True
0,15914,False
2,22309,False
2,20013,False
0,11641,False
1,11064,False
0,6527,False
2,19518,False
1,7386,False
2,13990,False
2,13593,False
2,1003,False
2,6984,False
2,16998,True
2,15347,False
1,18828,False
0,16067,False
1,9122,True
2,7216,False
2,884,False
1,11883,True
1,17961,False
1,5900,False
2,287,False
2,776,False
1,10661,True
2,13661,False
0,14237,False
0,6889,False
1,15594,False
2,9143,False
0,1276,False
1,15453,False
2,8760,False
1,20318,True
2,5006,False
2,18990,False
1,8174,False
1,2154,False
1,533,False
2,3551,False
1,13965,False
1,15500,True
1,12022,False
0,17239,False
1,11434,False
1,980,False
2,12242,False
1,7020,False
1,4314,False
2,70,False
1,19994,True
2,3837,False
2,20188,True
1,6587,True
0,18793,True
2,2346,False
1,13644,False
1,22329,False
2,4847,False
2,198,False
1,19638,True
1,3109,False
1,14883,False
1,19082,False
1,1046,False
0,11218,False
0,15901,False
0,4731,True
2,18952,False
1,2001,True
1,15949,True
0,2899,False
2,9128,False
2,11566,False
2,22432,False
2,545,False
2,9750,False
2,190,False
2,10264,False
2,17538,False
0,15709,False
2,15855,False
2,3036,False
0,9829,True
1,11506,True
2,3180,False
2,12461,False
2,3616,False
2,8523,False
2,4598,False
2,2594,False
2,8405,False
2,12109,False
1,16464,False
2,22328,False
2,8113,False
2,4317,False
1,17507,True
2,19663,False
2,18013,False
2,10612,False
2,19710,False
2,1497,False
2,2475,False
2,9478,False
1,16811,True
1,11322,True
2,18797,False
2,3368,False
2,15588,False
1,17511,False
0,16883,True
1,20049,True
2,23055,False
2,3265,False
0,7791,False
2,2932,False
2,14757,False
1,14963,False
2,14807,False
1,20091,False
2,10965,False
2,5139,False
2,5163,False
2,8081,False
2,3265,False
2,15059,False
2,21313,False
1,19004,True
2,7074,False
2,23064,False
2,13871,False
1,8933,False
2,3368,False
2,1114,False
0,9942,False
0,21337,False
2,14403,False
0,16360,False
2,17035,False
2,12895,False
2,13871,False
2,12586,False
2,2076,False
2,16542,False
2,12273,False
1,5524,False
0,17165,True
0,15189,False
2,16737,False
2,6719,False
2,9694,False
1,11681,False
2,9341,False
0,16148,False
0,12459,False
2,4835,False
1,22198,True
2,11229,False
2,562,False
1,16780,False
2,19863,False
1,18190,False
2,8406,False
2,5216,False
1,18849,True
1,11752,False
1,20651,True
2,16161,False
2,7707,False
0,20945,True
0,17866,False
2,1234,False
1,13141,True
1,11864,True
1,20577,True
1,5914,False
0,4240,False
1,10089,True
1,9454,True
1,19531,True
0,13708,True
2,659,False
1,11326,False
1,18530,True
1,726,True
1,10121,False
2,22310,False
2,12622,False
1,1818,True
2,22638,False
2,22638,False
1,9887,False
2,10240,False
1,17020,False
1,4835,False
2,20491,False
1,1497,False
0,6882,False
1,2328,False
1,19615,True
1,19062,False
1,407,False
2,7176,True
1,9084,True
2,387,False
1,19749,True
1,5432,True
1,4478,False
1,109,False
2,13926,False
2,7797,True
1,252,False
2,4828,False
1,3289,True
1,4374,False
1,20238,False
1,13750,False
0,10841,False
2,10709,False
2,8917,False
2,12932,False
1,2029,False
2,1519,False
0,12450,False
1,13313,True
2,5994,False
2,9478,False
2,20063,False
1,20810,False
2,8821,False
0,2900,True
2,1302,False
1,5621,True
1,12625,False
2,21757,False
2,10426,False
1,16773,False
0,16992,False
2,12088,False
0,9851,True
1,194,False
2,20842,False
0,17229,False
0,9581,False
0,18859,True
1,4039,True
1,2090,True
1,14155,False
0,769,False
1,634,False
1,6417,True
2,209,False
0,21527,False
1,19292,False
1,22225,False
2,17538,False
2,66,False
1,7341,False
2,17896,False
2,12088,False
2,10160,False
1,4906,True
0,10922,False
2,9556,False
2,18326,False
1,9865,False
0,17320,False
2,449,False
2,13667,True
2,119,False
2,19856,False
2,629,False
1,834,False
2,629,False
2,1327,False
2,22938,False
1,6592,False
2,3685,False
2,2080,False
2,20752,False
0,21128,True
0,11428,True
2,8477,False
2,11233,False
1,18065,True
2,10228,False
2,8891,False
1,3653,True
1,9505,False
2,15048,False
2,20317,False
1,183,False
1,9198,False
2,6142,False
2,3646,False
0,10915,False
1,20168,True
0,17893,False
1,19218,False
2,11919,False
1,11284,False
0,20209,False
0,5235,False
1,15049,True
2,4031,False
0,4340,False
1,23063,False
2,4869,False
1,8364,True
1,12209,False
2,17229,False
1,18773,True
2,3856,False
2,20766,False
1,10069,False
1,3394,False
1,17461,True
2,629,False
1,14676,True
1,994,False
2,3368,False
1,526,False
1,8077,False
2,1346,False
1,23056,False
0,254,False
0,6847,False
1,4738,True
0,18156,False
1,2135,False
0,3567,False
1,17906,False
1,727,True
1,23018,False
0,23042,False
2,19705,False
2,136,False
2,95,False
2,9331,False
2,427,False
2,3213,False
2,22624,False
2,18604,False
2,876,False
2,19591,False
2,9623,False
1,23056,False
2,11746,False
0,14458,False
1,20846,True
2,21741,True
0,6431,False
2,10621,False
2,442,False
0,17166,False
1,10584,False
2,4345,False
1,23056,False
2,6114,False
1,6159,False
2,4178,False
1,5477,True
1,14872,True
0,21192,True
1,6738,True
2,15971,False
1,17454,True
1,20245,False
1,16323,False
2,18327,False
1,14861,False
1,9733,True
1,3595,False
1,1210,False
1,3621,False
1,22196,True
0,9093,False
1,13048,False
2,8725,False
1,1239,False
1,5432,False
2,15965,False
1,5594,True
1,18604,True
2,17187,False
1,197,True
2,15837,False
1,445,False
2,136,False
2,1339,False
0,19347,False
0,1359,False
1,12897,True
1,15664,False
2,4335,False
2,2510,False
1,11687,True
1,4702,False
2,9417,False
1,12832,False
1,18631,True
1,9298,False
0,10064,True
0,19439,False
0,2243,False
1,708,True
2,21764,False
1,22081,True
1,21289,True
0,7930,False
2,20911,False
0,18593,False
2,10039,False
1,19297,False
1,1239,False
1,2932,True
1,9585,False
2,20534,False
1,19403,False
1,635,False
2,20751,False
1,19326,False
2,9699,False
1,6745,True
1,6409,False
0,4655,True
1,3841,True
0,16055,True
1,22523,True
1,18065,False
0,7204,False
0,20063,False
2,14587,False
2,4458,False
1,15673,False
2,1270,False
2,2079,False
2,5216,False
2,19064,False
2,21083,False
2,9964,False
2,15771,False
2,16967,False
2,4006,False
2,9621,False
2,2541,False
2,789,False
2,12740,False
1,13979,True
0,10382,False
0,954,False
2,22810,False
2,17888,False
0,8520,True
0,7105,False
1,5600,True
2,15228,False
2,5938,False
2,9641,False
2,16885,False
1,4986,False
1,4986,False
2,20925,False
2,20214,False
0,17816,False
2,14742,False
1,708,True
2,10023,False
1,20313,False
2,19946,False
2,11624,False
1,19690,False
2,6884,False
2,7880,False
2,5525,False
2,16875,False
0,5946,False
1,15927,False
2,15771,False
2,22485,False
2,5461,False
1,5460,False
2,9078,False
2,21285,False
2,9290,False
1,1774,True
1,14903,False
2,6869,False
2,14600,False
1,15844,True
1,16386,False
0,18901,False
1,22425,False
0,21402,True
2,22725,False
2,14568,False
1,22897,True
2,14698,False
2,812,False
2,8783,False
2,129,False
2,11217,False
2,8783,False
2,13894,False
2,14818,False
2,13625,False
0,2925,False
1,6139,False
2,12459,False
0,18657,False
1,11231,True
1,21023,True
2,12031,False
2,13129,False
2,20598,False
2,19081,False
1,18616,False
2,2165,False
2,11703,False
2,12417,False
2,2165,False
1,19678,True
1,14753,False
2,1296,False
2,449,False
2,682,False
2,2603,False
2,8721,False
2,18367,False
2,22453,False
2,19358,False
2,7509,False
2,8725,False
1,8133,False
1,22278,False
2,14476,False
1,11024,False
1,7724,False
2,14409,False
1,14385,False
0,4026,True
1,5600,True
1,4203,False
0,8363,False
1,8731,True
2,9092,False
1,17788,True
2,18483,False
2,2216,False
1,7346,True
1,1436,True
0,2381,False
2,18330,True
1,1956,True
1,17371,False
1,1136,False
1,19547,True
2,20766,False
1,9564,False
1,3867,False
1,2484,True
2,20575,False
0,10407,True
1,5359,True
2,2218,False
1,14399,False
2,19234,False
0,12944,False
1,287,False
1,21520,True
2,3085,False
1,10630,False
2,11145,False
1,18292,False
2,12675,False
1,450,False
2,8477,False
2,18111,False
2,185,False
0,450,False
0,17386,False
0,18486,False
0,15005,False
1,387,False
2,10089,False
1,411,False
0,9080,False
2,2878,False
1,6442,True
0,11956,False
2,16088,False
1,17799,False
1,16732,False
1,19045,False
2,19186,False
2,19027,False
1,12700,False
2,4413,False
2,2079,False
2,13309,False
2,7673,False
2,14940,False
1,7185,False
1,22434,False
2,1171,False
1,16426,False
2,22663,False
2,16266,False
1,2346,False
0,19170,True
1,14147,True
2,634,False
1,9853,False
2,10382,False
1,581,True
2,19885,False
0,19656,False
2,6001,False
2,12681,False
2,629,False
2,528,False
2,13818,False
2,6851,False
2,4918,False
1,4277,True
1,17704,False
1,1357,True
2,18187,False
1,11171,False
1,12897,True
0,15189,False
2,4500,False
2,4811,False
1,15230,False
1,5394,False
0,18478,False
1,1315,True
2,19989,False
1,7050,True
1,5103,True
1,17873,True
1,1818,True
1,17364,False
2,6037,False
2,19642,False
2,691,False
1,19357,False
1,17900,True
1,1056,False
2,1818,False
1,1417,False
2,6801,False
1,11445,False
2,12604,False
2,6616,False
1,13265,False
1,12483,True
1,13372,False
2,1503,False
1,16464,False
2,15215,False
1,18266,False
2,20354,False
2,15719,False
1,20034,True
1,20121,True
2,2274,False
1,20025,False
1,12791,True
1,22055,True
2,1207,False
1,8618,False
0,1541,False
1,14229,False
2,14724,False
2,11624,False
2,787,False
0,8369,True
0,20915,False
0,16107,False
1,19170,False
2,17471,False
2,209,False
1,18985,True
1,16293,True
1,9978,False
1,11428,True
2,8082,False
2,8241,False
1,20940,False
1,1229,True
2,2414,False
2,12478,False
2,999,False
0,5353,False
1,1149,False
0,8803,False
1,8655,False
2,554,False
1,8015,False
0,8969,False
1,8209,False
1,18781,False
2,11217,False
1,18180,True
2,17240,False
2,213,False
0,19568,True
0,11557,False
1,127,False
0,4261,False
1,7658,False
2,8066,False
0,1188,False
0,16132,True
2,11566,False
2,15902,False
2,14093,False
2,9284,False
1,1874,False
2,22734,False
2,5621,False
1,16224,False
2,8496,False
2,5098,True
1,15485,False
2,1363,False
0,19048,False
2,8028,False
1,19990,True
1,7411,True
2,13546,False
1,14200,True
0,1720,False
0,15463,False
0,12192,True
0,8414,False
1,2037,True
2,12303,False
2,8342,False
1,12722,False
0,9153,False
1,18318,False
1,12939,True
1,7277,False
1,2243,False
1,16360,True
1,14221,True
1,4678,False
1,11018,False
1,2733,False
2,4151,False
1,14219,True
0,18608,False
2,764,False
2,19891,True
1,20120,True
1,18360,False
1,17378,True
1,17590,True
1,18006,True
1,14934,True
1,5107,False
1,1636,False
2,3360,False
1,11302,True
2,13035,True
1,12729,True
2,13129,False
1,18994,False
0,7011,True
0,9117,False
2,21321,False
0,18809,False
2,760,False
2,3792,False
0,953,False
2,10160,False
1,22429,True
2,7614,False
1,21194,True
2,11571,False
2,18939,False
0,20406,False
2,7894,False
0,2061,False
2,2516,False
1,14214,True
1,14493,False
2,9305,False
2,17935,False
2,15819,False
1,4742,False
2,21348,False
2,11217,False
2,15189,False
2,437,False
2,20870,False
2,19138,False
2,3569,False
2,352,False
2,19603,False
2,15898,False
2,12721,False
1,4335,False
2,17817,False
1,15988,True
2,9708,False
2,3508,False
2,6925,False
2,6330,False
2,3792,False
2,20363,False
2,9004,False
0,10132,False
1,5515,False
1,11501,False
2,2904,False
2,22001,False
2,8372,False
0,14393,False
2,20774,False
2,18359,False
2,20129,False
1,12897,True
2,4906,False
0,11467,True
0,5592,False
2,3915,False
2,10965,False
2,4498,False
2,11281,False
1,20909,False
2,4243,False
2,119,False
2,14248,False
1,14037,False
1,1815,True
1,4175,False
1,11862,True
1,21786,True
2,2866,False
2,21026,False
2,10965,False
2,11501,False
2,2619,False
2,951,False
2,16969,False
2,778,False
1,3736,False
2,8652,False
1,19269,True
2,1152,False
2,13319,False
2,7581,False
1,13899,True
1,9750,False
1,272,True
1,17380,True
2,21368,False
2,13440,False
2,16642,False
2,4056,False
1,20453,True
2,629,False
0,21791,False
2,9283,False
2,4185,False
2,3996,False
2,11030,False
2,2537,False
2,18516,False
2,1637,False
2,13053,False
1,15791,False
2,2974,False
2,1632,False
2,17331,False
1,10407,True
2,18900,True
2,18091,False
2,13093,False
2,6401,True
1,9738,True
0,8687,False
2,16640,False
2,20282,False
1,20342,False
1,20071,False
1,11786,True
1,11845,False
1,22055,True
1,11844,False
1,22811,False
1,22203,False
2,5799,False
2,21982,False
0,13641,False
2,7558,False
1,18166,False
0,16428,False
2,19706,False
1,12355,True
2,15338,False
1,19643,False
2,3979,False
2,16505,False
2,7239,False
2,6443,False
2,113,False
2,14233,False
2,4824,False
1,5291,False
2,2715,False
2,21443,False
2,8436,False
2,8798,False
2,2717,False
1,18635,True
2,3511,False
2,11722,False
2,14449,True
0,380,False
2,5799,False
2,21885,False
2,5318,False
2,3634,False
2,16716,False
2,18355,False
0,21417,False
2,15344,False
2,1850,False
2,4330,False
2,21327,False
2,2042,False
2,8078,False
0,21519,False
2,14300,False
1,11844,False
2,12771,False
2,12884,False
2,4433,False
0,17609,False
2,14215,False
2,2827,False
2,8783,False
0,9006,False
2,6977,False
1,46,False
1,21863,True
2,9968,False
2,11923,False
2,2043,False
1,18748,False
1,13952,False
0,7686,False
1,12693,True
0,3395,True
2,4162,False
1,20876,False
0,19863,False
1,14219,True
1,16789,True
1,1253,False
1,3479,False
2,2498,False
1,17894,False
0,9560,False
1,9536,False
1,15943,False
1,16057,True
2,749,True
2,17282,False
2,407,False
1,20840,True
1,1270,True
1,4335,False
1,1008,False
1,2210,False
1,3479,False
1,20196,False
1,20784,False
0,6515,False
2,407,False
1,4285,True
1,15943,True
0,11263,False
1,17479,True
2,95,False
2,6653,False
1,3189,False
2,10970,False
2,15819,False
2,876,False
2,8764,False
1,21221,False
1,11819,False
1,11812,False
1,4649,True
1,5490,True
1,19088,False
1,9093,True
1,5842,True
1,345,False
0,4606,False
1,113,True
1,22264,True
2,9623,False
1,11763,False
1,16437,False
1,10970,False
1,11794,False
1,11759,True
1,11668,False
1,10946,True
1,2464,True
2,3501,False
1,8429,False
1,4678,False
1,4019,True
2,7841,False
1,9531,True
0,7012,True
1,8424,False
1,3523,False
1,15034,True
0,5226,False
2,14367,False
0,13029,False
1,1370,True
1,13128,True
1,19884,False
2,11188,False
2,551,False
2,12222,False
0,19195,False
2,10965,False
2,11685,False
0,19656,False
2,3979,False
2,7213,False
2,21907,False
1,6255,False
0,23020,True
1,18338,True
2,17538,False
2,10261,False
1,6659,True
0,5651,True
2,5145,False
1,3613,False
1,16417,False
2,20135,False
1,2466,True
2,13951,False
2,20915,False
1,22848,True
1,15368,True
2,12108,False
2,10666,False
1,19192,True
1,5185,False
2,10651,False
1,556,False
1,2827,False
1,8884,True
1,22049,False
1,16833,True
0,2079,False
0,18799,False
1,11434,False
0,7642,False
1,11842,False
2,21918,False
2,209,False
2,4408,False
2,11217,False
2,3234,False
1,12472,True
1,16325,True
0,2911,True
0,5235,True
1,21934,False
2,22771,False
1,22191,False
1,22164,False
2,4873,True
0,11688,False
2,3792,False
0,2313,False
2,4700,False
1,10260,False
0,20336,False
0,5022,False
2,11325,False
1,7185,False
2,14848,False
1,13473,False
1,17764,True
1,13959,False
2,6525,False
0,2369,False
1,9853,False
2,8477,False
1,19195,False
0,4555,False
1,6958,True
2,6645,False
0,22496,False
0,5184,True
2,8477,False
1,12213,False
1,8044,False
1,21603,True
1,20313,True
0,13123,False
2,14500,False
2,2599,False
0,15033,False
0,11131,False
2,16803,False
2,4836,False
2,2671,False
2,10154,False
0,611,True
2,6911,False
1,3954,True
2,8376,False
2,1024,False
1,9054,False
2,2498,False
1,8154,True
1,9673,False
2,6939,False
1,12918,True
2,2671,False
1,7455,True
0,5015,False
2,2218,False
1,10843,False
2,15341,False
2,16437,False
2,5774,False
2,2198,False
1,16574,True
2,19688,False
2,4108,False
0,17564,False
2,14010,False
2,8376,False
1,19309,False
0,18051,True
1,19078,False
1,17385,True
1,17452,True
0,6143,False
1,13010,False
1,3768,False
2,755,False
0,13243,False
1,4670,True
0,15832,True
0,13470,False
1,2411,False
1,15316,True
0,1575,False
1,18903,True
2,10458,False
1,17087,False
2,2406,False
1,6033,True
1,17576,True
2,5315,False
2,8408,False
0,12053,False
2,7300,False
0,20256,False
2,22649,False
1,18602,False
1,4877,True
0,17175,False
1,4275,True
0,5900,False
2,7724,False
0,22795,False
2,18356,False
1,2781,False
2,7300,False
0,15179,False
0,11369,False
2,20534,False
0,1192,True
0,21763,False
1,18386,False
2,1166,False
2,1297,False
1,19812,False
2,2381,False
1,21006,False
2,8174,False
1,20938,False
1,13003,True
0,19021,False
1,20785,True
1,17053,False
0,20106,False
1,23067,True
1,5832,True
1,580,False
2,19980,False
1,7669,False
0,513,False
0,12742,True
1,3906,False
2,15459,False
1,20203,True
1,6466,True
0,8824,False
1,5393,True
2,2278,False
2,9425,False
2,4634,False
2,3262,False
2,1243,False
1,4335,False
1,4681,False
2,2216,False
2,18113,False
1,11203,True
2,12461,False
2,2846,False
1,5929,False
1,24,True
1,14278,False
1,6746,True
2,1762,False
1,16196,True
2,3998,False
1,19761,False
1,3980,True
1,11970,False
1,6142,True
1,18885,False
0,18066,False
0,18872,False
1,17579,False
1,111,False
1,21074,True
1,21147,False
0,1390,False
1,16673,False
1,21949,True
2,19885,False
0,9640,False
1,4565,False
1,1698,False
2,15273,False
1,499,True
2,8507,False
2,12950,False
1,5291,False
2,8174,False
2,18714,False
2,7488,False
1,22978,False
2,12473,False
2,615,False
2,17813,False
2,3308,False
2,6607,False
2,12459,False
2,2455,False
2,13008,False
2,13988,False
1,16343,False
1,8721,False
1,272,True
1,1908,True
2,2313,False
2,10965,False
0,4914,False
0,19812,False
1,13155,True
1,3680,False
1,7450,True
2,3860,False
0,18051,False
1,20876,True
2,19347,False
2,6220,False
2,9234,False
1,16846,True
1,13265,True
1,20059,False
1,19631,False
2,7857,False
2,3159,False
0,16230,True
2,14600,False
2,6209,False
2,17524,False
1,19536,False
2,7713,False
2,18915,False
0,9653,True
0,20135,False
2,769,False
1,19781,True
2,13202,False
2,1171,False
2,3792,False
2,136,False
1,22635,True
1,2158,False
1,4225,False
0,20500,False
0,19544,False
1,15570,True
2,7302,False
1,17812,False
2,7126,False
2,789,False
2,8960,False
1,5517,False
0,10497,False
2,3259,False
2,3792,False
1,19995,False
2,6314,False
2,2500,False
1,3616,False
1,287,False
1,23106,True
2,11665,False
2,18087,False
0,4975,False
2,419,False
2,18471,False
1,20280,False
1,7121,False
2,4553,False
1,10457,False
2,11820,False
2,10274,False
2,15894,False
0,17800,False
0,1955,False
1,19209,False
0,2596,False
1,2806,True
2,7099,False
2,17857,False
2,22722,False
2,5032,False
1,9595,True
2,12555,False
2,4111,False
2,10966,False
1,7059,True
0,19980,True
1,17463,False
1,11816,True
1,9609,True
0,11322,False
2,19735,False
1,8172,False
1,15713,False
2,5698,False
1,18602,False
2,10923,False
1,14499,False
2,19982,False
1,15299,True
1,21757,True
1,11409,False
1,17678,False
0,827,True
1,21959,False
0,7328,True
1,16326,False
2,10611,False
0,5336,False
2,5979,False
1,1286,False
2,16324,False
1,593,True
1,18064,True
1,18593,False
1,11032,False
0,18795,True
2,19885,False
1,9239,True
2,15333,False
2,629,False
2,6854,False
2,20679,False
2,19753,False
1,17008,True
2,4185,False
1,6964,True
2,2076,False
2,16455,False
2,8271,False
1,14517,True
2,11295,False
2,22293,False
1,1468,True
2,16352,False
2,12236,False
0,5823,False
0,18983,False
2,22309,False
2,13313,False
2,14745,False
1,733,True
2,1891,False
1,3511,False
2,1394,False
2,2185,False
2,10528,False
1,10165,False
0,15894,False
1,15381,False
1,5687,False
2,806,False
2,8438,False
1,11344,False
0,22488,False
2,1501,False
2,12377,False
1,20121,False
2,18081,True
2,8772,False
2,1945,False
1,14375,False
2,15241,False
2,8618,False
2,144,False
2,1038,False
2,289,False
2,11235,False
2,9665,False
2,11506,False
2,3479,False
1,9790,True
1,1253,True
1,22067,True
1,16650,True
2,8722,False
2,10758,False
1,16484,True
2,1555,False
1,7766,False
2,4067,False
1,20492,True
2,615,False
0,16381,False
1,1090,False
2,699,False
2,16768,False
2,18909,False
2,11438,False
0,8294,False
1,19021,True
1,22098,False
1,1422,False
1,4042,True
2,3169,False
0,1494,False
1,4006,False
1,136,False
2,561,False
2,1697,False
1,2555,False
2,12292,False
2,5373,False
2,2370,False
1,7899,True
2,629,False
0,22730,False
0,5594,False
2,2370,False
1,19587,False
2,2644,False
2,130,False
0,11217,False
1,18478,False
2,17991,False
2,11800,False
0,10666,False
0,15548,True
2,524,False
1,15018,False
1,1327,False
2,11914,False
1,1393,False
1,8237,False
2,7673,False
2,629,False
2,15380,False
1,18612,True
2,2081,False
2,10255,False
1,21325,False
0,16708,False
2,9732,False
1,19581,True
2,1628,False
1,14919,False
1,18854,True
1,11217,False
1,4029,False
2,5336,False
1,18327,False
2,18511,False
2,163,False
2,4561,False
1,12639,True
0,18013,False
2,22331,False
1,21310,False
1,22124,True
0,14444,False
2,4056,False
2,5995,False
1,2389,True
1,20759,True
2,121,False
2,14106,False
2,6548,False
0,4329,False
1,18327,False
2,18113,False
0,4631,False
0,5618,True
2,5026,False
0,18967,False
1,9913,True
1,12745,True
1,18912,False
1,19021,False
0,9305,True
1,782,False
0,13707,False
2,11928,False
1,7749,True
1,3792,False
2,18604,False
1,15057,False
1,1069,False
1,15963,True
1,2036,True
2,387,False
2,3479,False
1,16815,True
1,14161,False
1,5551,False
2,19021,False
1,718,False
2,21816,False
1,22884,True
1,10674,False
2,9960,False
1,10965,False
1,10965,False
2,4799,False
0,20934,False
1,21491,False
1,19648,True
0,16792,True
0,21073,True
0,13196,False
1,16046,True
1,22857,True
2,4800,False
1,21781,True
1,17821,True
1,16076,True
1,5429,False
1,11270,False
1,19958,False
1,431,False
1,20048,False
1,49,False
1,22667,False
1,10913,False
2,4816,False
1,9152,True
1,1319,True
1,21750,True
0,4652,False
1,20399,True
1,2681,True
0,7997,True
2,5908,False
1,22815,False
2,2846,False
2,2671,False
0,9081,False
2,629,False
0,10371,True
1,1276,False
1,3647,False
2,13900,False
2,3366,False
1,253,False
1,5688,True
2,7141,False
0,12342,False
2,2846,False
1,1200,False
2,5298,False
1,14961,True
2,22749,False
1,12792,True
2,4800,False
1,16634,False
1,899,False
0,3609,True
1,6914,False
1,1679,True
1,18605,False
0,9050,False
2,1295,False
2,10740,False
2,2935,True
2,807,False
2,19596,False
2,1032,False
2,14593,False
0,13684,False
2,10451,False
1,8417,True
2,1539,False
2,2757,False
1,10848,True
2,789,False
1,1359,False
2,2715,False
2,15533,False
1,6715,True
2,12189,False
2,7461,False
2,1264,False
2,552,False
2,671,False
1,10382,False
2,3792,False
2,3488,False
2,20727,False
1,10774,False
2,1317,False
1,9898,True
2,20025,False
1,1096,False
2,12490,False
2,12454,False
2,13943,False
2,14286,False
2,17716,False
2,387,False
2,18679,False
2,20823,False
2,20447,False
0,19414,False
1,10774,False
1,19917,True
2,2313,False
2,1220,False
2,20363,False
2,14536,False
2,8937,False
2,4777,False
2,3667,False
2,5954,False
2,14767,False
2,3148,False
0,10371,True
2,5222,False
2,7218,False
0,2185,False
2,3237,False
1,8417,True
1,19177,True
2,247,False
1,11953,False
1,17249,False
2,15532,False
2,8790,False
2,6746,False
2,11438,False
2,13332,False
2,10414,False
1,19274,False
2,11709,False
2,12797,False
1,18538,False
2,12766,False
1,15906,True
1,19861,True
2,1394,False
2,3551,False
0,23050,False
2,15816,True
2,825,False
2,4279,False
2,970,False
1,19366,True
1,4475,False
2,19730,False
2,407,False
2,12700,False
1,5516,False
1,20048,False
2,5489,False
2,22309,False
1,1158,False
2,18778,False
2,18635,True
1,19017,False
2,2846,False
1,10919,True
2,929,False
1,4446,False
1,10965,False
1,9586,True
1,6596,False
1,17620,True
